N	G	Iteration	dist_percent	z_score
6	40	636	0.211	-0.765423839993
6	40	637	0.014	-2.32696533956
6	30	638	0.576	0.21171433279
6	44	639	0.1	-1.3974528194
6	22	640	0.995	2.20205106491
6	33	641	0.946	1.54241639579
6	24	642	0.029	-1.93645812873
6	32	643	0.998	2.64171891408
6	30	644	0.648	0.420107632379
6	34	645	0.147	-1.07787888759
6	29	646	0.192	-0.869212302423
6	38	647	0.68	0.501410768979
6	37	648	0.066	-1.57005962739
6	42	649	0.198	-0.796439599958
6	30	650	0.01	-2.59339300138
6	37	651	0.229	-0.711321036178
6	29	652	0.211	-0.739761467661
6	32	653	0.999	3.14068633356
6	29	654	0.013	-2.26671475714
6	28	655	0.249	-0.685990067849
6	35	656	0.356	-0.352663765434
6	34	657	0.813	0.925593203772
6	29	658	0.127	-1.17739227441
6	38	659	0.27	-0.557312334302
6	30	660	0.126	-1.12009531168
6	38	661	0.496	0.0663538232611
6	34	662	0.106	-1.31941813953
6	32	663	0.397	-0.19370339752
6	75	664	0.135	-1.06221030849
6	29	665	0.994	2.57758484725
6	26	666	0.058	-1.58433149929
6	39	667	0.411	-0.187670727163
6	36	668	0.418	-0.202817766988
6	37	669	0.285	-0.551802685012
6	33	670	0.192	-0.838317182174
6	31	671	0.55	0.158779298985
6	39	672	0.273	-0.57965234922
6	37	673	0.106	-1.24376316097
6	38	674	0.034	-1.94660387933
6	33	675	1.0	2.6363516346
6	22	676	0.999	2.89900149778
6	35	677	0.235	-0.693536662782
6	35	678	0.798	0.848311214539
6	34	679	0.503	0.0819761913686
6	38	680	0.056	-1.66436827505
6	31	681	0.127	-1.19582346551
6	38	682	0.15	-0.959068682857
6	30	683	0.517	0.0684940937639
6	29	684	0.025	-2.1147619798
6	36	685	0.143	-1.09302332415
6	31	686	0.178	-0.830926582775
6	37	687	0.068	-1.50537181204
6	39	688	0.179	-0.891363631884
6	33	689	0.502	0.041205105301
6	27	690	0.158	-1.00885904753
6	37	691	0.572	0.253975324466
6	39	692	0.29	-0.547491639829
6	33	693	0.52	0.0987736752576
6	34	694	0.646	0.397956137359
6	36	695	0.449	-0.077459472826
6	31	696	0.746	0.687574201802
6	31	697	0.018	-2.05175528177
6	31	698	0.165	-0.925872478139
6	35	699	0.0	-3.80658360387
6	34	700	1.0	3.78294179784
6	33	701	0.17	-0.954952993811
6	28	702	0.343	-0.357631443006
6	21	703	0.01	-2.3874745822
6	38	704	0.028	-2.06096958343
6	33	705	0.32	-0.36931848872
6	27	706	1.0	3.41057211222
6	34	707	0.649	0.433172966245
6	79	708	0.265	-0.540214085858
6	75	709	0.001	-3.25716256736
6	28	710	0.022	-2.13253299819
6	32	711	0.157	-0.968758912906
6	35	712	0.152	-1.01021810457
6	34	713	0.236	-0.71888424968
6	28	714	0.33	-0.376030967692
6	28	715	0.084	-1.36442005973
6	36	716	0.083	-1.38321426861
6	27	717	1.0	3.28012831754
6	39	718	0.07	-1.43706057496
6	72	719	0.999	2.46523811721
6	30	720	0.995	2.46102020055
6	30	721	0.513	0.0873545198273
6	32	722	0.029	-1.90548611198
6	23	723	0.685	0.487721601649
6	32	724	0.088	-1.36536832867
6	39	725	0.106	-1.1995459406
6	34	726	0.45	-0.0882568153939
6	30	727	0.16	-0.926513609139
6	38	728	0.185	-0.904564593874
6	32	729	0.096	-1.32495895036
6	32	730	0.521	0.0844669541992
6	33	731	0.078	-1.39686835353
6	36	732	0.168	-0.951633128666
6	28	733	0.024	-1.86955939945
6	33	734	0.045	-1.7403361475
6	38	735	0.291	-0.517096687822
6	30	736	0.466	-0.0523741093652
6	31	737	0.009	-2.48415068353
6	70	738	0.957	1.59156989924
6	37	739	0.029	-2.0453952043
6	32	740	0.11	-1.24383950544
6	74	741	0.225	-0.661568654291
6	35	742	0.167	-0.897603720808
6	39	743	0.315	-0.439753513107
6	37	744	0.126	-1.14631617773
6	37	745	0.003	-2.56895380753
6	75	746	0.433	-0.133263637935
6	32	747	0.07	-1.50149911527
6	32	748	0.136	-1.09702832556
6	31	749	0.324	-0.397435482202
6	40	750	0.232	-0.660558261993
6	38	751	0.309	-0.463701858112
6	26	752	1.0	4.87618883531
6	38	753	0.877	1.1504634962
6	34	754	0.601	0.298473440811
6	35	755	0.473	-0.0256144320567
6	28	756	0.984	2.13948282246
6	40	757	0.482	0.0272055301006
6	33	758	0.127	-1.20693013184
6	35	759	0.029	-2.01336196153
6	37	760	0.323	-0.433607332896
6	36	761	0.035	-1.90291866722
6	31	762	0.121	-1.17683603858
6	32	763	0.243	-0.70562041425
6	33	764	0.176	-0.976792322315
6	31	765	0.092	-1.33555108606
6	33	766	0.809	0.870398044615
6	32	767	0.631	0.359678047554
6	40	768	0.12	-1.11964324733
6	33	769	1.0	4.65520803933
6	34	770	0.995	2.65490328547
6	38	771	0.015	-2.40147329161
6	26	772	1.0	3.9429788109
6	32	773	0.12	-1.1873682581
6	33	774	0.261	-0.625348054339
6	31	775	0.293	-0.463507454746
6	33	776	0.027	-2.0026431923
6	34	777	0.553	0.219711061133
6	32	778	0.674	0.48222451242
6	32	779	0.057	-1.64912533194
6	75	780	0.158	-0.951474882485
6	24	781	0.018	-2.16118525533
6	70	782	0.0	-5.09920046967
6	76	783	0.134	-1.07876282723
6	34	784	0.038	-1.82041497452
6	34	785	0.159	-0.940883458217
6	29	786	0.101	-1.34408279457
6	37	787	0.033	-1.85668728937
6	37	788	0.186	-0.912688944126
6	35	789	0.052	-1.7523863156
6	33	790	0.007	-2.69294016163
6	37	791	0.157	-0.960183887215
6	30	792	0.0	-4.28361379252
6	30	793	0.217	-0.715636402651
6	40	794	0.059	-1.60078241323
6	30	795	0.094	-1.31398076415
6	35	796	0.597	0.288598035273
6	30	797	0.115	-1.23557896108
6	35	798	0.079	-1.38201715093
6	30	799	0.001	-2.79402200961
6	32	800	0.01	-2.35787171578
6	25	801	0.074	-1.52061752354
6	31	802	0.451	-0.0584219282638
6	33	803	0.001	-2.87977281259
6	35	804	0.04	-1.81039412242
6	46	805	0.991	2.07209719636
6	34	806	0.101	-1.25729977254
6	29	807	0.444	-0.0720310353116
6	81	808	0.186	-0.821928249373
6	31	809	0.999	2.78848512394
6	40	810	0.392	-0.213962432902
6	67	811	0.043	-1.91410640944
6	33	812	1.0	3.26316384406
6	41	813	0.021	-2.64027031476
6	39	814	0.084	-1.34905678792
6	38	815	0.137	-1.06951433806
6	38	816	0.048	-1.69750244509
6	31	817	0.017	-2.29000823728
6	75	818	1.0	5.10579727275
6	38	819	0.246	-0.672801185984
6	33	820	0.192	-0.851366372183
6	28	821	0.221	-0.670223515771
6	29	822	0.076	-1.47182388644
6	74	823	0.101	-1.31198497165
6	34	824	0.165	-0.930724621022
6	32	825	0.298	-0.489768113534
6	31	826	0.124	-1.20096112931
6	34	827	0.525	0.0893978782157
6	36	828	0.367	-0.344279828743
6	33	829	0.242	-0.682086357089
6	27	830	0.355	-0.34998281468
6	21	831	0.892	1.26883289027
6	34	832	0.059	-1.60631274259
6	42	833	0.294	-0.493124317025
6	34	834	0.476	-0.0327364607049
6	30	835	0.474	0.0169803176214
6	30	836	0.113	-1.16471759391
6	38	837	0.116	-1.19898312845
6	32	838	0.072	-1.458101617
6	35	839	0.006	-2.78891612367
6	34	840	0.008	-2.56669878513
6	35	841	0.251	-0.625399256839
6	31	842	1.0	3.64581720841
6	32	843	0.024	-1.93686762308
6	30	844	0.154	-1.05770961913
6	28	845	0.998	2.68316984462
6	25	846	0.036	-1.9217473891
6	33	847	0.026	-1.97275199209
6	34	848	0.028	-1.87712042709
6	70	849	1.0	3.05623871423
6	44	850	0.238	-0.676240686442
6	27	851	0.998	2.71718647891
6	40	852	0.023	-2.18553397571
6	34	853	0.187	-0.862200000377
6	21	854	0.016	-2.01560672494
6	38	855	0.572	0.316597733903
6	35	856	0.419	-0.136131948809
6	36	857	0.139	-1.10690537202
6	26	858	0.186	-0.836584969291
6	29	859	0.006	-2.52561424712
6	26	860	0.37	-0.341455586781
6	39	861	0.014	-2.32564432134
6	33	862	0.262	-0.573285426537
6	34	863	0.224	-0.780987455993
6	32	864	0.037	-1.8755610205
6	29	865	0.991	2.24395458975
6	39	866	0.022	-2.00337276268
6	32	867	0.701	0.535976953782
6	35	868	0.447	-0.00787452280215
6	36	869	0.125	-1.12640160985
6	29	870	0.011	-2.36920532419
6	27	871	0.116	-1.1955420082
6	35	872	0.047	-1.65496648408
6	28	873	0.303	-0.496982160359
6	37	874	0.401	-0.107941505575
6	31	875	0.998	2.81899896947
6	49	876	0.26	-0.572117733796
6	35	877	0.053	-1.63777022546
6	32	878	0.988	2.21340850203
6	35	879	0.028	-1.97967629804
6	25	880	0.752	0.701113544479
6	31	881	0.071	-1.46403668742
6	37	882	0.908	1.25936961113
6	30	883	0.929	1.45945856431
6	20	884	0.993	2.04907369508
6	31	885	0.317	-0.382433999906
6	31	886	0.832	0.93496475052
6	29	887	0.01	-2.29312610043
6	26	888	0.828	0.902413354787
6	30	889	0.173	-0.913667824383
6	34	890	0.112	-1.19551480055
6	39	891	0.006	-2.82313753262
6	41	892	0.461	-0.0538579828095
6	80	893	0.005	-3.49712901645
6	34	894	0.959	1.70850862226
6	33	895	0.011	-2.3750899628
6	31	896	0.024	-2.43337402175
6	76	897	0.004	-2.99084172171
6	30	898	0.545	0.170986793282
6	29	899	0.603	0.328646130787
6	67	900	0.981	1.88835418804
6	22	901	0.481	0.0234196900359
6	26	902	0.246	-0.661386927264
6	30	903	0.432	-0.171532151083
6	34	904	0.63	0.402310098608
6	37	905	0.004	-2.51343513618
6	29	906	0.698	0.53638277293
6	31	907	0.118	-1.15775040836
6	31	908	0.008	-2.50857010072
6	31	909	0.512	0.059684037569
6	34	910	0.053	-1.60866669472
6	25	911	0.078	-1.44049828967
6	33	912	0.018	-2.32742025438
6	37	913	0.206	-0.790818442588
6	30	914	0.02	-2.17835176879
6	34	915	0.032	-1.89132506259
6	75	916	0.603	0.338163587061
6	31	917	0.016	-2.36814233145
6	35	918	0.398	-0.245277901271
6	35	919	0.002	-2.92225281554
6	39	920	0.043	-1.82243519494
6	38	921	0.252	-0.6511084697
6	32	922	0.402	-0.250219144915
6	29	923	0.333	-0.356105694443
6	34	924	0.048	-1.76739090279
6	33	925	0.447	-0.112221571865
6	34	926	0.006	-2.75516667479
6	27	927	0.132	-1.11206115512
6	42	928	0.498	0.0744015427037
6	32	929	0.599	0.325318541189
6	27	930	0.717	0.610858179337
6	39	931	0.436	-0.0732783194239
6	29	932	0.021	-2.21759255314
6	34	933	0.023	-1.91667320573
6	30	934	1.0	4.18373824031
6	79	935	0.509	0.119225594685
6	29	936	0.226	-0.705878202297
6	31	937	0.999	2.58566056849
6	38	938	0.094	-1.31360862315
6	38	939	0.043	-1.8291845878
6	78	940	0.01	-2.76788309076
6	70	941	0.101	-1.32538058812
6	79	942	0.53	0.148382920049
6	35	943	0.305	-0.474079744071
6	34	944	0.142	-1.11113558121
6	39	945	0.089	-1.42385487346
6	32	946	0.962	1.71409306237
6	26	947	0.602	0.346432434221
6	23	948	0.078	-1.48702210432
6	34	949	0.069	-1.54600279037
6	36	950	0.194	-0.849440624907
6	34	951	0.001	-3.85329144103
6	38	952	0.104	-1.33224023821
6	35	953	0.234	-0.706069540042
6	36	954	0.272	-0.550749494749
6	40	955	0.006	-2.81544564881
6	34	956	0.202	-0.765382687432
6	40	957	0.718	0.609952676517
6	27	958	0.127	-1.06461355815
6	36	959	1.0	3.26015847138
6	27	960	0.337	-0.350915585037
6	38	961	0.262	-0.579950640813
6	36	962	0.254	-0.584585180013
6	37	963	0.176	-0.880302709648
6	35	964	0.053	-1.73144996516
6	30	965	0.225	-0.744987074433
6	39	966	0.168	-0.91000067976
6	34	967	0.966	1.84998575965
6	33	968	0.166	-0.985973581477
6	27	969	0.295	-0.543860350709
6	31	970	0.065	-1.52796195429
6	28	971	0.251	-0.637610547011
6	32	972	0.0	-3.91013271578
6	37	973	0.971	1.82533227569
6	30	974	0.068	-1.46498869039
6	30	975	0.999	3.33978764966
6	34	976	0.135	-1.09043227989
6	38	977	0.045	-1.70002268063
6	35	978	0.613	0.320898013894
6	33	979	0.84	1.03040604452
6	28	980	0.021	-2.06512883541
6	33	981	0.588	0.244311592231
6	34	982	0.071	-1.52450013174
6	30	983	0.509	0.0709276860873
6	38	984	0.018	-2.38818998608
6	31	985	0.989	2.15968417302
6	28	986	0.393	-0.232627285168
6	36	987	0.631	0.373400607605
6	30	988	0.579	0.191460544282
6	33	989	0.0	-3.68580956527
6	74	990	0.038	-1.78708633459
6	39	991	0.05	-1.77865369699
6	31	992	0.004	-3.07297339708
6	30	993	0.544	0.139664031536
6	36	994	0.495	0.0292187499429
6	37	995	0.412	-0.181174371949
6	29	996	0.941	1.45523643692
6	32	997	0.013	-2.4067113618
6	38	998	0.356	-0.355422384084
6	28	999	0.033	-1.96909639055
8	46	0	0.035	-1.96531454426
8	37	1	1.0	3.72447739758
8	35	2	0.949	1.54413766956
8	37	3	0.025	-1.96896771619
8	47	4	0.508	0.078935984067
8	40	5	0.71	0.574880136935
8	46	6	0.0	-4.29522758527
8	35	7	0.526	0.0702861545898
8	38	8	0.0	-3.82488832269
8	37	9	0.999	3.20894979698
8	39	10	0.554	0.150341614748
8	45	11	0.707	0.561479962298
8	49	12	0.885	1.10739677012
8	51	13	0.775	0.785040649042
8	48	14	0.531	0.101508458581
8	39	15	0.604	0.252613827051
8	46	16	0.997	2.53219292232
8	43	17	1.0	3.22215073618
8	47	18	0.025	-1.88945695496
8	39	19	0.109	-1.23987872028
8	37	20	0.915	1.3128758508
8	40	21	0.668	0.445411363909
8	49	22	0.413	-0.155314520735
8	40	23	0.031	-1.87615116477
8	39	24	1.0	3.6653336431
8	37	25	0.984	2.19331132058
8	77	26	0.674	0.518871038464
8	42	27	0.078	-1.41980773498
8	35	28	0.138	-1.12072683784
8	44	29	0.493	-0.004153192782
8	38	30	0.291	-0.501096065359
8	46	31	0.134	-1.09592395817
8	51	32	0.284	-0.518001901119
8	37	33	0.059	-1.59690154334
8	41	34	0.936	1.52431230516
8	87	35	0.676	0.483084023073
8	42	36	0.353	-0.353227832256
8	80	37	0.994	2.06040247459
8	36	38	0.987	2.16294013071
8	40	39	0.235	-0.676849383844
8	37	40	0.992	2.23122764286
8	35	41	0.399	-0.252236357556
8	37	42	0.784	0.759099393588
8	84	43	0.997	2.47070740082
8	83	44	1.0	3.38193300162
8	41	45	0.134	-1.06176113785
8	44	46	0.269	-0.57347147566
8	39	47	0.119	-1.21637008321
8	39	48	0.978	2.02273913352
8	35	49	0.014	-2.16402927748
8	40	50	0.602	0.305117271713
8	36	51	0.693	0.469367758346
8	40	52	0.998	3.20695174688
8	46	53	0.095	-1.2716552718
8	39	54	0.004	-2.9065624239
8	44	55	0.09	-1.3793288448
8	42	56	0.947	1.67852665673
8	38	57	0.468	-0.0482104589385
8	50	58	0.378	-0.253698988541
8	39	59	0.933	1.37567466623
8	43	60	0.027	-1.88549607509
8	50	61	0.552	0.125957932131
8	49	62	0.149	-1.03459198843
8	84	63	0.007	-2.89043006611
8	40	64	0.906	1.25760437399
8	39	65	0.902	1.23526990834
8	40	66	1.0	5.3797099704
8	46	67	0.23	-0.741768156712
8	39	68	0.115	-1.24383669913
8	33	69	0.969	1.84444816806
8	40	70	0.677	0.501968555661
8	46	71	0.224	-0.722810271638
8	30	72	0.964	1.81115598129
8	41	73	0.005	-3.15681920564
8	35	74	0.993	2.37646742812
8	41	75	0.993	2.509781248
8	42	76	0.217	-0.747001349235
8	34	77	0.739	0.656064190681
8	40	78	0.197	-0.854677776446
8	49	79	0.421	-0.164875045668
8	41	80	0.811	0.864372241126
8	44	81	0.59	0.247836794556
8	40	82	0.034	-1.85792596669
8	44	83	0.334	-0.403755098612
8	51	84	0.305	-0.517934953779
8	39	85	1.0	3.00346946767
8	55	86	0.356	-0.339650275342
8	42	87	0.841	0.94728754123
8	44	88	0.545	0.157918637812
8	39	89	1.0	3.20634562156
8	42	90	0.715	0.575392851293
8	43	91	0.899	1.31033126695
8	43	92	0.964	1.78954998434
8	45	93	0.337	-0.332982461506
8	45	94	0.952	1.66324612322
8	47	95	0.78	0.790592694897
8	49	96	0.787	0.80693054735
8	42	97	0.273	-0.560798759096
8	49	98	0.109	-1.22313811628
8	48	99	0.019	-2.2704177023
8	34	100	0.122	-1.21875470513
8	80	101	0.868	1.04013132641
8	43	102	0.099	-1.32184677459
8	45	103	0.323	-0.380045602075
8	45	104	0.241	-0.706342762891
8	41	105	0.76	0.701838630663
8	32	106	0.974	1.87775251242
8	41	107	0.988	2.20988257425
8	49	108	0.073	-1.52046994104
8	43	109	1.0	3.26506560149
8	41	110	0.309	-0.452706955221
8	36	111	0.92	1.34630002644
8	49	112	0.963	1.67489837889
8	45	113	0.096	-1.31516743273
8	46	114	0.063	-1.55777434275
8	42	115	0.321	-0.42901668663
8	38	116	0.999	2.68111287669
8	47	117	0.926	1.39992775898
8	55	118	0.161	-1.02987400725
8	45	119	0.446	-0.110243457873
8	37	120	0.503	0.102934339768
8	43	121	0.998	2.65084471755
8	42	122	0.995	2.37395293589
8	38	123	0.634	0.384918570344
8	45	124	0.125	-1.17723842244
8	43	125	0.038	-1.78503323631
8	33	126	0.903	1.29553502769
8	37	127	0.974	1.91400890441
8	39	128	0.065	-1.46783117533
8	47	129	0.701	0.610350087761
8	46	130	0.047	-1.75965586877
8	46	131	0.247	-0.675754764493
8	44	132	0.477	0.0147700665407
8	34	133	0.95	1.64523508783
8	32	134	1.0	3.57038894747
8	42	135	0.736	0.648579523596
8	39	136	0.141	-1.09041540902
8	37	137	0.378	-0.260199110766
8	43	138	0.609	0.270012640557
8	50	139	0.049	-1.66480299607
8	37	140	0.918	1.37454640447
8	38	141	0.999	2.90230634037
8	40	142	0.586	0.202699673239
8	26	143	0.589	0.250127430664
8	47	144	0.892	1.22752556375
8	42	145	0.078	-1.50584520514
8	38	146	0.091	-1.29871821547
8	38	147	0.308	-0.466221055436
8	35	148	0.031	-1.9138586068
8	42	149	0.02	-2.31772637092
8	44	150	0.058	-1.65298279611
8	44	151	0.999	2.73145381149
8	43	152	0.441	-0.0896666741864
8	34	153	0.682	0.464672601773
8	38	154	0.264	-0.581732803534
8	46	155	0.33	-0.4311999751
8	48	156	0.827	0.92239504441
8	39	157	0.214	-0.80010353939
8	45	158	0.792	0.780436895813
8	44	159	0.566	0.175940050503
8	48	160	0.64	0.370032471193
8	43	161	0.556	0.134468251475
8	38	162	0.003	-3.03601118124
8	39	163	0.242	-0.655391279306
8	47	164	0.047	-1.77653425817
8	30	165	1.0	3.37588105542
8	38	166	0.382	-0.200182978377
8	36	167	0.032	-1.84451841874
8	41	168	0.989	2.08946338828
8	45	169	0.11	-1.17312769998
8	42	170	0.456	-0.0407138585194
8	33	171	0.013	-2.36670690708
8	49	172	0.052	-1.73891304082
8	42	173	0.07	-1.52133438058
8	41	174	1.0	3.72719313385
8	41	175	0.998	2.48145393913
8	37	176	0.45	-0.124299773671
8	47	177	0.04	-1.8128046862
8	87	178	0.629	0.389613956828
8	43	179	0.274	-0.589972054193
8	37	180	0.494	0.00953861517435
8	41	181	0.812	0.859198531429
8	43	182	0.03	-2.05440251782
8	35	183	0.689	0.48564378118
8	42	184	0.939	1.4808285667
8	43	185	0.006	-2.69464642875
8	49	186	0.441	-0.104260843656
8	48	187	0.159	-0.997719545145
8	43	188	0.951	1.56863891322
8	39	189	0.859	1.01891623853
8	39	190	0.997	2.712171979
8	41	191	0.09	-1.37573520609
8	42	192	0.022	-2.19097232548
8	44	193	0.998	2.60229525394
8	36	194	0.18	-0.887156808525
8	42	195	0.456	-0.117965536825
8	35	196	0.293	-0.516381195246
8	35	197	0.315	-0.446613542672
8	38	198	0.129	-1.17215595552
8	41	199	0.08	-1.46028508082
8	35	200	0.63	0.327480956444
8	43	201	0.997	2.95619342502
8	51	202	0.009	-2.87282877988
8	32	203	0.017	-2.11470376303
8	43	204	0.308	-0.44089382187
8	47	205	0.418	-0.174932474737
8	47	206	0.711	0.548369594305
8	43	207	0.316	-0.463533028809
8	30	208	0.11	-1.26795136802
8	40	209	0.478	-0.0125004107672
8	41	210	0.46	-0.0616417236953
8	93	211	0.257	-0.546890023365
8	42	212	0.354	-0.351160004593
8	38	213	0.025	-2.08519315554
8	44	214	0.17	-0.924981190603
8	43	215	0.999	3.67143915737
8	30	216	0.976	1.98338171079
8	47	217	0.621	0.307504781736
8	44	218	0.274	-0.541111800697
8	38	219	0.656	0.458641181391
8	28	220	0.281	-0.591325241807
8	43	221	0.999	3.14256015082
8	41	222	0.983	2.17082605118
8	45	223	0.994	2.62851621431
8	35	224	0.175	-0.964880795123
8	39	225	0.687	0.524206904187
8	53	226	0.539	0.137023528928
8	47	227	0.24	-0.640968142826
8	40	228	0.011	-2.43932851771
8	34	229	0.97	1.7466442674
8	45	230	0.705	0.602469132737
8	38	231	0.114	-1.13690204083
8	45	232	0.956	1.49089120914
8	47	233	0.149	-1.02595966103
8	41	234	0.581	0.249906774482
8	38	235	0.994	2.31533071932
8	46	236	0.316	-0.420194971243
8	93	237	0.939	1.38557066046
8	43	238	0.24	-0.687904446137
8	45	239	0.018	-2.34290914064
8	46	240	0.5	0.0439292077609
8	32	241	0.967	1.78104394358
8	49	242	0.435	-0.0938164008865
8	48	243	0.441	-0.149821369185
8	38	244	0.877	1.08063048921
8	49	245	0.402	-0.244713414798
8	78	246	1.0	3.48651217828
8	86	247	0.071	-1.68534173054
8	41	248	0.784	0.743846856827
8	42	249	0.407	-0.209467390575
8	43	250	0.359	-0.31414571295
8	40	251	0.957	1.50121930251
8	29	252	0.574	0.205515754049
8	40	253	0.555	0.171967195723
8	41	254	0.084	-1.40884754679
8	49	255	0.482	0.0320868470971
8	40	256	0.007	-2.43394353776
8	45	257	0.334	-0.364095196631
8	43	258	0.046	-1.78810087598
8	43	259	0.601	0.307328383711
8	29	260	0.978	2.10889804381
8	46	261	0.772	0.772468913095
8	38	262	0.06	-1.54290913508
8	40	263	0.027	-2.00850626887
8	34	264	0.344	-0.381823145753
8	44	265	0.05	-1.7313220061
8	49	266	0.251	-0.558619151293
8	46	267	0.634	0.396862260155
8	31	268	0.583	0.255761184899
8	35	269	0.93	1.40834997053
8	46	270	0.505	0.0847889814815
8	39	271	0.369	-0.313700944639
8	35	272	0.999	2.89968959319
8	33	273	0.147	-1.00721525655
8	49	274	0.467	-0.051562312126
8	47	275	0.053	-1.69403068669
8	34	276	0.021	-2.04080188326
8	50	277	0.248	-0.6327717041
8	38	278	0.684	0.481996448389
8	39	279	0.951	1.76924301554
8	52	280	0.351	-0.311376981888
8	92	281	0.285	-0.455433067938
8	38	282	0.866	1.11382152578
8	41	283	0.183	-0.867492619487
8	33	284	1.0	3.08010085477
8	40	285	0.624	0.344144969318
8	38	286	0.986	2.11614383861
8	42	287	0.719	0.576022516362
8	44	288	0.409	-0.154709017556
8	84	289	0.911	1.21449769921
8	40	290	0.686	0.504970730888
8	51	291	0.454	-0.0868978490773
8	42	292	0.174	-0.92658519608
8	44	293	0.064	-1.53472322898
8	39	294	0.092	-1.38358912518
8	40	295	0.089	-1.31218699572
8	35	296	0.174	-0.873657490416
8	50	297	0.238	-0.665385999873
8	36	298	1.0	3.74217930564
8	44	299	0.816	0.900810845594
8	37	300	0.977	2.00918193207
8	41	301	0.299	-0.552509613925
8	39	302	0.778	0.778496939419
8	40	303	0.225	-0.701761174682
8	48	304	0.296	-0.527050007494
8	54	305	0.07	-1.48785910614
8	41	306	0.305	-0.467522163488
8	33	307	0.899	1.25844014978
8	44	308	0.22	-0.735967063137
8	49	309	0.828	0.953494075608
8	45	310	0.838	0.963144826183
8	37	311	0.647	0.377491729517
8	41	312	0.077	-1.4119028576
8	45	313	0.286	-0.545950874256
8	43	314	0.434	-0.113462837868
8	87	315	0.848	0.978925133231
8	33	316	0.982	2.09899524933
8	43	317	0.643	0.364472423799
8	43	318	0.286	-0.482137864035
8	41	319	1.0	3.68070272919
8	41	320	0.512	0.0731388285463
8	44	321	0.248	-0.672387974639
8	80	322	0.967	1.65379254138
8	41	323	0.987	2.21912256779
8	33	324	0.513	0.0554797722402
8	41	325	0.151	-1.05901034934
8	43	326	0.112	-1.20391056534
8	39	327	0.993	2.34282702633
8	79	328	1.0	3.76162675134
8	38	329	0.673	0.48541026036
8	48	330	0.145	-1.0231884362
8	43	331	0.087	-1.40179274359
8	43	332	0.986	2.17042692207
8	44	333	0.933	1.42955567657
8	52	334	0.276	-0.527544541013
8	47	335	0.886	1.15640343525
8	44	336	0.17	-0.880345443497
8	34	337	1.0	3.68568537126
8	47	338	0.028	-2.00929680075
8	86	339	1.0	3.28793625875
8	53	340	0.55	0.165301900007
8	43	341	0.148	-1.01328693135
8	40	342	0.766	0.760611947823
8	41	343	0.169	-0.989047207675
8	36	344	0.19	-0.877744750389
8	49	345	0.28	-0.550300282951
8	43	346	0.075	-1.43015171263
8	36	347	0.579	0.20949931015
8	37	348	0.957	1.7140625728
8	41	349	1.0	4.03612178143
8	44	350	0.034	-1.92977220578
8	37	351	0.993	2.37590990526
8	37	352	0.992	2.6074936666
8	41	353	0.382	-0.250079191553
8	33	354	0.952	1.64599886376
8	49	355	0.502	0.0563504086796
8	42	356	0.188	-0.894781076445
8	44	357	0.151	-0.988535313382
8	45	358	0.853	1.02876148633
8	40	359	0.06	-1.57970074061
8	46	360	0.549	0.170592914562
8	41	361	0.159	-0.973005503103
8	43	362	0.985	2.11702649599
8	86	363	0.999	2.34111681116
8	38	364	0.617	0.30187428699
8	47	365	0.118	-1.22042681266
8	38	366	0.029	-2.07920962441
8	51	367	0.285	-0.552244650756
8	48	368	0.533	0.116278902462
8	44	369	0.375	-0.283839358457
8	44	370	0.052	-1.62546390238
8	34	371	0.581	0.243917101948
8	32	372	0.592	0.267211410065
8	32	373	0.277	-0.570115739212
8	43	374	0.433	-0.123107470903
8	41	375	0.074	-1.46436378433
8	36	376	0.281	-0.525325864631
8	39	377	0.471	-0.0626720964642
8	82	378	1.0	3.49530675684
8	41	379	0.057	-1.65889229177
8	48	380	0.913	1.23397662406
8	49	381	0.482	-0.0353836028081
8	41	382	0.65	0.423414626894
8	78	383	0.023	-2.34735486506
8	40	384	0.075	-1.49374682395
8	38	385	0.458	-0.0939112087861
8	47	386	0.178	-0.954765406837
8	34	387	1.0	4.00586135401
8	37	388	0.629	0.294114025111
8	41	389	0.118	-1.21052421602
8	41	390	0.52	0.111484784288
8	45	391	0.131	-1.12020065092
8	37	392	0.908	1.32908555181
8	41	393	0.327	-0.412110086186
8	47	394	0.364	-0.258020041349
8	44	395	0.037	-1.86915886709
8	41	396	0.408	-0.196127273868
8	34	397	0.797	0.847654976292
8	50	398	0.131	-1.1228314311
8	43	399	0.064	-1.57335223826
8	42	400	0.163	-0.942224981751
8	43	401	0.634	0.388236434848
8	84	402	0.616	0.365892290804
8	34	403	0.984	2.14572704775
8	50	404	0.362	-0.327700796694
8	37	405	0.197	-0.76115780789
8	45	406	0.511	0.0110630184017
8	50	407	0.193	-0.853687490464
8	85	408	0.963	1.59787040244
8	44	409	0.076	-1.36950811661
8	39	410	0.094	-1.37042975986
8	47	411	0.826	0.967486842929
8	41	412	0.914	1.39158201547
8	39	413	1.0	3.43438627257
8	42	414	0.976	1.93735325819
8	48	415	0.029	-1.93408512794
8	42	416	0.83	0.937016608563
8	39	417	0.603	0.269333357833
8	45	418	0.301	-0.487718336603
8	43	419	1.0	3.48072789551
8	45	420	0.08	-1.39640104926
8	45	421	0.0	-3.99315304137
8	36	422	0.999	2.77233650536
8	94	423	0.922	1.28143244914
8	40	424	0.12	-1.19978669438
8	43	425	0.077	-1.4087501339
8	42	426	0.206	-0.778959072078
