"ECB_01992"	"ECB_02003"	"ECB_02821"	"ECB_04210"	"ECB_misc_RNA_47"	"ESCRE1328"	"ESCRE1901"	"ESCRE2157"	"ESCRE4497"	"actP"	"atoC"	"atpF"	"cls"	"dppD"	"dusB"	"endA"	"fbp"	"fis"	"flhA"	"frmB"	"frmC"	"ftsW"	"glgA"	"glgP"	"glmS"	"glpF"	"glpR"	"glpT"	"gltL"	"hupB"	"hypE"	"iclR"	"ilvL"	"infB"	"kpsD"	"kpsE"	"kpsM"	"leuX"	"lon"	"manX"	"metH"	"mraZ"	"mrdA"	"mrdB"	"mreB"	"nusA"	"ompR"	"prfA"	"proW"	"pta"	"rho"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rsmC"	"rssB"	"secF"	"slyA"	"tap"	"thrA"	"topA"	"uraA"	"uspA"	"uvrD"	"valT"	"ybaL"	"ycbC"	"ydeJ"	"ydgR"	"ydiJ"	"yehU"	"yejA"	"yfaE"	"yfcI"	"yfgA"	"ygcN"	"yggG"	"yhaO"	"yicC"	"yjcF"	"yjcO"	"yqeA"
"proW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133686737630131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088147952448125	0	0	0	0	0	0	0	0.0791094965466966	1	0	0	0	0	-0.0713190949572566	0	0	0	0	0	0	0	0	0	0	0.0930840179510697	0	0	0	-0.0035779170321963	0	0	0	0	0	0	0	0	0	0	0.00787695878742729	0	0	0
"pta"	-0.0579302674278569	0	0	0	0	0.0224559177247682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0956570260198315	0	0	0	0	-0.0254742103432232	0	0	0.145941326693754	0	0	-0.000183022212206823	0	0	0.0137670441146325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.0264620551943819	0	0	0	0	-0.00458941468459631	0	0	0	0	0	0	0	0	0	0	-0.0159988459394363	0	0	0	0	0	0	-0.00500494583652367	0	0	0	0	0	0.0382072291806326
"rho"	-0.0371081398376005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10291564659905	0	0	0	0	0	0	0	0.0630985251548571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoA"	0.108329871229678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0791360673409845	0	0	0	0	0	0.0698915290750386	0	0	0	0	0	0	0	0	0.0436148790037543	0	0.0206617189761771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0684071672950069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00899296135883574	0	0	0	0	0	0	0	0	0	0	0.00162277232363923	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101551144228944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.0450538547523615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	-0.0207599856791631	-0.142590881262536	0.0780095690728112	0	0.0593465229544815	-0.0290707310144655	0.0566735606569973	-0.0590956457801847	-0.0743699945423393	-0.018326803174566	-0.0583222564380724	0	0.0542758579470426	-0.0567676158322226	-0.0171259126470324	0	-0.142732436549377	-0.0675490177257296	-0.0175679572761282	-0.0653592214184508	0.0546735959695492	0.105411931546835	-0.0288299911425546	-0.00844496558979379	0.0769368502801838	0.167334550122887	-0.0174972628753235	0.00509625637715905	0.0725647192202154	0.0767311149778098	0.00391704847465496	-0.0635581809226631	-0.07030889306981	-0.0533385276760532	-0.0398879180183665	-0.141478943721883	-0.0754342306736533	-0.0221883506882402	-0.0755551604987297	-0.070213514434972	0.0571451072072683	0.0764073951846752	-0.231433910135749	0.00389907987984656	0.0057368136539	0.00489897907305423	0.132487742613564	-0.0667687369630533	-0.0713190949572566	-0.0264620551943819	0	-0.0684071672950069	-0.0450538547523615	1	0.00690441316801149	0	0.00582002556491809	-0.052699441843946	0	-0.0597111135142013	0.00619474810781608	0.0580057712534739	0.0598330665090959	0.0762855024416795	-0.072576092019412	0.00614059983711493	0	0.106340740866742	0.0571665504207037	0.0778967915077825	0	0.133859581127346	0	0.106525231899052	0	-0.0168394053286027	0.0807084963033121	0	0	-0.122735678472816	-0.14132988989943	-0.0177067202814414	-0.0389899076391779
"rpoD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0663632223330498	0.028283662979974	0.0110236403573286	0	0	0	0	0	0	0	-0.0266651019868819	0	0	0	0	0	0	0	0	0	0	0	0.0240658614829877	0	0	0	0	0	0	0	0	0	0.00690441316801149	1	0	0	0	0	0	0.0942784418355161	0	0	0	0	0.0937081168984972	0	0.0632882402206407	0	0	0	0	0	0.0635983814181832	0	0	0	0	0.0870855512079152	0	0	0	0
"rsmC"	0.117629425280203	0	0	0.0737731428727301	0	-0.00134684396689434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667417751303238	0	0	0	0	0	0	0	-0.0825904147091249	0	0	0.0762590062848466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0830027884381475	0	0	0	0	0	0	0	0	0	-0.0151975064333074	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0189974204774202
"rssB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19161325510165	0	0	0.192705758782293	-0.00380168014809843	0	0	0	0	0	0	0	0	0	0	0	0.15583288682892	0	0	0	0	0	0	0	0	0	0.00582002556491809	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"secF"	-6.11545980839307e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00895247213226742	0	0	0	0	-0.0052986557341079	0	0	0.121957316352598	0	0.0755856711307959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.052699441843946	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"slyA"	0.121055212600665	0	0	0.0769619027771452	0	-0.00671386695369417	0	0	0	0	0	0	0	0	0	0	0	0.00541243472298077	0	0	0	0	0	0.0739662570096906	0	0	0	0	0.00216751165363032	0	0	-0.0841403709449967	0	0	0.0818385221335427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00458941468459631	0	0	0	0	0	0.0830027884381475	0	0	1	0	0	0	0	0	0	0	0	0	-0.0201589842937823	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0231245661977724
"tap"	-0.000891685402304841	0	0	0	0	0	0	0.0640193174073172	0	0	0.0629162427370225	0	0	0.0606741753703104	0	0	0	0	0	0.0736561789331177	0	0	0	-0.0161486133986075	0	0	0	0	-0.0161652509590115	0	0	0.0881264767552993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0597111135142013	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.00660756712580864	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrA"	0	0	0	0	0	0	0.0569390804512878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123923793884291	0	0	0	0	0	0	0	-0.0349337389281161	0	0	0	0	0	0	0	0	0	0	0	0.154136927742823	0	0	0	0	0	0	0	0	0	0.00619474810781608	0.0942784418355161	0	0	0	0	0	1	0	0	0	0	0.179576695945035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"topA"	-0.095493673232552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0143856168791116	0	0	0	0	0	-0.147478810845157	0	0	0	0	0	0	0	0	0	0	-0.0238389450360715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0580057712534739	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0201439144990559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uraA"	-0.09941972526661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0192597562452038	0	0	0	0	0	-0.151663594376038	0	0	0	0	0	0	0	0	0	0	-0.0303483437405788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0598330665090959	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0243279953121502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0	0.072291044073755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640455423356669	0	0	0	0	0.0655291097158124	0	-0.0814593673913555	0	0	0	0	0	0	0	0	0	0.0663023394737188	0	0	0	0	0	0	0	0	0	0	0	0.0762855024416795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00787001227727567	0	0	0
"uvrD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138182922922099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0918653678812053	0	0	0	0	0	0	0	0.0830595305860509	0.0930840179510697	0	0	0	0	-0.072576092019412	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.00655079790202562	0	0	0	0	0	0	0	0	0	0	0.00992610499695928	0	0	0
"valT"	0	0	0	0	0	0	0.0562580801016397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158078046037257	0	0	0	0	0	0	0	-0.0352637352903651	0	0	0	0	0	0	0	0	0	0	0	0.153440656599883	0	0	0	0	0	0	0	0	0	0.00614059983711493	0.0937081168984972	0	0	0	0	0	0.179576695945035	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0283434672698624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbC"	-0.0167421576203663	-0.0291353050232518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.030098199564237	-0.00912456198278599	0	0	0	0.0850776530189179	0	-0.0212882134470669	0	0.0251594567579233	0	0	0.0162297192680748	0	0	-0.0732096990685828	0	0	0	-0.0334716515091239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106340740866742	0.0632882402206407	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00887678566458036	0	0	0	0.0835812190018389	0	0	0.000868864527991552	0	0	-0.0455638707788198	-0.0346693870462369	0	0
"ydeJ"	-0.103537379337829	-0.00145666263177016	0	-0.00680458454816363	0.027264696006476	0	0	0	0	0	0	0	0	0	0	0	-0.00220270051721158	-0.040171748420318	0	0	0.0145495216752582	0.00186947078628532	0	-0.149413405080056	0	0	0	0	0	0	0	0.00643637964529197	-0.0125404842360862	0	-0.057936932699307	-0.00429755616870462	0	0	0	-0.00131094947088299	0.0209235354725121	0	0	0	0	0	0	0	-0.0035779170321963	0	0	-0.00899296135883574	0	0.0571665504207037	0	-0.0151975064333074	0	0	-0.0201589842937823	0	0	0.0201439144990559	0.0243279953121502	0	-0.00655079790202562	0	0	0	1	0	0	0	0	0.000657186171643911	0	0	0	0	0	-0.0156431401174111	-0.00613662617811048	0	0.00323052983109901
"ydgR"	0.025113989561976	0	0	0	0	-0.0183902025533556	0	-0.00542141276790442	0	0	-0.00443880428976479	0	0	-0.00269242502077067	0	0	0	0	0	-0.0147057092481219	0	0.0131382605839811	0	0.0513107105204887	0	0.0184025073690457	0	0	0.0671783886723826	0	0	-0.148119704301274	0	0	0	-0.00339906488659493	0	-0.00972382931687492	0	0	0	0	0	0	0.00626021036618228	0.00648547081721122	0	0	0	-0.0159988459394363	0	0	0	0.0778967915077825	0	0	0	0	0	-0.00660756712580864	0	0	0	0	0	0	0	0.00887678566458036	0	1	0	0	0	0.0102841637409149	0	0	0.0561752721692163	0	0	-0.0176966904156115	-0.0040353150265574	0	-0.0349012814754246
"ydiJ"	-0.0152798904549844	0	0	0	0	0	0	0	0	0	0	0.0924241037954819	0	0	0	0.0893736702040899	0	0	0	0	0	0	0	-0.0496785573358836	0	0	0	0	0	0	0	0.0160679580947493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0919098881758774	0	0	0	0	0	0	0	0	0	0
"yehU"	-0.0224222859345173	-0.00025108997122302	0	0	0	0	0.043436275593968	0	0	0	0	0	0	0	0	0	-0.0014997887072567	-0.000789230176834295	0	0	0	0	0	-0.0481495606034762	0	0	0	0	0	0	0	-0.0135770984229163	0	0	0	-0.00566428191840199	0	0	0	0	0	0	0	0	0	0	0.0582520387285262	0	0	0	0	0	0	0.133859581127346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.0253465864487092	-0.00763674861551744	0	0
"yejA"	-0.0148579559014933	0	0	0	0	0	0	0	0	0	0	0.100817954169224	0	0	0	0.0977970373654711	0	0	0	0	0	0	0	-0.0479622102087957	0	0	0	0	0	0	0	0.0159231594257341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919098881758774	0	1	0	0	0	0	0	0	0	0	0	0
"yfaE"	-0.018134811002743	-0.0309224121653832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0318568065921527	-0.0106224260716709	0	-0.000898961453227916	0	0.0856898393685848	0	-0.0226942753210611	0	0.0278315073956792	0	0	0.017405742524294	0	0	-0.0733184463206267	0	0	0	-0.0350696059922239	0	0	0	0	0	0	-0.0020322216896287	0	0	0	0	0	0	0	0	0	0	0.106525231899052	0.0635983814181832	0	0	0	0	0	0	0	0	0	0	0	0	0.0835812190018389	0.000657186171643911	0.0102841637409149	0	0	0	1	0	0	0.00253341271533788	0	0	-0.0466616520791829	-0.0362620932141738	0	0
"yfcI"	0.0133217793329678	0	0	0	0	0	0.0975321086800925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509678148409138	0	0	0	0	0	0	0	-0.0441949265127095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338329569528362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.158177431433749	0	0	0	0	0
"yfgA"	0.00794879462478909	0	0	0	0	0	0	0	0	0.102050363389996	0	0	0	0	0.0969071587391886	0	0	0	0.101812829181357	0	0	0	0	0	0	0	0.102906825967651	0	0	0	0	0	0	0	0.0776215513530432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0168394053286027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.102052304563852	0
"ygcN"	0.0207658453219621	0	0	0	0	-0.00778516924648425	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00502408752940708	0	0.00581643803604589	0	0.0487475921609835	0	0.00253467538505818	0	0	0.0633842813592584	0	0	-0.153691797029195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00500494583652367	0	0	0	0.0807084963033121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000868864527991552	0	0.0561752721692163	0	0	0	0.00253341271533788	0	0	1	0	0	-0.0130249163456911	0	0	-0.0271768624105453
"yggG"	0.0108809037703645	0	0	0	0	0	0.0765629286102196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0490816150217247	0	0	0	0	0	0	0	-0.0457041131291475	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170577900181024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158177431433749	0	0	1	0	0	0	0	0
"yhaO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497313480125465	0.139730435561682	0	0	0	0	0	0	0	-0.0703089909855656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870855512079152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yicC"	0.0286119270671094	0.0633515545821979	-0.0136780320202914	0	-0.00164738473364193	0	0	0	0	0	0	0	0	0	0	0	0.0637889559057194	0.0237563461770755	0	0	0	-0.0480608113690162	0.0241093595767402	0.0423050028483258	-0.0104948251903351	-0.0368609643807225	0	0	-0.0219907843930159	-0.0108877795445442	0	0.0752050031620983	0.00455400222194864	0	0.00977535780137484	0.0651463228198272	0	0	0	0.00655481443626336	0	-0.0108857265007573	0.0340923186465462	0	0	0	-0.0208849932710189	0.00161622025627463	0.00787695878742729	0	0	0.00162277232363923	0	-0.122735678472816	0	0	0	0	0	0	0	0	0	-0.00787001227727567	0.00992610499695928	0	0	-0.0455638707788198	-0.0156431401174111	-0.0176966904156115	0	-0.0253465864487092	0	-0.0466616520791829	0	0	-0.0130249163456911	0	0	1	0.06569930333947	0	0
"yjcF"	0.0281683336752827	0.0508688097285468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515696529793653	0.013023886222928	0	0	0	-0.0385950332874924	0.0113084898247169	0.0447379505955558	0	-0.0081076802998919	0	0	-0.0105506348511186	0	0	0.0749973272963967	0	0	0.00168339028896197	0.0543494831530578	0	0	0	0	0	0	0	0	0	0	-0.00147294315343553	0	0	0	0	0	0	-0.14132988989943	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0346693870462369	-0.00613662617811048	-0.0040353150265574	0	-0.00763674861551744	0	-0.0362620932141738	0	0	0	0	0	0.06569930333947	1	0	0
"yjcO"	0.00784961575952499	0	0	0	0	0	0	0	0	0.110411208498802	0	0	0	0	0.105512140447135	0	0	0	0.110248718640482	0	0	0	0	0	0	0	0.111318158180359	0	0	0	0	0	0	0	0.0834446065316962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0177067202814414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102052304563852	0	0	0	0	0	1	0
"yqeA"	-0.0591107929526404	0	0	-0.0113809156113141	0	0.0396383977598609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060229328897476	0	0	0	-0.0900736281273233	0	-0.000504032453824271	0	0	-0.0409744309901023	0	0	0.141448028574221	0	0	-0.0190961935853168	0	0	0.0336963431256367	0	0	0	0	0	0	-0.0133301409404478	-0.0260991120892717	0	0	0	0.0382072291806326	0	0	0	-0.0389899076391779	0	-0.0189974204774202	0	0	-0.0231245661977724	0	0	0	0	0	0	0	0	0	0.00323052983109901	-0.0349012814754246	0	0	0	0	0	0	-0.0271768624105453	0	0	0	0	0	1
