"ECB_01992"	"ECB_01999"	"ECB_02804"	"ECB_02821"	"ECB_03516"	"ECB_misc_RNA_47"	"ESCRE1901"	"ESCRE2157"	"ESCRE4497"	"IS3_insF"	"IS5_ESec3"	"araE"	"aroK"	"atoC"	"cls"	"crp"	"dppD"	"efeO"	"envZ"	"folM"	"frmB"	"frmC"	"fusA"	"glgC"	"glgP"	"glmS"	"glpF"	"glpR"	"glpT"	"hemA"	"hupB"	"hypE"	"iclR"	"ilvG"	"ilvL"	"infB"	"kpsD"	"kpsM"	"lon"	"malQ"	"metH"	"mraZ"	"mrdA"	"mrdB"	"mreB"	"murA"	"nagD"	"nuoN"	"nusA"	"ompR"	"pta"	"puuP"	"rho"	"rmlA"	"rpoB"	"rpoC"	"rpoD"	"rpsR"	"rssB"	"sbmA"	"secF"	"sufD"	"tap"	"thiI"	"tktB"	"topA"	"uraA"	"uspA"	"wbbC"	"ybaL"	"ydbD"	"yddV"	"ydeJ"	"yehU"	"yicC"	"yjcC"	"yjgN"	"yjgQ"	"yneH"
"rmlA"	0	0	0	-0.000297134691121015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.167215082750804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112151901454753	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0246262648537259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816008716704861	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0273245345961596	0	0	0	-0.0512248633865278	0	0	0	0	0	0
"rpoC"	0	0	0	-0.0558548010354423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090299591354688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.115004716367667	0	0	0	0	0	0	0	0	0	0	0	0.0288857344644075	0	0	0	0.0902822893665499	0	0	0	0	0	0
"rpoD"	0.0674759325990762	0.109435110466068	-0.110627111917929	-0.0501806182755242	0	0.0332686871691202	0.0828051729072233	-0.0601805143235852	0	-0.0279528281119008	-0.111926915096493	-0.0435197858336022	0	-0.0593131255924959	0	0.0656315641837481	-0.0577894656016383	-0.0437452409180945	0	0	-0.0664989661797046	0.019116834703712	0.0607262683518649	0.074560520058813	0	-0.113126092261182	-0.0120283967004236	0	0.018784245990594	0.106868248737657	-0.12964852618231	0.0183748316068702	-0.0344867163764964	0.111553375114327	0	-0.0658823764634761	0.110648569909098	0	0	0.0577010311329973	0.0626292534995946	-0.117016863176007	0	-0.0074069185097655	-0.0234501720843839	0	-0.110833225965332	0	-0.0932309166483604	0.0916712635880857	0	-0.107482768633379	0	0	0	0.115004716367667	1	0	0.0812171685947802	0	-0.0712424137069961	0.075398755695529	-0.0618735707671725	-0.0392781751024619	0	0.0256419768360441	0.0313665495223499	-0.104052860621883	0.05489957067558	0.0177073666184611	0.0640358649894893	0	0.0315107226166208	0.0996520227234371	0	0.0480446512616044	0.0681393394530074	0	0
"rpsR"	0	0	0	0.0529546407413274	0	0	0	0	0	0	0	0.00449511220016757	0	0	0	0	0	0.00563632940042631	0	0	0	0	0	-0.00391586116581375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.162519679300394	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0274884397131938	0	0	0	0.108136390376349	0	0.0131637331323995	0	0	0	0
"rssB"	0	0	0	-0.0248129232476867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190472397342615	0	0	0	0	0.00993186779174721	0	0	0.0127396148220105	0	0	0	0	0	0	0	0	0	0	0	0.0664215756572687	0	0	0	0	-0.00667140705461811	0	0	0	0	0	0	0	0.0812171685947802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0555409802204219	0	0	0	0	0	0
"sbmA"	0	0	0	-0.107370377204077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.142294708549135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780690875592822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.0361991554727814	0	0	0	0	0	0	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.132249045210168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887192150876417	0	0	0	0	0	0	0	0	0	0	0	0	-0.0712424137069961	0	0	0	1	0	0	0	0	0	0	0	-0.0571603531454273	0	0	0	-0.0582959278256888	0	0	0	0	0	0
"sufD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0866134340056242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.074331515211132	0	0	0	0	0	0	0	0	0	0	0	0	0.075398755695529	0	0	0	0	1	0	0	0	0	0	0	0.0493047714139562	0	0	0	0.0850627689359812	0	0	0	0	0	0
"tap"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00942332327918883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0932081575985481	0	0	0	0	0	0	0	0	0	0	0	0	-0.0618735707671725	0	0	0	0	0	1	0	0	0	0	0	-0.0484695904913597	0	0	0	-0.149018820024316	0	0	0	0	0	0
"thiI"	0	0	0	0.130488051552603	0	0	0	0	0	0	0	0.0231990595852632	0	0	0	0	0	0.0242769789775549	0	0	0	0	0	-0.00945241261983299	0	0	0	0	0	0	0.00945133225118154	0	0	-0.00827968941500286	0	0	-0.00201902159773933	0	0	0	0	0	0	-0.129179554963119	0	0	0	0	0.0139279634397516	0	0	0	0	0	0	0	-0.0392781751024619	0	0	0	0	0	0	1	0	0	0	0	0.00168780758848186	0	0	0	0.022901020187361	0	0	0	0	0	0
"tktB"	0	0	0	-0.105156253301317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.140050697661385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0770230005778221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.0354686744607965	0	0	0	0	0	0	0	0	0	0
"topA"	0	0	0	-0.0702209509097864	0	0.00448145776450809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0189252409237972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0495780434852253	0	0	0	0	0	0	0	0	0	0	0	0	0.0256419768360441	0	0	0	0	0	0	0	0	1	0	0	0.0137226550021947	0	0	0	0.181579159443267	0	0	0	0	0	0
"uraA"	0	0	0	-0.0741418815099946	0	0.0118425128529933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0231030155245883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0556268608380459	0	0	0	0	0	0	0	0	0	0	0	0	0.0313665495223499	0	0	0	0	0	0	0	0	0	1	0	0.016653580144963	0	0	0	0.18365680606167	0	0	0	0	0	0
"uspA"	0	0	0	0.0847460270061289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0292895473904165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.104052860621883	0	0	0	0	0	0	0	0	0	0	1	-0.0138046860705524	0	0	0	-0.088478663695434	0	0	0	0	0	0
"wbbC"	0.0519242641565161	0	0	0.00392542254145415	0	0.0181621500611915	0	-0.0485255956161322	0	0	0	0.00845152723345698	-0.0379634800160392	-0.0482054213773858	0	0.051467640160214	-0.0475412493087506	0.0086043458751145	0	0.0254155068671534	-0.0512561140728223	0.0111224884347297	0.020968778404945	0.0597685114184483	0.0701799792540735	-0.019973961444487	0	0	0	0	0	0	-0.0329286769172755	0	0	-0.0577396059857757	0	0	0	0.0242191065677887	0.00827823826902428	-0.0223505531634104	0.0251248733522872	-0.0908654286975298	0	0.0238409431667457	0	0	0	0	0	0	0	0	-0.0273245345961596	0.0288857344644075	0.05489957067558	0.0274884397131938	0	-0.0361991554727814	-0.0571603531454273	0.0493047714139562	-0.0484695904913597	0.00168780758848186	-0.0354686744607965	0.0137226550021947	0.016653580144963	-0.0138046860705524	1	0	0.0204016849108308	0	0.035612492691152	0	0.0335031615373061	0.0250638771552239	0.0193606013254183	-0.0383753170767533	0.013822474313509
"ybaL"	0	0	0	-0.075531178930497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177073666184611	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ydbD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189687517303018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640358649894893	0	0	0	0	0	0	0	0	0	0	0	0.0204016849108308	0	1	0	0	0	0	0	0	0	0
"yddV"	0	0	0	0.167223995322377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842527110722313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00596238392474207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.0378979806269347	0	0	0	0	0	0
"ydeJ"	0.0910712806239304	0	0.00508978362889636	-0.0981197980697545	-0.0509750722558173	0.186627986189566	0	-0.155725499947053	-0.150102029285101	0.0146701672025348	0	0.0252849216012468	0	-0.154929062138863	0.0226057395687079	0.0898033918981327	-0.153410030728588	0.0244106262575707	-0.0349021666701008	0.104676153540273	-0.161766183429476	0.181294437227898	0	-0.0211628318310925	0.0353513614102723	-0.0955784612567621	0.00440661915185208	0.0325055817479271	-0.10559844727994	0	0	-0.108326710603702	-0.0853652554717154	0	-0.0201303691726437	-0.064270696063369	0	-0.147019439237491	-0.150786919028125	0	0.111872251638186	-0.0983910022585354	0	-0.0770187843200183	0.0131210404271154	0.103730808509024	0.00109046084782416	0.116741131160307	0.035736664719885	0.0658541724219685	0.113080044150814	0.00393054940496043	0.0616623011491539	0.112151901454753	-0.0512248633865278	0.0902822893665499	0.0315107226166208	0.108136390376349	-0.0555409802204219	0	-0.0582959278256888	0.0850627689359812	-0.149018820024316	0.022901020187361	0	0.181579159443267	0.18365680606167	-0.088478663695434	0.035612492691152	0	0	-0.0378979806269347	1	0.0676976192066859	0.112171657862581	0	0	-0.0143551190347722	0.0910463352217188
"yehU"	0	0	0	-0.1732290891226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000523422479241876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996520227234371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0676976192066859	1	0	0	0	0	0
"yicC"	0	0	0	0.0522144490863883	0	0	0	0	0	0	0	0.0148037892385671	0	0	0	0	0	0.0156846948765486	0	0.0116370676311809	0	0	0	-0.00437520303151463	0	0	0	0	-0.00646276084282145	0	0	-0.0087281945153026	0	0	0	0	0	0	0	0	0	0	0	-0.16244166843756	0	0.00796080440931834	0	0	0.00820825450425503	0	0	0	0	0	0	0	0	0.0131637331323995	0	0	0	0	0	0	0	0	0	0	0.0335031615373061	0	0	0	0.112171657862581	0	1	0	0	-0.00115271947733748	0
"yjcC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177692114817327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480446512616044	0	0	0	0	0	0	0	0	0	0	0	0.0250638771552239	0	0	0	0	0	0	1	0	0	0
"yjgN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191830644260861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0681393394530074	0	0	0	0	0	0	0	0	0	0	0	0.0193606013254183	0	0	0	0	0	0	0	1	0	0
"yjgQ"	0	0	0	-0.152615923210812	0	0	0	0	0	0	0	-0.0107510602181319	0	0	0	0	0	-0.0118870567766242	0	0	0	0	0	-0.0311207398611396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150877884166358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0383753170767533	0	0	0	-0.0143551190347722	0	-0.00115271947733748	0	0	1	0
"yneH"	0	0	0	0.0490297265980928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00120145284314399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.148223410401017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013822474313509	0	0	0	0.0910463352217188	0	0	0	0	0	1
