"ECB_00739"	"ECB_01992"	"ECB_01999"	"ECB_02804"	"ECB_03523"	"ESCRE0749"	"ESCRE1901"	"IS3_insF"	"IS5_ESec3"	"abgB"	"actP"	"araE"	"aspA"	"atoC"	"atpE"	"atpG"	"bglJ"	"cbpA"	"cls"	"crp"	"cysQ"	"dacA"	"dapA"	"dusB"	"efeO"	"fbp"	"fis"	"flhA"	"fruK"	"glgA"	"glgP"	"glmM"	"glmS"	"glpF"	"glpR"	"glpT"	"gspG"	"hemA"	"hemL"	"hupB"	"iclR"	"ilvG"	"ilvL"	"infB"	"ispH"	"kpsD"	"kpsE"	"kpsM"	"lysP"	"lysR"	"metA"	"metH"	"metJ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"murE"	"nagD"	"napA"	"nuoA"	"nusA"	"ompR"	"pbpG"	"pmbA"	"ppiA"	"puuP"	"pyrB"	"rho"	"rnc"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpoS"	"rpsR"	"rssB"	"secF"	"sufD"	"thiI"	"thrB"	"truB"	"ubiB"	"uspA"	"wbbC"	"wzyE"	"yahG"	"ybaL"	"ybeA"	"ybhJ"	"ybiW"	"ycbS"	"ycjP"	"ydcN"	"yehU"	"yfgA"	"ygaD"	"ygjF"	"yhaO"	"yhhF"	"yhiO"	"yjcO"	"yjhA"	"ynjI"	"zraR"
"ispH"	0	0	0	0.00280529511441505	-0.00097379151602572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136417345281613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0959660476539181	0	0	0	0	0.0231645331350837	-0.0116997855188412	0	0	1	-0.01158307132212	0	-0.00633667344153278	0	0	0.143889690953746	-0.00385879772205462	0	0	0	0	0	0	0	0.00302001101262913	0	0	0	0.00526113102415899	0	0	0	0.00169347203389848	0	0	0	0	-0.08083987363738	0	0	0	0	0	0	-0.00466245254928323	0	-0.00157856029421517	0	0	0	-0.0181474526907526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02157807266584
"kpsD"	0	0	0	-0.00444529271672358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183274920868195	0	0	0.0198900929628524	0	0	0	-0.0125132968945985	0	0	0	0	-0.0183209177155538	0.0237834623683553	0	0	0	0	0	0	0	-0.185112528634756	0.00932726451264592	0	-0.0117863573452886	-0.01158307132212	1	0	0	0	0	-0.0562611139896064	0.00274479497832929	0	0	0	0	0	-0.00307818561783039	0	-0.0140583027963324	0	0	0	-0.0125226160129376	0	0	0	-0.0130678801440998	0.0323529337042347	0	-0.0187370493088086	0	0.130055288917227	0	0	0	0	0	0	0.00308698136174939	0	0	-0.0251191227071595	0.0292091634910855	0	0.016970446714548	0	0	0	0	0	0	0	0	0	0	0	0	0.026951041880125	0	0	0	0	-0.00632877541220577	0	-0.00244239683782014
"kpsE"	0.000831375121384043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00217337608936099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1485942075474	0	0	0	0	-0.0750051050032302	0	0	0	0	0	1	0	0	0	0.0711627685873262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220602968056296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"kpsM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112186839628361	0	0	0	0	-0.0372373646775385	0	0	0	-0.00633667344153278	0	0	1	0	0	-0.134001073463968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232416658717369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257179912692333	0	0	0	0	0.0909515838886105	0	0	0	0	0	0	0	1	0	-0.11298776949065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107816614713421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0895006570709033	0	0	0	0	0.126627541559195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070843281366707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"metA"	0.0769521323795077	-0.0145654392363969	-0.0864631635962842	0.0904393795068141	-0.129507669092386	0	-0.0103832718825115	0.0883307427899882	0.088078190442986	0	0	0.0948361399027278	-0.0326785348559598	0.0413859951456862	-0.0966298579312265	-0.0476725246128246	0	0.0468436359128521	-0.00726881964731005	-0.114860365895723	0.124321760297156	-0.0987192978641591	-0.0172271242990833	0	0.0948416160806287	0	0	0	0	0.0967618559099228	0	0.0881456388873859	-0.0207049050816332	0	0.0134555756022703	-0.0763591698040272	-0.03966004882857	-0.0908186691825208	0.0699520048643953	0.0727437514504541	0	-0.0998712968658726	-0.108093395654081	0	0.143889690953746	-0.0562611139896064	0.0711627685873262	-0.134001073463968	-0.11298776949065	0	1	-0.127511767124179	0.0119209473100044	-0.0608274492592802	0	0.140939719008184	-0.00141691123976383	0.00594460998047015	0	0.0796360811638907	0	0	0.110816036056918	0.143217088249602	-0.0927451763551519	-0.102249012945618	0	0.0821128994803997	-0.0327180809563238	0	0.0839420152823377	0	0	0	0.0359738197045556	-0.10503897366769	-0.0212586351125532	-0.14764569722496	0	-0.128515281201519	0.111952506612597	-0.129423437872259	0.0883257823911204	-0.027288326695442	-0.0500520450723787	-0.133126323555291	0.00928910919071846	0	0	-0.0408332330851558	0.00891133552971778	0	0	-0.0299748226742486	-0.0564997780215624	0.00613128573116465	0	-0.0626424029545242	-0.0254582430537703	0.102973791268622	0	-0.0917478392598125	0	0	-0.107787357700566	0.136898374766295
"metH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465582903349044	0	0	0	0	-0.0176333119825779	0	0	0	-0.00385879772205462	0.00274479497832929	0	0	0	0	-0.127511767124179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106446458273938	0	0	0	0	0	0	0	0	0	0	0	0	0.00672339005253215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"metJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0829679416154188	0	0	0	0	-0.143162473161976	0	0	0	0	0	0	0	0	0	0.0119209473100044	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225459046379558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0655795045554662	0	0	0	0	-0.000903537036803775	0	0	0	0	0	0	0	0	0	-0.0608274492592802	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdB"	0	-0.0152793400369761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00619809398307959	0	0	0	0	-0.03299857186508	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0458477265332835	-0.000505219143187206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0988063313525046	0	0	0	0	-0.0521204321946529	0	0	0	0	0	0	0	0	0	0.140939719008184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00859178905394677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00324669856642935	0	0	0	0	0.0466730409555496	0	0	0	0	0	0	0	0	0	-0.00141691123976383	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0895277928613895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0368527577759231	0	0	0	0	0.0852407548981955	0	0	0	0	-0.00307818561783039	0	0	0	0	0.00594460998047015	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.165520504876635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"murE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0897518231126254	0	0	0	0	0.12761494365332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0712191396758135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nagD"	0	0	0	0.00972349194970904	0	0	0	0	0.00285371138136645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0794733683592339	0	0	0	0	0.147598829558676	-0.00533358266731763	0	0	0.00302001101262913	-0.0140583027963324	0	0	0	0	0.0796360811638907	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00931641353679329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"napA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0998095153889829	0	0	0	0	-0.104189716255381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.0767710723794289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nuoA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0863219161775803	0	0	0	0	0.122133412963932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0693088785428013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.130160745957488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110816036056918	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0526103382193248	0	0	0	0	0.0828535032666119	0	0	0	0.00526113102415899	-0.0125226160129376	0	0	0	0	0.143217088249602	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.114503670066547	0	0	0	0	0	0	0	0	0	0	0	0	-0.000527226900512334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pbpG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0638649566679206	0	0	0	0	0.115915660362295	0	0	0	0	0	0	0	0	0	-0.0927451763551519	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0120478316248838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pmbA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176649034055351	0	0	0	0	0.0927719395066804	0	0	0	0	0	0	0	0	0	-0.102249012945618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.091446410819625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ppiA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.125836123072481	0	0	0	0	-0.00990269208199637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.106018892540331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"puuP"	0	0	0	0.00712610855988918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0753329525131258	0	0	0	0	0.143393690323295	-0.00374913086606446	0	0	0.00169347203389848	-0.0130678801440998	0	0	0	0	0.0821128994803997	0	0	0	0	0	0	0	0	0.00931641353679329	0	0	0	0	0	0	0	1	0	0	0	0	-0.00124706653857766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pyrB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067164298558485	0	0	0	0	0	0	0	0	0	0.00517684497494158	0	0	-0.0317480868712239	0	0	0	0	-0.0821113390376696	0	0	0	0	0.0323529337042347	0	0	0	0	-0.0327180809563238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.158762289860172	0	0	0	0	0	0	0	0	0	0	0.00522026054284964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235823177792763	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214139107350446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.00427670490869607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rnc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00789297550872441	0	0	0	0	0.11727543111677	0	0	0	0	-0.0187370493088086	0	0	0	0	0.0839420152823377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0865166896616471	0	0	0	0	0	0	0	0	0	0.00509142706626079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714405298236073	0	0	0	0	-0.0406579268342795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.0507246479169624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0.0242731037699478	0.00288406303893326	0.0786716027349511	0	0.0231277684771541	0.066560841686479	0.131491478175055	-0.0722479303509894	0	0.0715897750959445	0	-0.0924485970968571	-0.0525193826342172	-0.182759600801072	0.106464946647312	-0.0705076766414772	-0.125040621318667	-0.187845228736269	0.00557106928472806	0.124652162519898	-0.102296169149447	0.111292525441864	0.158421192080502	0	-0.0920978161631066	0.122977276183353	-0.0818539884878061	0	-0.0628498359384404	0	0.00568458835938114	-0.0997590199775808	0.161746476579191	-0.0883660964836071	0	-0.104351898795996	-0.0615859647323493	0.0676217626615907	0.0227692448193437	-0.165082990680741	0.060220445850929	0.0843034905370978	0	-0.0674053131391709	-0.08083987363738	0.130055288917227	0.0220602968056296	0.0232416658717369	0.107816614713421	0.070843281366707	0	0.106446458273938	0.0225459046379558	0	-0.0458477265332835	-0.00859178905394677	0.0895277928613895	-0.165520504876635	0.0712191396758135	0	-0.0767710723794289	0.0693088785428013	0	-0.114503670066547	0.0120478316248838	0.091446410819625	0.106018892540331	-0.00124706653857766	0.158762289860172	0.00427670490869607	-0.0865166896616471	-0.0507246479169624	1	0.0063218726306157	-0.160051457762132	0.096308804208477	0	0.0216776822679745	-0.0675315226006621	0.104950994644503	-0.0587993582655104	0.0297938293707248	-0.10906553922044	0.152095091208561	-0.000432198924136106	0.117356067752872	0.0209796470064208	-0.151732014293562	-0.0139383512619547	-0.060357567527776	0.0204508920756805	0.0696743003895843	0.0690461230223378	-0.049534670422378	-0.000402955154409053	-0.215114447238694	0	-0.000744616640306598	0.149924503176219	0	-0.0770856286171093	0.00805316753580222	0	-0.0678158521571697	0.0996212457343189	-0.0790575149605757
"rpoD"	0	0.211852819085803	0	0	0	0	0.0060213398821412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00663597892328546	0	0	0	0	-0.0175321490486532	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000505219143187206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063218726306157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016341123066818	0	0	0	0	-6.81838719913157e-05	0	0	0	0	0	0	0	0	0	0.0359738197045556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.160051457762132	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191769405082725	0	0	0	0	0.0968801900889367	0	0	0	0	0	0	0	0	0	-0.10503897366769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096308804208477	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpsR"	0	-0.014823501080442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340758956013401	0	0	0	0	0.165860014470849	0	0	0	0	0	0	0	0	0	-0.0212586351125532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114888037003943	0	0	0	0	0.04522357050539	0	0	0	0	0	0	0	0	0	-0.14764569722496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216776822679745	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999927032644904	0	0	0	0	-0.0971039067548269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0675315226006621	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sufD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0490978131210407	0	0	0	0	-0.0170953378115448	0	0	0	-0.00466245254928323	0.00308698136174939	0	0	0	0	-0.128515281201519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104950994644503	0	0	0	0	0	0	1	0	0	0	0	0	0.00787563085553488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thiI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0553408680431843	0	0	0	0	-0.0754859807373141	0	0	0	0	0	0	0	0	0	0.111952506612597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0587993582655104	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0998214076476119	0	0	0	0	-0.0429712945093182	0	0	0	-0.00157856029421517	0	0	0	0	0	-0.129423437872259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297938293707248	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"truB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00716104989851809	0	0	0	0	0	0	0	0	0.10634026672569	-0.00500207526529552	0	0	0	-0.0251191227071595	0	0	0	0	0.0883257823911204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00509142706626079	0	-0.10906553922044	0	0	0	0	0	0	0	0	0	1	0	0	-0.00187260576827124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ubiB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0278007569267125	0	0	0	0	-0.0843966934438729	0	0	0	0	0.0292091634910855	0	0	0	0	-0.027288326695442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522026054284964	0	0	0	0.152095091208561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991697195002918	0	0	0	0	0.00245962586653295	0	0	0	0	0	0	0	0	0	-0.0500520450723787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000432198924136106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0528388694164725	0	0	0.0541690126234686	0	0	0	0	0	0	0	0
"wbbC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438433696797636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0533221603345387	0	0	0	0	-0.0210365922352136	0.00795019985692787	0	0	-0.0181474526907526	0.016970446714548	0	0	0	0	-0.133126323555291	0.00672339005253215	0	0	0	0	0	0	0	0	0	0	0	-0.000527226900512334	0	0	0	0	0	0	0	0	0.117356067752872	0	0	0	0	0	0	0.00787563085553488	0	0	-0.00187260576827124	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00571760827857992
"wzyE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0817101367715625	0	0	0	0	-0.136836821775069	0	0	0	0	0	0	0	0	0	0.00928910919071846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209796470064208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yahG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00776929086606548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132894638999819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.151732014293562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	-0.108182211042755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023074185831641	0	0	0	0	-0.00381255795693626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0139383512619547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybeA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00920113703254177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141724170654848	0	0	0	0	0.0831132699460013	0	0	0	0	0	0	0	0	0	-0.0408332330851558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.060357567527776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0816195930547242	0	0	0	0	-0.134936448527585	0	0	0	0	0	0	0	0	0	0.00891133552971778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204508920756805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
