"ECB_00256"	"ECB_01252"	"ECB_01992"	"ECB_01996"	"ECB_01999"	"ECB_02002"	"ECB_02003"	"ECB_02035"	"ECB_02800"	"ESCRE0483"	"ESCRE1901"	"IS3_insF"	"argA"	"aroK"	"atpE"	"clpB"	"cls"	"dacA"	"dnaA"	"dusB"	"fbp"	"fis"	"fruK"	"ftsH"	"glgA"	"glgC"	"glgP"	"glpF"	"glpG"	"glpR"	"glpT"	"gspF"	"hemA"	"hslU"	"hupB"	"iclR"	"ilvG"	"ilvL"	"infB"	"kpsD"	"kpsE"	"kpsT"	"lysP"	"manX"	"manZ"	"mdoG"	"mdoH"	"metH"	"metJ"	"motB"	"mrdA"	"mreC"	"mreD"	"napA"	"nusA"	"ompR"	"pck"	"pdhR"	"pmbA"	"ppk"	"prfA"	"proQ"	"proW"	"rho"	"rluB"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoS"	"rpsC"	"rpsR"	"rrlB"	"rssB"	"sbmA"	"secF"	"slyA"	"sucB"	"thrS"	"tktB"	"torS"	"uidB"	"ulaG"	"uvrD"	"vacJ"	"wzyE"	"yahA"	"ybaL"	"ybhJ"	"ybjE"	"ycbC"	"yccE"	"ycgV"	"ydcU"	"yeeJ"	"yehU"	"yfcD"	"yfeY"	"ygfA"	"ygfK"	"ygiV"	"yhhF"	"yicC"	"yjaG"	"yjcF"	"yjeP"	"yjhA"	"ynjI"	"yraM"
"mdoH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996389402841271	0	0	0	0	0.0260672529594531	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110742543622028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"metH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582063259443354	0	0	0	0	0	0	0	0	0	-0.0367796264627747	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"metJ"	0	0	0.0165821090766796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0237019530223094	0	0	0.0982564236828715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"motB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.100257392600873	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0446684466865797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278716194012552	0	0	0.0309745607354644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264897748481374	0.0227777344881242	0.0449713779247988	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423669166688067	0	0	0	0	0	0	0	0	0	0	0.00120859632883148	0.000644189130523153	0	0	0	0	0	0	0.00463594446653095	0.0327654542082046	0	0	0	0	0
"mreC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239276359744313	0	0	0	0	0	0.148192878404142	0	0	0.0954132799677545	0	0	0	0	0	0	0	0	0	0	-0.0841922753201785	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.110628352664173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103120549164553	0	0	0
"mreD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120760938089662	0	0	0	0	0	0.082209586986238	0.159609528033533	0	0	0	0.107297555604815	0	0	0	0	0	0	0	0.0228749180351449	0	0	0	0.229579951101804	-0.0334591130871926	0.0193423784650994	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0901579432368678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0468599953199179	0	0	0	0	0	0	0	0	0	0	0	0	0
"napA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392974822835045	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.79481664707492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0678959303220682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130878333145053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922541406320002	0	0	0	0	0.0940407428741824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00733158083649138	0	0	0	0	0	0.0324454794647283	0	0	0	0	0	0	0	0	0.0678959303220682	1	0.062916189105429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104936464941284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955589758002507	0	0	0	0	0
"pck"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375010732105088	0	0	0	0	0	0.0679175286906769	0	0	0	0	0	0	0	0	0	0.062916189105429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pdhR"	0	0	0.000966836955396182	0	0	0	0	0	0	0	0	0	0	0	0	0.128249045828754	0	0	0	0	0	0	0.0253985979336439	0	0	0	0	0	0	0	0	0	0	0	0.0698652545246912	0	0	0	0	0.0223685891950683	0.07338563245177	0	0	0	0	0	0	0	0	0	0	0	0.0901579432368678	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0946855531595104	0	0	0	0	0	0	0	0	0	0	0	0	0
"pmbA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ppk"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130950813791318	0.106266635924523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241976023635127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.142987911447171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127585810477228	0	0	0	0	0	0	0	0	0	0
"prfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177850016476852	0	0	0	0.00306483520738281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0914755214319603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340192089691134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rluB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0921270140213605	-0.00589076557184399	0	0	0	0	0	0.0556199338093506	0	0	0	0	0	0	0	0	0	0	0	0	-0.0961069789940226	-0.00294362810016929	0	0	0	0	0	0	0	0	0	0	0.110628352664173	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141181013992123	0	0	0
"rpoA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128789593654991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088881810069003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544294510468025	0	0	0.105447599107598	0.0933900657547946	0.064548986894663	0	0	0	0	0	0	-0.00539234207196718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123677830536111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142987911447171	0	0	0	0	0	0	0	1	0	0.0958423404054588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106852786091455	0	0	0	0	0	0	0	0	0.110130161288595	0
"rpoD"	0	0	0	0	0	0	0	0	0	0	0	0	0.0772861464558091	0	0	0	0	0	0.00109152576088024	0	0.0527927529903982	0.105176094973601	0	0.0880107578070213	0	0	0	0	0	0	0	0	0	0	0.00203237960756809	0	0.0525068842175601	0	0	0.154089211015646	0.114991872587716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891948573642562	0	0	0	0	0
"rpoS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0451444631676174	0	0	0.100575681292763	0	0	0	0	0	0	0	0	0	0	0.0973053603287378	0	0	0	0	0	0	0	0	0	0	0	0	0.132113743149084	0.120432317567164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0958423404054588	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0985768161632247	0	0	0	0	0	0	0	0	0	0	0	0.105697121891545	0
"rpsC"	0.0801380762814987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195905438892116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110250443572378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpsR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00173505791591347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.235481224913398	0	0	0	0	0	0	0	0	0	0.0446684466865797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rrlB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074991683725751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.122535030021548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0959756772799895	0	0	0	0	0	0.0618074349906226	0	0	0	0	0	0	0	0	0	0.0546924522191184	0.11593547177433	0	0	0	0	0	0	0	0	0	0	0
"sbmA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0173237410892283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"slyA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00153411293420195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130878333145053	0.104936464941284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sucB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tktB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"torS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.114216944527294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0959756772799895	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uidB"	0	0	0	0	0	0	0	0	0	0	0	0	0.0458749802566474	0	0	0	0	0	0	0	0.0432539518072598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155677019999205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ulaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uvrD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0479773316049458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0733577749577113	0	0	0	0	0	0	0.0423669166688067	0	0	0	0	0	0	0	0	0	0	0	0.0914755214319603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"vacJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00111383690433543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wzyE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yahA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0605250407052491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00160930764229515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618074349906226	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0879611946900309	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.102789197506688	0	0.00945604063562341	0	0	0	0	0	0	0	0	0	0	-0.0226641219812365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybjE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbC"	0	0	0.0687907949188716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12047239236771	0	0	0	0	0	-0.040506208279578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yccE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0911137369746178	0	0	0	0	0.0233114374638742	0	0	0	0	0	0	0.110742543622028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycgV"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ydcU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yeeJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0968256356793775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167734259659764	0	0	0	0	0	0	0	0	0	0	0.00120859632883148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.117870172776418	0	0	0	0	0	0	0	0.069664191896612
"yehU"	0	0	0.168251075301722	0	0	0	0	0	0	0	0	0	0	0	0	0.117259760521807	0	0	0	0	0	0	0.0178445281000014	0	0	0	0	0	0.0849437312333307	0	0	0	0	0	0.0570115709234009	0	0	0	0	0.0575279574324872	0.0301599196952798	0.128399099730348	0	0	0	0	0	0	0	0	0.000644189130523153	0	0.0468599953199179	0	0	0	0	0.0946855531595104	0	0	0	0	0	0	0	0	0	0	0	0.0985768161632247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"yfcD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052114880318217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00102909951817228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546924522191184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0812965721454039	0	0	0	0	0	0	0	0	0	0	0
"yfeY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123901890180709	0	0	0	0	0	0	0	0	0.0056629272887447	0	0	0	0	0	0	0	0	0	0	0	-0.00970848346972172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11593547177433	0	0	0	0	0	0	0	0	0	0	0	0	0.0879611946900309	0	0	0	0	0	0	0	0	0	0.0812965721454039	1	0	0	0	0	0	0	0	0	0	0	0
"ygfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832916773804983	0.049374696338939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00908578800404527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127585810477228	0	0	0	0	0	0	0	0.106852786091455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
