"ECB_00737"	"ECB_01992"	"ECB_02002"	"ECB_02800"	"ECB_02821"	"ECB_03516"	"ECB_03523"	"ECB_misc_RNA_47"	"ESCRE1328"	"ESCRE1901"	"ESCRE3628"	"IS3_insF"	"argA"	"aroK"	"atpC"	"atpE"	"bcsB"	"cls"	"crp"	"dacA"	"dnaA"	"ebgA"	"envZ"	"fbp"	"fis"	"folM"	"frmC"	"ftsH"	"glgP"	"glgX"	"glpF"	"glpG"	"glpR"	"glpT"	"hslU"	"hupB"	"hypE"	"iclR"	"ilvL"	"kefC"	"kpsD"	"kpsE"	"kpsM"	"kpsT"	"leuX"	"lysP"	"metH"	"metJ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"nusA"	"ompR"	"orn"	"pmbA"	"proQ"	"pta"	"rhlB"	"rho"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpoS"	"rpsA"	"rpsR"	"rssB"	"sbmA"	"sucB"	"sufI"	"thrB"	"tktB"	"topA"	"torS"	"uidB"	"ulaG"	"uraA"	"uspA"	"yahN"	"ybaL"	"ybjE"	"ycbC"	"yccE"	"yddV"	"ydeJ"	"yecP"	"yehU"	"ygdH"	"yhhF"	"yjaG"	"yjaH"	"yjgQ"	"ykgG"	"ynjI"	"yqeA"	"yraL"
"metJ"	0.0014984450925153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428516495347094	0	0	0	0	0.00263650189342584	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0794758894563374	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0485765133784084	0	0	-0.158649759037314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0623167159146507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0299631806699024	0	0	0.0397667790923458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.157897856499832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0701798181048601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.133585881362849	0	0	0.00776036532276706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0688294492894304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0645990299080063	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.149454922451713	0	0	-0.0359592590173046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreC"	0	0.00962650896813815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123675931051581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0615557626774302	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.134188941812347	0	0	0.118284801996942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518062859258487	0	0	0	0	0	0.0726508912307346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.044321505067998	0	0	0.0215644903918474	0.0475510134390846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0.0100745624400896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311439707247558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.024111855982294	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0485483788153595	0	0	-0.0146915144946689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0937109623120551	0	0	0	0	0	0	0	0	0
"orn"	0	-0.0172325512106027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0874407527287217	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0413252806738298	0	0	0	0.0708378521232246	0	0	-0.144915171821063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pmbA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0308870387784756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048002592001225	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0849617980085611	0	0	0.122260727265697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proQ"	0	0.0157141097066364	0.00579069598872982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09539824241132	0	0	0	0	0	0	0	0	0	0.0095499584999968	0	0	0	0	0	0	0	0	0.0156163327777757	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0283801196065192	0	0	0.142637219326634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120034661749998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pta"	0	-0.0219718437513878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.157537039346884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.53935948609618e-05	0	0	-0.0962037223369976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rhlB"	0	-0.0242599517276337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709143282864194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0987385829520985	0	0	0	0	0	0	0	0	0	0	0.0413252806738298	0	0	0	1	0	0	0	0.0730637760422365	0	0	-0.156911981411685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00949814725872257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0442351766531498	0	0	-0.063914885751163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoA"	0	0.00685696655898373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10272477252411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191837352255951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0532158988679031	0	0	0.0822890198939192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089028606167727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.102522731427985	0	0	0.0169728863351144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	-0.0549666432533267	-0.0274254439945423	0.0250717547528502	0.0313489920305718	-0.167864923920535	-0.159049691073158	-0.207602889630322	0.107652743870527	0.00886342253496367	0.023912514266068	0.162124115376271	0.0273289875218472	0.066495148693486	-0.0899088344388932	0.143385705886833	0.0890230092477591	-0.00903284407567693	0.0141070991091937	-0.0515625765988251	0.0906480750886097	0.0399202863693772	-0.124714816617121	-0.148490519248265	0.118894617121123	0	-0.0204366416646569	0.0946974854363666	0.054805553092474	-0.171509374542271	-0.0536641374499845	0.061713079701103	-0.0300269259575493	-0.0199063767358347	0.000555211114291288	0.0283920545735594	-0.0201956257322792	-0.156476818435213	-0.0282256713483833	-0.200972942744163	-0.0490730369320147	-0.135979395103027	0.140250468240149	-0.217412600702998	-0.00268638379775018	3.24890865178432e-05	0.0954329220531859	0.099825898081934	-0.0485765133784084	-0.0299631806699024	-0.133585881362849	0.149454922451713	-0.134188941812347	-0.044321505067998	0.0485483788153595	0.0708378521232246	0.0849617980085611	0.0283801196065192	3.53935948609618e-05	0.0730637760422365	0.0442351766531498	-0.0532158988679031	-0.102522731427985	1	0.0753019641335991	0.136076498884225	0.016344426250805	-0.0514062590300326	0.145500450414397	-0.247749315948364	-0.0884252169079947	0.0409413557609586	-0.0134820471386652	-0.212885001663131	-0.0860892982292497	0.103148159240259	-0.134651577578382	0.062437164805893	0.0391308828946484	0.106376356773173	-0.130025797356959	0.142189889271924	-0.00155114582875973	0.0402660458131589	0.0237402066946948	-0.0126209501705806	-0.148300912237422	0.110258443141863	0.160478268591246	0.0133428683776607	-0.0486001533122513	-0.0129781613582638	0.0492832882609605	0.141441720026009	-0.0632888273587194	0.152430375419105	0.0854429560774703	0.00942404723846902	0.151283582705213
"rpoD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104591433561456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0727646249539646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753019641335991	1	0	-0.0537668401955913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoH"	0	-0.0186158053258016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0534527740587835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0376582043074336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136076498884225	0	1	-0.0944734846501767	0	0.00260818380436723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoS"	-0.161191464843146	0.214907260231051	0.145147227646485	-0.0553783647289621	-0.0692427334469979	-0.0679677759592159	0.00403071052665802	0	-0.100956830231536	0.00375127813065386	-0.0426591953800942	-0.0505452505944966	0.018818891640131	-0.128614076963075	0.0541476645602424	0.121087351601087	0.0424846764075317	-0.000240849572921311	0.0184014112969222	0.122795785991269	-0.0641474819837576	0.114792227479225	-0.0648036783000414	-0.0158813459856582	0.0210375982206777	0.0290734510707419	0	-0.0707443853883881	-0.0577398922510434	-0.165085537453352	-0.120880675085203	0.153832286307958	0.0295264292719722	0.0228932763072432	0.144636213066888	0.0292469773329594	-0.0153491025853392	-0.210513562125858	0	-0.154395094041729	0.138455248257569	0.0120388413845138	0	0.101374439207344	-0.094864533841601	0.13215468185721	0	-0.158649759037314	0.0397667790923458	0.00776036532276706	-0.0359592590173046	0.118284801996942	0.0215644903918474	-0.0146915144946689	-0.144915171821063	0.122260727265697	0.142637219326634	-0.0962037223369976	-0.156911981411685	-0.063914885751163	0.0822890198939192	0.0169728863351144	0.016344426250805	-0.0537668401955913	-0.0944734846501767	1	0.0180935539522056	-0.0965349544757526	-0.0568860237658044	-0.127632402082504	-0.0575380140623489	0.0315854201152268	0.0031459658399947	-0.12726925209017	0	-0.109564699269003	0.0156510116702463	-0.055218374422476	0	0.115056109961388	-0.0956858061614883	0	-0.0570742028195202	0.149016999251971	0.0334683455922362	-0.0641229000688694	0	-0.03864916758133	0.0366333103236428	-0.151016734359216	0.0326979763393488	-0.0712303238495928	-0.095563542906221	0.0185476795201619	0.0578122868745654	0.121513203126195	-0.103069451092677	0.057575902793447
"rpsA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0547779971521222	0	0	0	0	0	0.0863281700680079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0475510134390846	0	0	0	0	0	0	0	0	0	-0.0514062590300326	0	0	0.0180935539522056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpsR"	0	-0.0276965476354413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0570031932259987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0425275700569103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145500450414397	0	0.00260818380436723	-0.0965349544757526	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0095430177952601	0	0	0	0	0	0	0	0	0	0	0	0.00878956797038162	0	0	0	0	0
"rssB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0640297795876444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.247749315948364	0	0	-0.0568860237658044	0	0	1	0	0	0	0	0	0	0.00375092298645748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sbmA"	0	-0.00701910035788205	0	0	0	0	0	0	0	0	0	0	0	0.026569740706013	0	0	0	0	0	0	0	0	0	0	-0.0621716682104734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0116896213586631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0884252169079947	0	0	-0.127632402082504	0	0	0	1	0	0	0	0.0229704813038272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sucB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122988340469515	0	0	0.000586695643379573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0736461535632542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409413557609586	0	0	-0.0575380140623489	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sufI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.160101375881667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620099324666955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0134820471386652	0	0	0.0315854201152268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrB"	0	0	0	0	0	0	0.00259538265278827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0240356320102421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375350664407678	0.00892371173200538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.212885001663131	0	0	0.0031459658399947	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tktB"	0	-0.00512200133365588	0	0	0	0	0	0	0	0	0	0	0	0.024001885939084	0	0	0	0	0	0	0	0	0	0	-0.0605175579088011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0111835828952818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0860892982292497	0	0	-0.12726925209017	0	0	0	0.0229704813038272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"topA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.152508024483759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000765798848830781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103148159240259	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"torS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0313979962787813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00256670201884182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.134651577578382	0	0	-0.109564699269003	0	0	0.00375092298645748	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uidB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00557810348012084	0	0	0	0	0	0	0	0	0	0	0	0.1669435697778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062437164805893	0	0	0.0156510116702463	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ulaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119915166480392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0715024466242793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391308828946484	0	0	-0.055218374422476	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uraA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.154969029137449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014365442269897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106376356773173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0.00982739377170319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165044519954928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0549786587669364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.130025797356959	0	0	0.115056109961388	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yahN"	0	-0.0247765699229526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0558154669289734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0410007731738677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142189889271924	0	0	-0.0956858061614883	0	0.0095430177952601	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00523965235239405	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0305402541858442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016713999376656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00155114582875973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybjE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122769197403842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0732720538799368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402660458131589	0	0	-0.0570742028195202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbC"	0	0.0207429122281008	0.0119254206291585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952345725072601	0	0	0	0	0	0	0	0	0	0.0155009616389361	0	0	0	0	0	0	0	0	0.0219128512925133	0	0	0	0	0	0	0	0	0	0	0	0	0.0120034661749998	0	0	0	0	0	0.0237402066946948	0	0	0.149016999251971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yccE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14709393094438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0598889173983232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0126209501705806	0	0	0.0334683455922362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"yddV"	0	0	0	0	0.0306126412826216	0.0225221566146282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147346256697486	0	0.0812789347569011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.022510529044963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.148300912237422	0	0	-0.0641229000688694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ydeJ"	0	0	0	0	-0.0052523903998975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.161956353859231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197366745062627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110258443141863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"yecP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487019621091825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0634700485695344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160478268591246	0	0	-0.03864916758133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"yehU"	0	0	0	0	0	0	0	0	0	0.0676080517716773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00754010759648813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306437444388642	0	0	0	0	0	0	0	0	0	0.0937109623120551	0	0	0	0	0	0	0	0	0.0133428683776607	0	0	0.0366333103236428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ygdH"	0.00118465014819105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535005266105654	0	0	0	0	0.00220882091108199	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0778947798630385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0486001533122513	0	0	-0.151016734359216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yhhF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.152604712153942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0608029850205601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0129781613582638	0	0	0.0326979763393488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yjaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144908367358985	0	0	0.0217662764179647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791768803747108	0	-0.0865704689875476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492832882609605	0	0	-0.0712303238495928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yjaH"	0	-0.0241245563040512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.055416085889974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0407189852162912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141441720026009	0	0	-0.095563542906221	0	0.00878956797038162	0	0	0	0	0	0	0	0	0	0	0	0	0.00523965235239405	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yjgQ"	0	0	0	0	0	0	0	0	0	0.103956408277058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0442913026763864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357924981562648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0632888273587194	0	0	0.0185476795201619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ykgG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094839220002733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00845628479688063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152430375419105	0	0	0.0578122868745654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ynjI"	0	0	0	0	-0.00435437956452412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0550560143063526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566714035457017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0854429560774703	0	0	0.121513203126195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"yqeA"	0	-0.0283829419491405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.155813211632405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00942404723846902	0	0	-0.103069451092677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
