"ECB_02002"	"ECB_02512"	"ECB_02798"	"ECB_02804"	"ECB_02821"	"ECB_misc_RNA_7"	"ESCRE1901"	"ESCRE2157"	"IS3_insF"	"IS5_ESec3"	"actP"	"atoC"	"cls"	"crp"	"cysQ"	"dnaA"	"dppD"	"eamA"	"eutJ"	"fbp"	"fis"	"frmB"	"fsr"	"gabD"	"glgC"	"glgP"	"glmM"	"glmS"	"glpE"	"glpF"	"glpR"	"glpT"	"hupB"	"hycE"	"hypE"	"iclR"	"ilvE"	"infB"	"ispH"	"kpsD"	"kpsE"	"kpsM"	"lptB"	"lsrG"	"metA"	"metH"	"metW"	"mraZ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"nagD"	"nrdR"	"nusA"	"ompR"	"orn"	"pitB"	"ppiA"	"puuP"	"rep"	"rhlB"	"rho"	"rhsA"	"rmlB"	"rnc"	"rpoB"	"rpoC"	"rpoD"	"rpsA"	"rssB"	"secF"	"speB"	"tap"	"tldD"	"topA"	"torS"	"truB"	"uspA"	"wzyE"	"ybaL"	"ybbN"	"ybfA"	"ydaE"	"yehU"	"yfgA"	"yjcR"	"yjhA"	"yjhC"	"ynjA"	"zraR"
"mreC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0129017214694743	0	0	0	0.0546461403310341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000777129747602689	-0.0822911436933751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreD"	0	0	0.153987990460308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0806919667485487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0659354805580103	0	0	0	0	0	0	0.0289714346589194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00160011274343188	0	0.145606213154706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542881002690898	0	0	0
"nagD"	0	0	0	0.0349929884751407	0	0	0	0	0	0.0293351790251665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.132769799693635	0	0	0	0	0	0	0	0	-0.00805570206243439	0	0	0	1	0	0.0366961933082885	0	0	0	0	0.0313191104551014	0	0	0	0	0	0	0	0	-0.133176066938991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nrdR"	0	0	0	0	0	0	0	0	0	0	0.0174158888579199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439935005823539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913697628307764	0	0	0	0.083881217764629	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593739762259258	0	0	0	0	0	0	0	0	0	0.0137869540670018	0	0	0	0	0.0105118631625073	0
"nusA"	0	0	0	0.0390007661515482	0	0	0.00726950921798394	0	0	0.0333512053231991	0	0	0	0	0	0	0	0	0	0.0395408481299155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107004560028073	0	0	0	0	-0.00696291275587385	0	0	0	0.0366961933082885	0	1	0	0	0	0.0274608389996745	0.0352278984620192	0	0	0	0	0	0	0	0	-0.117298972338108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00690175100605926	0	0	0	0	0	0	0	0	0	0	0	0.0445249132022541	0	0	0	0	0	0	0	0	0	0	0	0.0258647801011412	0	-0.00675376224679277	0	0	0	0.154145879404824	0	-0.0103385609143196	0	0	-0.0198222627679302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.026344348863002	0	0	-0.158722585101488	0	0	0	0	0	0	0	0	0.0463969345741828	0	0	0	0	0	0	0	0	0	0	0	0	0.00742275360840409
"orn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.085252457182569	0	0	0	-0.0261053972780908	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.126675871304057	0	0	0	0	0	0	-0.0147555797385415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pitB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180259243958805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0134060647504546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0285183032028254	0	0	0	0	0	0	0	0	0	0	0	0	0.17198294166869	0	0	0	0	0	0	0	0	0
"ppiA"	0	0	0	0	0	0	0.0563727385068789	0	0	0	0	0	0	0	0	0	0	0	0	0.0712760056217886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10351839323344	0	0	0	0	0	0	0	0	0	0	0.0274608389996745	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.0504453613682712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"puuP"	0	0	0	0.033342437218543	0	0	0	0	0	0.0275223816224146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13056464579625	0	0	0	0	0	0	0	0	-0.00640376313471773	0	0	0	0.0313191104551014	0	0.0352278984620192	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.132569135172069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rep"	0	0.0457910669878986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792274988615679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339112769687807	0.117255922794703	0	0	0	0.038092421186896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00724210719819111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260169156767434	0	0	0	0	0	0	0	0
"rhlB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0893164958992794	0	0	0	-0.0302694009971841	0	0	0	0	0	0	0	0	0	0	0	0	0.126675871304057	0	0	0	0	1	0	0	0	0	0	0	-0.019441177963572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1319739929865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.104790834394564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rhsA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137851684184459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.141149970651572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rmlB"	0	0	0	0	0	0.171100343347442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00533872005896592	0	0	0	0.0101289655503455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0586428804412813	-0.0327327269464083	0	0	0	0	0	0	0	0	0	0.166143595299551	0	0	0	0	0	0	0	0	0	0	0	0
"rnc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582052772338537	0	0	0.0156532733529883	0	0	0	0	0	0	0	0	0	0	-0.0309508731028945	0	0	0	0.0624505864951356	0	0	0	0	0	0	0	0	0	0	0	0.026344348863002	0	0	0	0	0	0	0	0	0	1	0	0	-0.107334707040645	0	0	0	0	0	0	0	0	0.0596568646412677	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241439081297848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0381380978108383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	0	0.0131217251766366	0	0	0.0579328871231292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112199340326079	0	0	0	0	0	0	0.000777129747602689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0586428804412813	0	0	1	-0.0213196065385425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoD"	-0.00290133137032906	0.0228669649872227	0	-0.133658579207084	0.0359392445826917	-0.0327038041491019	-0.0348934057564683	0.0272893228771884	0	-0.131354978502528	0	0.0264187090154823	-0.0136351512007303	0	-0.0704919865094989	0.0435674728142617	0.024636377616667	-0.0201069052562237	0.125374450081549	-0.0561223005429963	-0.112156787451185	0.0325291027258651	0	-0.00255530776908569	0	-0.222149634261827	-0.11927564715706	0.0360629019043614	0.138275369357023	0	-0.0161383572283373	0.136885337881018	0.034805534349628	0.13933480333578	0.0546612982849832	0	-0.0259717471679424	-0.102997799189499	-0.0836407178651906	0.0186473966020999	0.0660596937921219	0.149524062408907	0.143398719040317	-0.0178575630281837	0	-0.0160826601762791	0.153293799090639	0.0354376751558679	0.0903491550712622	0.154923370729194	0	-0.0822911436933751	-0.00160011274343188	-0.133176066938991	0	-0.117298972338108	-0.158722585101488	-0.0147555797385415	-0.0285183032028254	-0.0504453613682712	-0.132569135172069	0.00724210719819111	-0.019441177963572	-0.104790834394564	0.141149970651572	-0.0327327269464083	-0.107334707040645	0.0381380978108383	-0.0213196065385425	1	0.0403139767151306	1.60456649700592e-05	0.13746014917055	0	0.0295020163034943	0	-0.0101973905203044	0	-0.120566593324824	0.000715209548811958	-0.0252048750489006	0	-0.0279489996022347	0.0170134184022404	0.151521961081381	0.0675465966457572	0.0324901512085878	0.0449305667000202	-0.0920329004542237	0.0367382870112625	0	-0.0712649608939169
"rpsA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0112933018520076	0	0	0	-0.142639128920738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403139767151306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0	0	0.157863184950042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0371795556535428	0	0	0.0826329095226446	0	0	0	0	0	0	0	0	0	-0.00382143122050442	0	0	0	0	0.0615328186732407	0	0	0.145606213154706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60456649700592e-05	0	1	0	0	0	0	0	0.174580665127196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337905410358633	0.00098043404136223	0	0	-0.093766837010779	0	0.0161016808465174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13746014917055	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00537660579893942	0	0	0	0	0	0	0
"speB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107948117933038	0	0	0	0.104140280115929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tap"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0108396140699177	0	0	0	-0.140036627708815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295020163034943	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tldD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304742644131313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0897805251554908	0	0	0	0.0774891259917545	0	0	0	0	0	0	0	0	0	0.00593739762259258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"topA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17620759157512	0	0	0	-0.110778891840315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0101973905203044	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"torS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0464880477805641	0	0	0	-0.0290546357171103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174580665127196	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"truB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0718433329126485	0	0	0.0378035661749212	0	0	0	0	0	0	0	0	0	0	-0.0404794490529605	0	0	0	0.0753951164734616	0	-0.00685134754469564	0	0	-0.0157948741681749	0	0	0	0	0	0	0.0463969345741828	0	0	0	0	0	0	0	0	0	0.0596568646412677	0	0	-0.120566593324824	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0.080444698485601	0	0	0.0942390295589774	0.165545378455451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840134271335187	0	0.00513855078978621	0	0	0.0853988392045341	0	0	0	0	0	0	0.0666592469510094	0.00295366654894899	0	0	0	0	0	0	0.0867965013682411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166143595299551	0	0	0	0.000715209548811958	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0573453003979849	0	0	0	0	0	0	0	0
"wzyE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0938271354773705	0	0	0	0	0	0	0	0.0895432580403443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0252048750489006	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593832780889644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000754383415076474	0	0	0	-0.00596177689988404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ybbN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176311805535359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0127932754808905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17198294166869	0	0	0	0	0	0	0	0	0	0	-0.0279489996022347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ybfA"	0	0.0856755305021358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076626075292795	0.0723538561889923	0	0	0	0	0	0	0	0.00681565470954623	0	0	0	0	0	0	0	0	0	0	0	0	0.0260169156767434	0	0	0	0	0	0	0	0.0170134184022404	0	0	0	0	0	0	0	0	0	0.0573453003979849	0	0	0	1	0	0	0	0	0	0	0	0
"ydaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063394858116797	0	0	0	0	0	0	0	0	0	0	0	0.0433519730174519	0.0185143381581694	0	0	-0.108651245072262	0	0.0309316468227805	0	0	0.00715739407032102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151521961081381	0	0	0.00537660579893942	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yehU"	0	0	0	0	0	0	0	0	0	0	0.00666204196490865	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367340496119775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152195672337143	0	0	0	0.037406927920506	0	0	0	0	0	0	0	0	0	0.0137869540670018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675465966457572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yfgA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00398227346706861	0	0	0	-0.13777686507748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324901512085878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yjcR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081574661934728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0157995517887079	0	0	0	-0.144247173079141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0449305667000202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjhA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593467332571534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0436155622922481	0	0	-0.0510634552620172	0	0	0	0.0195148885130141	0	0	0	0	0	0	0	0.0542881002690898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0920329004542237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"yjhC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00779549591512526	0	0	0	-0.14021895182708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367382870112625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ynjA"	0	0	0	0	0	0	0	0	0	0	0.00336326113242537	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340389715576929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0903758516690822	0	0	0	0.0785294354399148	0	0	0	0	0	0	0	0	0	0.0105118631625073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"zraR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183704254427365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346074377763013	0	0	0	0	0	0.165063986018295	0	0	0	0	0	0	0	0	0	0	0	0.00742275360840409	0	0	0	0	0	0	0	0	0	0	0	0	-0.0712649608939169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
