"ECB_00737"	"ECB_00739"	"ECB_01992"	"ECB_02002"	"ESCRE1901"	"ESCRE3628"	"ESCRE4497"	"IS3_insF"	"araE"	"aroK"	"aspA"	"atoC"	"atpE"	"atpF"	"atpG"	"cbpA"	"clpB"	"cls"	"crp"	"dacA"	"dapA"	"dgsA"	"dnaA"	"dusB"	"efeO"	"endA"	"fbp"	"fcl"	"fis"	"fruK"	"glgC"	"glgP"	"glpG"	"glpR"	"glpT"	"gspG"	"hslU"	"hupB"	"iclR"	"ilvL"	"kpsD"	"kpsE"	"kpsM"	"kpsT"	"lon"	"lysP"	"manX"	"metH"	"metJ"	"mrdA"	"mreB"	"mreC"	"mreD"	"nusA"	"oxyR"	"pdhR"	"pmbA"	"ppk"	"prfA"	"proQ"	"proW"	"rho"	"rluB"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpoS"	"rpsR"	"rssB"	"sbcC"	"sbmA"	"sufD"	"thiI"	"tig"	"tktB"	"uvrD"	"wbbC"	"wzyE"	"ybaL"	"ybeA"	"ybhJ"	"ycbC"	"ycgV"	"ycjP"	"ydcU"	"ydiJ"	"yecP"	"yehU"	"yejA"	"yfcN"	"ygfA"	"yjeP"	"ylbH"	"ynjI"	"yraL"	"yraQ"
"metJ"	0	0	0.0557051346617252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0398428858632911	0	0	0	-0.0498434549046636	0.046540851507214	0	0.153811455710871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.150679652303933	0	0	0	0	0	0	0	0	0	0	-0.0734684658201573	-0.0232628388060074	0	0	0	-0.00540454662864987	0	0	0	0	0.149732385689923	0	0	0	0.0613074206618096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdA"	0.0251094356645862	0	0	0	0	0	0.089355686006284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0709120302009364	0.0581246836206773	0	0	0	0	0	0	0	0	0	-0.309652092197945	0	0.0454522950805607	0.0168045667833361	0.0730117162303876	0.0439605863435565	0.102552928760734	0	0.0485030296215094	0	0	1	0	0	0	0	0	0	0	0	0	0	0.05423213696119	-0.0225639283151554	0	0	0	0	0	0	0.000265991444267775	0	0	0	0	0	0	0	0	0.0769506053801237	0.0111858163816179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreB"	0	0	0	0	0.00817559423455302	0.00113678064317318	0	0	0.0722251475817162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737957203152912	0	0.00947983871189948	0	0	0	0	0	0	0	0	0	0	0.0128804386678926	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161542804355462	0.106487292830596	0	0	0	0	0	0	0	0.0221510128879165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreC"	0	0	-0.0662884616077242	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0591157567271667	0	0	0	0	0	0	0.0534482842741974	0	0	0	0	0	0	0.164582096498983	0	0.057306080512416	0	0	0	0	-0.037566932274655	0.0844435012077243	0	0	-0.0613077220120506	0	0	0	0	0	0	0	0	0	1	-0.052205508211883	0	0	-0.0348312231650548	0	0	0	0	0	0	0.0992474502373452	0.0316618593809197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07341224486329	0	0	0	0.0938088457637813	0	0	0	0
"mreD"	0	0	0	0	0	0	0	0	0	0	0	0.101866194275585	0	0	0	0.159481232018856	0.113725431754209	0	0	0	0	0	0	-0.0447473517784455	0	0	0	0	0	0	-0.00508875019355796	-0.0550993612340167	0	0	0	0	0	0.0692519847191507	-0.00219522218610134	0	0	0.0759856776912897	0	0	0	0	0	0	0	0	0	-0.052205508211883	1	0	0	0.0998273244541081	0	-0.00538801228384299	0	0	0	0	-0.0591427900402724	0	0	-0.0102149714136313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189122344136737	0	0	0	-0.0517097703945367	0	0	0	0
"nusA"	0	0	0	0	0	0	0	0	0.130014135547686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130960580504136	0	0	0	0	0	0	0.0146371032294624	0	0	0	0	0	0.0972453009135034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100969371825054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"oxyR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247724698278625	0	0	0	0	0	0	0	0	0	0.150679652303933	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.064352326464147	-0.0409970426444834	0	0	0	0	0	0	0	0	0.168477788310282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pdhR"	0	0	0.0306425144263308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132331517320213	0	0	0	0	0	0	-0.0170421602423534	0	0	0	0	0	0	-6.01546400451867e-05	0	0	0	0	0	0	0.10966823432899	-0.039115509838177	0	0	0.101686761714848	0	0	0	0	0	0	0	0	0	-0.0348312231650548	0.0998273244541081	0	0	1	0	0	0	0	0	0	-0.0394511293142424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0721802466376271	0	0	0	-0.0318764383164755	0	0	0	0
"pmbA"	0	0	0	0	0	0	0	0	0	0	0	0	0.0764390564246543	0	0	0	0	0	0	0.0986431823669365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114338129580404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.065910389503412	0	0	0.0784661446650134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102229213558582	0	0
"ppk"	0	-0.00159277875615255	-0.000889262214617087	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00786167626157277	0	0	0	0	0	0.147680234316117	0.123722922670103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00615041523071266	0	0	0	0	0	0	0	0	0	0	-0.00538801228384299	0	0	0	0	1	0	0	0	0	0	0	0	0.136724554983549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120617661499722	0	0	0	0	-0.0325789524730457	0	0	0.141262868265183	0	0	0	0	0
"prfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proQ"	0	0	0	0.0112903548521308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997865394879734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.00407137233285386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142976992668713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707426561160613	0	0	0	0	0	0	-0.0141412749056438	0	0	0	0	0	0	0	0.1425525319416	0	0	0.05423213696119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162409878281693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0.00234466989182224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0189709890897141	0	0	0	0	0	0	0	0	0	0.00147497564440041	0	0.281427213865305	0	0	0	0	0	0	0	0	0	0	-0.0225639283151554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.226397542258081	-0.183681425623774	0	-0.0122900117180337	0	0	0	0	0	0	0	0	0	-0.0366056520172466	0	0	0	0	0.0412947512709473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rluB"	0	0	-0.0256058901521748	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0553467001266846	0	0	0	0	0	0	0.107322316243347	0	0	0	-0.0127366213972082	0	0	0	0.104237623809887	0	0	0	0	0	-0.0107136427377595	0.0987861926509983	0	0	-0.0760152443307965	0	-0.0260915550557204	0	0	0	0	0	0	0	0.0992474502373452	-0.0591427900402724	0	0	-0.0394511293142424	0	0	0	0	0	0	1	0	0	0	0	0	-0.0224806413742391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0975431739200723	0	0	0	0.129321267422762	0	0	0	0
"rpoA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0798074812677013	0	0.0512084353464105	0	0	0	0	0	0	0	0	0	0.0667251960281641	0	0	0	0	0	0	0	0	0	0	0.0316618593809197	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00946094550397449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	-0.0932450833218647	-0.010906439485816	-0.0154007641640953	0.0900760537303764	0.0867488145875864	0	0	0	0	0	0	0.0778123871133846	-0.0259277975781082	0	0	-0.00157794776687749	0	0.0440815860484387	0.0951840735691184	0	-0.00282032375247064	0.125332311568286	0.065437405870866	0	-0.0156750796655193	0.0907438141290566	0	0	0	0	0	0	-0.0439171884442831	0	0	-0.0495383068147143	0	-0.0249692033992636	0	0	0	0	0	0	0.108909422787507	0	0	-0.0734684658201573	0	0.0161542804355462	0	-0.0102149714136313	0	-0.064352326464147	0	0.065910389503412	0.136724554983549	0	-0.00407137233285386	0	-0.226397542258081	0	0	0	1	0.164994265035965	0	0.0604348445056229	-0.0227389302260428	0	0	0	0.0426262733321886	0	-0.0634987628691296	0	0	0.0682716871775387	0	-0.0123615755831184	0	0	-0.062815816082032	0.0745978556096605	0	0	0	0.0142562838768819	-0.0673682651344777	-0.0233237345736407	-0.0744826503574195	0.112282979884126	0	0	0.0982103229602289	0	-0.00471156403160106
"rpoD"	0	-0.0587559611056602	0	-0.00122844667409968	0.138981394044379	0.138136314188489	0	0	0	0	0	0	0	-0.0265676762692312	0	0	0	0	0.0822469579641378	0	0	-0.0261180392349768	0	0	0	-0.0185465276195647	0.129455688011319	0	0	0	0	0.00243874032894004	0	0	0	0	-0.0236519068427766	0	-0.114572107160454	0	0	0	0	0	0	0	0	0.0119405036159922	-0.0232628388060074	0	0.106487292830596	0	0	0	-0.0409970426444834	0	0	0	0	0	0	-0.183681425623774	0	0	0	0.164994265035965	1	0	0	-0.0424669058183251	0	0	0	0.0812850796396643	0	-0.0403073258432678	0	0	0.0976097557584907	0	0	0	0	-0.0301326885238264	0	0	0	0	0.1001555663888	-0.00665568361246471	-0.0244827773556842	-0.0433564756024697	0	0	0	0	0	0
"rpoH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoS"	0	0	0	0	0	0	0	0	0	0	0	0	0.0893854193698624	0	0	0	0	0	0	0.10486537454149	0	0	0	0	0	0	0	0	0	0	0	-0.0174100929014431	0.0720173041495142	0	0	0	0	0	-0.103854238598808	0	0	0	0	0.152603383383492	0	0.116639195388515	0	0	0	0.000265991444267775	0	0	0	0	0	0	0.0784661446650134	0	0	0	0	-0.0122900117180337	-0.0224806413742391	0	0	0.0604348445056229	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0583349793651762	0	0	0	-0.0155837407515573	0	0.107489679144044	0	0
"rpsR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13396456532312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153562433595131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0227389302260428	-0.0424669058183251	0	0	1	0	0	0	0	0	0	0	0	-0.0130894268110589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0.121893970532635	0	-0.00183304904880729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0615317969529172	0	0	0	0	0	0.118738467561662	0.14814636886568	0	0	0.121406207133157	-0.0508381182082812	0	-6.99734714859548e-05	0	0	0	0	-0.0159906800549472	0	0	0.0990586245881141	0	0	0	0	0	0	-0.00540454662864987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.127708988892029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13314253192479	0
"sbcC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131983722605753	0	0	0	0.143856747517781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127708988892029	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143121116462781	0
"sbmA"	0	0	0	0	0	0	0	0	0	0.0707660288946806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143077838090291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sufD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614459885769678	0	0	0	0	0	0	0	0	0	0	0	0	0.00105029621778831	0	0	0	0	0	0	-0.147521637573814	0	0	0	0	0	0	0	0	0.0559400818632901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426262733321886	0.0812850796396643	0	0	0	0	0	0	1	0	0	0	0	0.0935968840785993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thiI"	0	0	0	0	0	0	0	0	0.141899060442596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142567531030617	0	0	0	0	0	0	0.0576341501265355	0	0	0	0	0	0.115471667233161	0	0	0	0	0	0	0	0	0	0	0	0	0.0221510128879165	0	0	0.100969371825054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tig"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241599405164595	0	0	0	0	0	0	0	0	0	0.149732385689923	0	0	0	0	0	0.168477788310282	0	0	0	0	0	0	0	0	0	0	-0.0634987628691296	-0.0403073258432678	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tktB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105712771950681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uvrD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986193545330326	0	0	0	0	0	0	-0.0220993130021596	0	0	0	0	0	0	0	0.159246596503896	0	0	0.0769506053801237	0	0	0	0	0	0	0	0	0	0	0.162409878281693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wbbC"	0	-0.00069558641250023	0.000967463630351434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0943391235473685	0	0	0	0	0	0	0	0	0	0	0	0	0.0620529253718891	0	0	0	0	0	0	-0.160054590837682	0	0	0	0	0	0	0	0	0.0842480668408914	0	0.0111858163816179	0	0	0	0	0	0	0	0	0	0	0	-0.0366056520172466	0	0	0	0.0682716871775387	0.0976097557584907	0	0	-0.0130894268110589	0	0	0	0.0935968840785993	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wzyE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365966160812357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0613074206618096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.123022840393512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0123615755831184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybeA"	0	0	0	0	0	0	0	0	0	0	0.11732578498593	0	0	0	0.150238270602397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131313181782336	0.13029650504632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.104540253033771	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbC"	0	0	0.147322067183869	0.153071693295591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0183295879904453	0	0	0	-0.00800579441097811	0	0	0	0	0	0.170133254533834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142976992668713	0	0.0412947512709473	0	0	0	-0.062815816082032	-0.0301326885238264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycgV"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106681293277119	0.0623289515790577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120617661499722	0	0	0	0	0	0	0	0.0745978556096605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0877284122199436	0	0	0	0	0
"ycjP"	0	0	0	0	0	0	0	0	0	0	0.0535234836429935	0	0	0	0.129971475843153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891820343903243	0.0867371046754866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104540253033771	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ydcU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ydiJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0974167264503412	0	0	0	0	0	0	0	0	0	0	0	0.0750061166294803	0	0	0	0	0	0	0	0	0	0	0	0	0.011486512960494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0923677964125103	0	0	0	0	0	0	0
"yecP"	0	0	0	0	0.00719309516991341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310343300523866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142562838768819	0.1001555663888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"yehU"	0	0.15472903800773	0.0145609696254315	0	0	0	0	0	0	0	0	0.0403103329984214	0	0	0	0.120984674423333	0.0962072141538523	0	0	0	0	0	-0.0230721505728591	-0.0958822601262375	0	0	-0.0075148788132477	0	0	0	0	-0.171136443573098	0	0	0	0	0	0.00131814519088983	-0.00368972249667126	0	0	0.0441147577988652	0	0.120977368180731	0	0	0	0	0	0	0	-0.07341224486329	0.189122344136737	0	0	0.0721802466376271	0	-0.0325789524730457	0	0	0	0	-0.0975431739200723	0	0	-0.0673682651344777	-0.00665568361246471	0	0.0583349793651762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.130586939341443	-0.00871172096010699	-0.0874096429416043	0	0	0	0
"yejA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160884307369548	0	0	0	0	0	0	0	0	0	0	0	0.15095650063878	0	0	0	0	0	0	0	0	0	0	0	0	0.0429151150981732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0233237345736407	-0.0244827773556842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923677964125103	0	0	1	0	0	0	0	0	0	0
"yfcN"	0	0.176402847663868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066438903061918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0744826503574195	-0.0433564756024697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130586939341443	0	1	0	0	0	0	0	0.0511098767141679
"ygfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133174813194625	0.105775197039688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141262868265183	0	0	0	0	0	0	0	0.112282979884126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0877284122199436	0	0	0	0	-0.00871172096010699	0	0	1	0	0	0	0	0
"yjeP"	0	0	-0.0141173376656852	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0501160093308607	0	0	0	0	0	0	0.0997403759727646	0	0	0	-0.00823643846081325	0	0	0	0.0954524353493995	0	0	0	0	0	-0.00461367617763485	0.0986037499392289	0	0	-0.0704335463744726	0	-0.0178667063218296	0	0	0	0	0	0	0	0.0938088457637813	-0.0517097703945367	0	0	-0.0318764383164755	0	0	0	0	0	0	0.129321267422762	0	0	0	0	0	-0.0155837407515573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0874096429416043	0	0	0	1	0	0	0	0
"ylbH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333753805998462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ynjI"	0	0	0	0	0	0	0	0	0	0	0	0	0.110118227849055	0	0	0	0	0	0	0.121381818282795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13007825621673	0	0	0	0	0	0	0	0	0	0	0.102229213558582	0	0	0	0	0	0	0	0	0.0982103229602289	0	0	0.107489679144044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"yraL"	0	0	-0.000750529925588539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137076476971858	0	0	0	0.148490365051892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13314253192479	0.143121116462781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yraQ"	0	0.0972689502467485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00471156403160106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511098767141679	0	0	0	0	0	1
