"ECB_00212"	"ECB_00490"	"ECB_00624"	"ECB_00737"	"ECB_01992"	"ECB_02821"	"ECB_03714"	"ECB_03951"	"ECB_04076"	"ECB_04210"	"ECB_misc_RNA_47"	"ESCRE0749"	"ESCRE1901"	"ESCRE2157"	"ESCRE3628"	"IS3_insF"	"abgB"	"adhE"	"araE"	"aspA"	"atoC"	"atpC"	"atpG"	"bcsB"	"bssR"	"cls"	"crp"	"cusC"	"cysH"	"deoA"	"dfp"	"dgsA"	"dld"	"dppD"	"dusB"	"efeO"	"emrB"	"fadH"	"fadL"	"fbp"	"fimE"	"flgC"	"folM"	"frmB"	"frmC"	"fruK"	"fusA"	"gcp"	"glgC"	"glgP"	"glgX"	"glmM"	"glmS"	"glpF"	"glpG"	"glpK"	"glpR"	"glpT"	"gltL"	"gspG"	"hupB"	"hyfG"	"iclR"	"ilvE"	"infB"	"kefC"	"kpsD"	"kpsE"	"kpsT"	"leuV"	"livJ"	"lysR"	"malQ"	"mdoG"	"mdtE"	"metH"	"metJ"	"mhpR"	"mraZ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"murE"	"mutL"	"narG"	"narY"	"nuoA"	"nuoN"	"nusA"	"ompR"	"phnD"	"pitB"	"polB"	"potD"	"ppiA"	"pqiB"	"proM"	"pta"	"puuD"	"rho"	"rhsB"	"rmlA"	"rnc"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpsA"	"rpsR"	"rsmC"	"rssB"	"rtn"	"sgrR"	"slyA"	"sufI"	"tap"	"thiI"	"thrS"	"topA"	"torY"	"truB"	"uraA"	"uspA"	"wzyE"	"yahN"	"ybaL"	"ybbN"	"ybeA"	"ybhI"	"ybiO"	"ybiV"	"ybiW"	"ycbS"	"yccE"	"yceF"	"ycfQ"	"yciQ"	"ycjP"	"ydbD"	"ydcD"	"ydcR"	"ydeH"	"ydeJ"	"ydgR"	"yebS"	"yecP"	"yeeJ"	"yegE"	"ygcN"	"ygdH"	"ygiV"	"yhdJ"	"yhhA"	"yhhF"	"yjaH"	"yjbA"	"yjcC"	"yjgN"	"ykgG"	"ylaB"	"yncB"	"yraL"	"yraM"
"dld"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0007762218628438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dppD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.0616942064073644	-0.101335162266265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0794158210088369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dusB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0413942015177594	0.073107239767956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1150457006649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"efeO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372305952372353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0547381625136419	0.00422708643855783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108646673623238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.168796568371103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"emrB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0878912662832061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fadH"	0	0	0	0	0.0851026509153942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0253374910410238	-0.0120739057554602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691335926331284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801074275794582	0	0	0	0	0	-0.0393834142655475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fadL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.025012532479038	0.120890391437649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fbp"	0	0.00232477057126049	0	0.0409445675033719	0.0163001468224626	-0.0725692923751265	0.0713259019836154	-0.00299831368093943	0.107825861548754	0.0947670001108392	-0.157051971200933	-0.1123226892831	0.240236624233629	-0.0637736273435232	0.120237027575924	0.0529938778340223	-0.119171246070823	0	0.0555765574487245	0.0278092092130845	-0.0627463632293024	0.0966326540463679	0.0291506782171662	-0.0253524565267635	0.0548007857178056	-0.0231526910077574	-0.000469575431827592	0	0.0364814782479024	-1.29599434015631e-05	0	-0.0116154654849571	0	-0.0616942064073644	0.0413942015177594	0.0547381625136419	0	-0.0253374910410238	0.025012532479038	1	0.0162397036524763	0	-0.0132223249663918	-0.0647762444530899	-0.130883589891949	-0.0194362224464776	0.124644957850784	0	0.0468410785000348	0.000898584940729343	0.0387093471623321	-0.129438606398868	-0.067228581298233	-0.0195134035782129	0.0239838908297525	0.0579428607284546	-0.0135792715363282	0.103773289048821	0.148573780667398	0.0372471841579594	-0.00412271146883433	0.108372487431754	-0.00974823987275982	0.0674308787909428	-0.0201554714083329	0.0356572713109355	0.0423482994615725	0.162941539480669	-0.000141257618668441	0.060072127147062	0	-0.123299787552622	0.123049078074033	-0.0227144604462297	0.0179908695248227	-0.142970356971868	0.0332557235858029	0.0190691707559716	-0.0690924763117668	0.0340269479733758	0.000848163452439979	0.167459570061132	0.0173386316948592	-0.0203291882810378	-0.124819467422089	-0.00512027530900959	0.0502865559567055	0	-0.120521508939261	-0.0669982622616007	0.198084435693024	-0.122039714300844	0	-0.0129597097893101	0	0	0.145995809676343	0	-0.00654563059150324	-0.0647354003627697	0	-0.0348223295303539	0	-0.0641511662682472	-0.125116364719883	-0.00885045766497377	0	0.115145993382735	0.0583794950206303	-0.0821384064518117	0.0806308276960339	0	0.0967888071351017	0.14452837246091	0.0746124286264376	0.045893844114724	0.0976051304689515	-0.0286116820730842	-0.0547326371830819	0.0526889894610674	-0.00414204877790602	-0.146999216910042	0	-0.139643542449705	-0.153052416408028	-0.0818909269393938	0.0822413499764222	-0.0715221797033442	-0.000577440327825426	-0.0126217152852126	0.034299957629837	0.0494327902653483	0.0489250063513035	0.0157219999786831	-0.120286634413703	-0.118894500356515	-0.0422141453777353	0	0	0	0.0335807363654103	0.147004711404688	0	0	0.0745714434044365	-0.162376139653442	0.134999680012155	0	0.106781253831637	0.0314113742816659	0	0.134624382742374	0.0520939814403857	0.0274484424541145	-0.00601135856606392	0.0381549035475674	-0.0328041869636471	-0.0685371421779431	0.144912900256353	0.139168215753861	0.148035294147468	0.121015752509421	0.0790906315759063	0.0260764405558923	0.121506255442272	0.0260362469017051
"fimE"	0.0827717824966389	0.101929897111951	0	-0.104443958075889	-0.0187537116590399	0.047527390738619	0.128335812606161	0.0633520798574452	-0.0347084021039697	-0.0840312934940403	-0.0462314246872476	0.060992126896039	0.00928477549454908	-0.103313636791196	-0.0257645027818339	0.00294396784600713	0.06346927761795	0.09087471928952	0.00433339174922301	-0.169317738656564	-0.102785362963834	-0.114755339168039	-0.175086852517941	-0.0590229273749358	0.123630617305493	0.000691425772753177	0.0142179056500521	0.085199007265464	0.122711228939047	0.0321276246306629	0.0881304083491322	-0.0194268934912594	0.0007762218628438	-0.101335162266265	0.073107239767956	0.00422708643855783	0.0878912662832061	-0.0120739057554602	0.120890391437649	0.0162397036524763	1	0.0990103396921004	-0.0451503599140115	-0.101419218670624	-0.0330063658995653	0.0696787517150931	0.0166671092313196	0.100101111131472	-0.00394964936265141	0.0138530529584128	-0.111541704676985	-0.0099430786971342	0.0456501898807218	0.00318059755178542	-0.0399040231001226	-0.0118929253325543	-0.0452325684310988	-0.189030831586084	0.00703315673976582	-0.161133697893646	0.018304591944073	-0.0354454947288765	-0.000267653621409263	0.0613747164205648	0.0730704920145341	-0.10899249419176	0.0082948964721202	-0.100208562241064	-0.0436848221707805	0.125222750067397	0.100313133183108	0.0609772493750387	0.0163356285037165	-0.0122582240866179	0.121694572149734	-0.0366885958331714	-0.112057753859856	0.121834596991775	0.0470873382686982	0.0160267604526751	-0.101638698489716	-0.0394253456774165	0.00268151471147696	0.0725640190045015	0.0603671997556548	0.0756954124532249	0.122579494125486	0.0882152444649503	0.0607887979839849	-0.133387238909746	0.0193532757095399	-0.00808550339279203	0.00261971392685932	-0.0980134217240395	0.0872772129307782	0.0871073690243593	0.0550005186823671	0.104339516108377	0.0732556576478496	-0.125062903680337	0.0852223461883072	-0.0124878159978697	0.0903367453263454	-0.123286732333987	-0.0084603229962089	-0.00719926096441616	0.0034233174407914	0.00954861798396776	-0.0185680653295053	0.00278911184122285	0.0424175214692139	0.0033665023714311	-0.0868772437886814	0.0186907639102975	-0.0145180708898621	0.122615254332597	-0.0878731150083055	-0.0526394049133017	-0.0953450230189731	0.00608169651967381	0.069883047436329	-0.038416785338273	0.094532785312672	-0.0126201406871388	-0.0406104798369489	0.0455475056288162	0.0671321826271998	0.00563332094809865	-0.0893611599614876	-0.10358252547209	-0.164580841715922	0.122242498978353	0.122482741573823	0.118576499220114	0.0617222652271901	0.0617944642822478	-0.0588329165265991	0.0903511369362351	0	0.0865940607947607	-0.160844807582726	0.019180088176359	0.107427985951739	0.0904802378331716	-0.014188908370361	-0.0451386059284428	0.00692777506139132	0.093478270538125	-0.0251168850368003	0.0783489838180616	0.102158803587651	0.00721972148469242	-0.0977613200217885	0.0744669664798047	0.0749339776417449	0.123232571161393	-0.0557072581879173	0.00580709452242679	-0.0377109487085594	0.0189567716599508	0.0192002748306367	-0.112733412997038	-0.0129156557486299	0.122597362689662	-0.112752338402501	0.0710291082314361
"flgC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0990103396921004	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"folM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0132223249663918	-0.0451503599140115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.147349166778976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"frmB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0647762444530899	-0.101419218670624	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0858005335929142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"frmC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.130883589891949	-0.0330063658995653	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220573043066553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fruK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0194362224464776	0.0696787517150931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123440491243927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124644957850784	0.0166671092313196	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0914224757635432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gcp"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100101111131472	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glgC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0468410785000348	-0.00394964936265141	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0973466216761558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0855470427776863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101557028120142	0	0	0	0	0	0.0425261199967781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glgP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898584940729343	0.0138530529584128	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183123438594428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glgX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0387093471623321	-0.111541704676985	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111715143399111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glmM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.129438606398868	-0.0099430786971342	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0793830984033351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glmS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.067228581298233	0.0456501898807218	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10297520013183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glpF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0195134035782129	0.00318059755178542	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0145376812924082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glpG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239838908297525	-0.0399040231001226	0	0	0	0	0	0	0	0.0973466216761558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905480347836921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947062042474713	0	0	0	0	0	0.0211532541881994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glpK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579428607284546	-0.0118929253325543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.0157622849276575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158772113071026	0	0	0.00551792462039327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00569894782561293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135116846659814	0	0	0
"glpR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0135792715363282	-0.0452325684310988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14510580669411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"glpT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103773289048821	-0.189030831586084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00356613216554638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gltL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00941059725734282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148573780667398	0.00703315673976582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0760853776765495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011894065525508	0	0	0	0	0.0100566609372538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gspG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0372471841579594	-0.161133697893646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0294639490114189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hupB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107165043227188	0	0	0	0	0	0	0	0	0	0	0	0	-0.00173348618147668	0	0	0	0.0108646673623238	0	0	0	-0.00412271146883433	0.018304591944073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0157622849276575	0	0	0	0	1	0	0	0	0	0	0	0	0.00752158735926276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.273885999415165	0	0	-0.00759818943457429	0	0	0.00165610315094548	0	0.00491366127249444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00782521146742647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0171798274516881	0	0	0
