Generations	Iteration	k_max
40250	472	187
40250	473	186
40250	474	186
40250	475	186
40250	476	187
40250	477	186
40250	478	187
40250	479	186
40250	480	186
40250	481	187
40250	482	186
40250	483	187
40250	484	186
40250	485	186
40250	486	186
40250	487	187
40250	488	187
40250	489	187
40250	490	186
40250	491	186
40250	492	186
40250	493	186
40250	494	186
40250	495	186
40250	496	187
40250	497	187
40250	498	187
40250	499	187
40250	500	187
40250	501	186
40250	502	187
40250	503	187
40250	504	187
40250	505	186
40250	506	186
40250	507	187
40250	508	187
40250	509	187
40250	510	187
40250	511	186
40250	512	186
40250	513	187
40250	514	186
40250	515	186
40250	516	187
40250	517	187
40250	518	186
40250	519	186
40250	520	187
40250	521	187
40250	522	186
40250	523	187
40250	524	186
40250	525	187
40250	526	187
40250	527	187
40250	528	186
40250	529	186
40250	530	186
40250	531	187
40250	532	187
40250	533	187
40250	534	187
40250	535	187
40250	536	186
40250	537	186
40250	538	187
40250	539	187
40250	540	187
40250	541	186
40250	542	187
40250	543	186
40250	544	186
40250	545	187
40250	546	186
40250	547	186
40250	548	186
40250	549	186
40250	550	187
40250	551	186
40250	552	187
40250	553	187
40250	554	187
40250	555	186
40250	556	186
40250	557	186
40250	558	187
40250	559	186
40250	560	186
40250	561	186
40250	562	187
40250	563	187
40250	564	186
40250	565	186
40250	566	187
40250	567	186
40250	568	187
40250	569	186
40250	570	187
40250	571	186
40250	572	187
40250	573	186
40250	574	187
40250	575	187
40250	576	187
40250	577	186
40250	578	187
40250	579	187
40250	580	187
40250	581	187
40250	582	186
40250	583	186
40250	584	187
40250	585	186
40250	586	186
40250	587	186
40250	588	187
40250	589	186
40250	590	186
40250	591	186
40250	592	186
40250	593	187
40250	594	187
40250	595	187
40250	596	187
40250	597	186
40250	598	186
40250	599	186
40250	600	187
40250	601	187
40250	602	187
40250	603	187
40250	604	186
40250	605	187
40250	606	187
40250	607	187
40250	608	187
40250	609	186
40250	610	186
40250	611	186
40250	612	186
40250	613	186
40250	614	186
40250	615	187
40250	616	187
40250	617	186
40250	618	186
40250	619	186
40250	620	186
40250	621	186
40250	622	186
40250	623	186
40250	624	186
40250	625	187
40250	626	187
40250	627	187
40250	628	186
40250	629	186
40250	630	186
40250	631	186
40250	632	186
40250	633	187
40250	634	186
40250	635	186
40250	636	187
40250	637	186
40250	638	186
40250	639	186
40250	640	186
40250	641	187
40250	642	186
40250	643	187
40250	644	186
40250	645	187
40250	646	187
40250	647	185
40250	648	187
40250	649	186
40250	650	187
40250	651	187
40250	652	187
40250	653	187
40250	654	186
40250	655	187
40250	656	187
40250	657	186
40250	658	187
40250	659	187
40250	660	187
40250	661	185
40250	662	186
40250	663	187
40250	664	187
40250	665	187
40250	666	187
40250	667	186
40250	668	185
40250	669	187
40250	670	186
40250	671	186
40250	672	187
40250	673	186
40250	674	187
40250	675	187
40250	676	187
40250	677	186
40250	678	186
40250	679	186
40250	680	187
40250	681	186
40250	682	187
40250	683	186
40250	684	186
40250	685	187
40250	686	187
40250	687	186
40250	688	187
40250	689	185
40250	690	186
40250	691	186
40250	692	186
40250	693	187
40250	694	187
40250	695	186
40250	696	187
40250	697	186
40250	698	186
40250	699	186
40250	700	186
40250	701	187
40250	702	186
40250	703	186
40250	704	187
40250	705	186
40250	706	186
40250	707	187
40250	708	186
40250	709	185
40250	710	186
40250	711	186
40250	712	186
40250	713	187
40250	714	186
40250	715	186
40250	716	186
40250	717	186
40250	718	186
40250	719	187
40250	720	187
40250	721	186
40250	722	187
40250	723	187
40250	724	187
40250	725	187
40250	726	186
40250	727	186
40250	728	185
40250	729	186
40250	730	187
40250	731	187
40250	732	187
40250	733	186
40250	734	186
40250	735	186
40250	736	186
40250	737	186
40250	738	187
40250	739	186
40250	740	186
40250	741	187
40250	742	186
40250	743	186
40250	744	186
40250	745	185
40250	746	187
40250	747	186
40250	748	186
40250	749	187
40250	750	187
40250	751	187
40250	752	186
40250	753	186
40250	754	187
40250	755	186
40250	756	186
40250	757	186
40250	758	187
40250	759	187
40250	760	187
40250	761	186
40250	762	186
40250	763	186
40250	764	186
40250	765	187
40250	766	186
40250	767	186
40250	768	186
40250	769	186
40250	770	186
40250	771	187
40250	772	186
40250	773	187
40250	774	186
40250	775	186
40250	776	187
40250	777	186
40250	778	186
40250	779	186
40250	780	187
40250	781	186
40250	782	187
40250	783	186
40250	784	187
40250	785	187
40250	786	186
40250	787	186
40250	788	186
40250	789	186
40250	790	186
40250	791	187
40250	792	186
40250	793	187
40250	794	186
40250	795	187
40250	796	186
40250	797	186
40250	798	186
40250	799	186
40250	800	186
40250	801	187
40250	802	187
40250	803	187
40250	804	186
40250	805	186
40250	806	187
40250	807	187
40250	808	187
40250	809	187
40250	810	186
40250	811	187
40250	812	186
40250	813	187
40250	814	187
40250	815	186
40250	816	187
40250	817	186
40250	818	186
40250	819	186
40250	820	186
40250	821	187
40250	822	186
40250	823	187
40250	824	187
40250	825	187
40250	826	186
40250	827	185
40250	828	186
40250	829	186
40250	830	186
40250	831	186
40250	832	186
40250	833	187
40250	834	187
40250	835	186
40250	836	187
40250	837	187
40250	838	187
40250	839	187
40250	840	187
40250	841	186
40250	842	187
40250	843	187
40250	844	187
40250	845	186
40250	846	187
40250	847	186
40250	848	186
40250	849	187
40250	850	186
40250	851	187
40250	852	186
40250	853	187
40250	854	186
40250	855	186
40250	856	187
40250	857	186
40250	858	186
40250	859	186
40250	860	186
40250	861	187
40250	862	186
40250	863	186
40250	864	186
40250	865	186
40250	866	187
40250	867	186
40250	868	186
40250	869	186
40250	870	186
40250	871	186
40250	872	186
40250	873	187
40250	874	186
40250	875	187
40250	876	187
40250	877	187
40250	878	187
40250	879	187
40250	880	186
40250	881	186
40250	882	186
40250	883	186
40250	884	187
40250	885	187
40250	886	186
40250	887	186
40250	888	186
40250	889	186
40250	890	186
40250	891	186
40250	892	187
40250	893	186
40250	894	187
40250	895	186
40250	896	186
40250	897	186
40250	898	187
40250	899	186
40250	900	187
40250	901	185
40250	902	186
40250	903	186
40250	904	186
40250	905	187
40250	906	186
40250	907	186
40250	908	187
40250	909	187
40250	910	186
40250	911	187
40250	912	187
40250	913	186
40250	914	186
40250	915	186
40250	916	186
40250	917	186
40250	918	187
40250	919	187
40250	920	186
40250	921	186
40250	922	186
40250	923	186
40250	924	186
40250	925	186
40250	926	186
40250	927	185
40250	928	187
40250	929	186
40250	930	186
40250	931	187
40250	932	187
40250	933	187
40250	934	187
40250	935	186
40250	936	186
40250	937	187
40250	938	186
40250	939	187
40250	940	187
40250	941	187
40250	942	186
40250	943	186
40250	944	186
40250	945	187
40250	946	187
40250	947	186
40250	948	186
40250	949	186
40250	950	186
40250	951	187
40250	952	186
40250	953	187
40250	954	186
40250	955	187
40250	956	186
40250	957	185
40250	958	186
40250	959	187
40250	960	187
40250	961	187
40250	962	186
40250	963	187
40250	964	187
40250	965	186
40250	966	186
40250	967	187
40250	968	186
40250	969	186
40250	970	186
40250	971	187
40250	972	187
40250	973	186
40250	974	186
40250	975	187
40250	976	187
40250	977	186
40250	978	186
40250	979	187
40250	980	187
40250	981	186
40250	982	186
40250	983	186
40250	984	186
40250	985	187
40250	986	186
40250	987	186
40250	988	186
40250	989	186
40250	990	186
40250	991	187
40250	992	187
40250	993	186
40250	994	186
40250	995	186
40250	996	186
40250	997	187
40250	998	186
40250	999	185
44750	0	203
44750	1	203
44750	2	202
44750	3	202
44750	4	202
44750	5	202
44750	6	203
44750	7	203
44750	8	202
44750	9	202
44750	10	202
44750	11	202
44750	12	202
44750	13	203
44750	14	202
44750	15	202
44750	16	202
44750	17	202
44750	18	203
44750	19	203
44750	20	202
44750	21	203
44750	22	202
44750	23	202
44750	24	202
44750	25	202
44750	26	203
44750	27	202
44750	28	202
44750	29	203
44750	30	203
44750	31	202
44750	32	203
44750	33	202
44750	34	202
44750	35	202
44750	36	202
44750	37	202
44750	38	202
44750	39	202
44750	40	203
44750	41	203
44750	42	202
44750	43	202
44750	44	202
44750	45	202
44750	46	203
44750	47	202
44750	48	203
44750	49	202
44750	50	203
44750	51	202
44750	52	202
44750	53	203
44750	54	202
44750	55	202
44750	56	202
44750	57	202
44750	58	203
44750	59	202
44750	60	203
44750	61	202
44750	62	202
44750	63	202
44750	64	203
44750	65	202
44750	66	203
44750	67	203
44750	68	202
44750	69	203
44750	70	202
44750	71	202
44750	72	202
44750	73	203
44750	74	202
44750	75	202
44750	76	202
44750	77	202
44750	78	202
44750	79	203
44750	80	202
44750	81	202
44750	82	203
44750	83	203
44750	84	203
44750	85	203
44750	86	203
44750	87	203
44750	88	202
44750	89	203
44750	90	203
44750	91	203
44750	92	202
44750	93	202
44750	94	203
44750	95	203
44750	96	202
44750	97	202
44750	98	202
44750	99	202
44750	100	203
44750	101	203
44750	102	202
44750	103	202
44750	104	203
44750	105	202
44750	106	203
44750	107	202
44750	108	202
44750	109	203
44750	110	202
44750	111	203
44750	112	202
44750	113	202
44750	114	202
44750	115	202
44750	116	202
44750	117	202
44750	118	202
44750	119	203
44750	120	203
44750	121	202
44750	122	202
44750	123	202
44750	124	201
44750	125	202
44750	126	202
44750	127	203
44750	128	203
44750	129	202
44750	130	203
44750	131	202
44750	132	202
44750	133	203
44750	134	202
44750	135	201
44750	136	203
44750	137	202
44750	138	203
44750	139	203
44750	140	203
44750	141	202
44750	142	202
44750	143	203
44750	144	202
44750	145	203
44750	146	202
44750	147	203
44750	148	202
44750	149	202
44750	150	202
44750	151	202
44750	152	202
44750	153	202
44750	154	203
44750	155	202
44750	156	202
44750	157	202
44750	158	203
44750	159	203
44750	160	203
44750	161	203
44750	162	202
44750	163	202
44750	164	202
44750	165	203
44750	166	203
44750	167	203
44750	168	203
44750	169	202
44750	170	202
44750	171	202
44750	172	202
44750	173	203
44750	174	203
44750	175	203
44750	176	203
44750	177	203
44750	178	203
44750	179	202
44750	180	203
44750	181	203
44750	182	202
44750	183	202
44750	184	202
44750	185	202
44750	186	203
44750	187	202
44750	188	202
44750	189	202
44750	190	202
44750	191	203
44750	192	202
44750	193	203
44750	194	202
44750	195	202
44750	196	202
44750	197	203
44750	198	202
44750	199	202
44750	200	203
44750	201	203
44750	202	203
44750	203	202
44750	204	202
44750	205	203
44750	206	202
44750	207	202
44750	208	203
44750	209	202
44750	210	202
44750	211	203
44750	212	202
44750	213	203
44750	214	202
44750	215	203
44750	216	203
44750	217	201
44750	218	203
44750	219	203
44750	220	202
44750	221	203
44750	222	203
44750	223	203
44750	224	201
44750	225	202
44750	226	202
44750	227	203
44750	228	202
44750	229	203
44750	230	203
44750	231	203
44750	232	202
44750	233	202
44750	234	202
44750	235	202
44750	236	203
44750	237	202
44750	238	202
44750	239	203
44750	240	202
44750	241	203
44750	242	202
44750	243	203
44750	244	203
44750	245	203
44750	246	202
44750	247	202
44750	248	202
44750	249	202
44750	250	203
44750	251	203
44750	252	203
44750	253	203
44750	254	203
44750	255	202
44750	256	203
44750	257	202
44750	258	202
44750	259	202
44750	260	202
44750	261	202
44750	262	203
44750	263	202
44750	264	202
44750	265	203
44750	266	203
44750	267	201
44750	268	202
44750	269	202
44750	270	202
44750	271	203
44750	272	202
44750	273	203
44750	274	202
44750	275	202
44750	276	203
44750	277	202
44750	278	203
44750	279	203
44750	280	202
44750	281	203
44750	282	203
44750	283	202
44750	284	202
44750	285	202
44750	286	202
44750	287	202
44750	288	202
44750	289	202
44750	290	203
44750	291	203
44750	292	202
44750	293	203
44750	294	202
44750	295	203
44750	296	203
44750	297	202
44750	298	203
44750	299	202
44750	300	202
44750	301	202
44750	302	203
44750	303	203
44750	304	203
44750	305	203
44750	306	202
44750	307	202
44750	308	203
44750	309	202
44750	310	202
44750	311	203
44750	312	202
44750	313	203
44750	314	203
44750	315	202
44750	316	203
44750	317	203
44750	318	202
44750	319	203
44750	320	202
44750	321	202
44750	322	202
44750	323	202
44750	324	203
44750	325	202
44750	326	203
44750	327	203
44750	328	202
44750	329	202
44750	330	203
44750	331	202
44750	332	203
44750	333	202
44750	334	202
44750	335	203
44750	336	202
44750	337	203
44750	338	203
44750	339	202
44750	340	202
44750	341	202
44750	342	202
44750	343	203
44750	344	203
44750	345	203
44750	346	202
44750	347	203
44750	348	203
44750	349	202
44750	350	202
44750	351	203
44750	352	202
44750	353	202
44750	354	202
44750	355	202
44750	356	202
44750	357	202
44750	358	202
44750	359	202
44750	360	202
44750	361	202
44750	362	203
44750	363	203
44750	364	202
44750	365	203
44750	366	203
44750	367	202
44750	368	203
44750	369	202
44750	370	202
44750	371	203
44750	372	203
44750	373	202
44750	374	202
44750	375	203
44750	376	202
44750	377	202
44750	378	202
44750	379	203
44750	380	202
44750	381	202
44750	382	203
44750	383	202
44750	384	202
44750	385	203
44750	386	202
44750	387	202
44750	388	203
44750	389	202
44750	390	202
44750	391	203
44750	392	203
44750	393	203
44750	394	201
44750	395	202
44750	396	202
44750	397	202
44750	398	202
44750	399	202
44750	400	202
44750	401	203
44750	402	203
44750	403	202
44750	404	202
44750	405	203
44750	406	203
44750	407	202
44750	408	203
44750	409	202
44750	410	203
44750	411	202
44750	412	202
44750	413	202
44750	414	203
44750	415	202
44750	416	202
44750	417	202
44750	418	202
44750	419	202
44750	420	203
44750	421	202
44750	422	202
44750	423	202
44750	424	202
44750	425	201
44750	426	202
44750	427	202
44750	428	202
44750	429	202
44750	430	203
44750	431	202
44750	432	202
44750	433	203
44750	434	202
44750	435	203
44750	436	203
44750	437	203
44750	438	202
44750	439	203
44750	440	203
44750	441	203
44750	442	202
44750	443	203
44750	444	202
44750	445	203
44750	446	202
44750	447	202
44750	448	203
44750	449	202
44750	450	203
44750	451	202
44750	452	202
44750	453	203
44750	454	203
44750	455	201
44750	456	202
44750	457	202
44750	458	203
44750	459	202
44750	460	202
44750	461	202
44750	462	202
44750	463	202
44750	464	202
44750	465	202
44750	466	203
44750	467	202
44750	468	202
44750	469	203
44750	470	202
44750	471	203
44750	472	201
44750	473	202
44750	474	203
44750	475	203
44750	476	203
44750	477	203
44750	478	203
44750	479	202
44750	480	202
44750	481	203
44750	482	202
44750	483	203
44750	484	202
44750	485	203
44750	486	202
44750	487	203
44750	488	203
44750	489	202
44750	490	203
44750	491	202
44750	492	203
44750	493	203
44750	494	201
44750	495	202
44750	496	202
44750	497	202
44750	498	202
44750	499	203
44750	500	202
44750	501	202
44750	502	202
44750	503	202
44750	504	202
44750	505	202
44750	506	203
44750	507	202
44750	508	202
44750	509	202
44750	510	202
44750	511	203
44750	512	202
44750	513	203
44750	514	203
44750	515	203
44750	516	202
44750	517	202
44750	518	202
44750	519	203
44750	520	202
44750	521	202
44750	522	202
44750	523	202
44750	524	201
44750	525	202
44750	526	203
44750	527	203
44750	528	202
44750	529	202
44750	530	201
44750	531	203
44750	532	202
44750	533	202
44750	534	202
44750	535	202
44750	536	203
44750	537	202
44750	538	203
44750	539	203
44750	540	202
44750	541	203
44750	542	203
44750	543	202
44750	544	203
44750	545	201
44750	546	203
44750	547	202
44750	548	201
44750	549	202
44750	550	202
44750	551	203
44750	552	201
44750	553	201
44750	554	202
44750	555	203
44750	556	203
44750	557	202
44750	558	202
44750	559	202
44750	560	202
44750	561	202
44750	562	203
44750	563	202
44750	564	202
44750	565	203
44750	566	202
44750	567	202
44750	568	202
44750	569	203
44750	570	203
44750	571	201
44750	572	202
44750	573	202
44750	574	203
44750	575	203
44750	576	203
44750	577	202
44750	578	202
44750	579	203
44750	580	202
44750	581	203
44750	582	203
44750	583	203
44750	584	203
44750	585	202
44750	586	202
44750	587	203
44750	588	202
44750	589	203
44750	590	202
44750	591	203
44750	592	202
44750	593	203
44750	594	202
44750	595	202
44750	596	203
44750	597	202
44750	598	203
44750	599	202
44750	600	202
44750	601	202
44750	602	203
44750	603	202
44750	604	202
44750	605	203
44750	606	203
44750	607	203
44750	608	202
44750	609	202
44750	610	202
44750	611	202
44750	612	202
44750	613	202
44750	614	202
44750	615	203
44750	616	202
44750	617	202
44750	618	203
44750	619	202
44750	620	203
44750	621	203
44750	622	202
44750	623	203
44750	624	203
44750	625	203
44750	626	202
44750	627	203
44750	628	202
44750	629	203
44750	630	202
44750	631	202
44750	632	202
44750	633	203
44750	634	202
44750	635	202
44750	636	203
44750	637	202
44750	638	203
44750	639	202
44750	640	202
44750	641	203
44750	642	201
44750	643	203
44750	644	203
44750	645	202
44750	646	203
44750	647	203
44750	648	202
44750	649	203
44750	650	202
44750	651	201
44750	652	202
44750	653	202
44750	654	202
44750	655	202
44750	656	203
44750	657	202
44750	658	203
44750	659	202
44750	660	203
44750	661	203
44750	662	202
44750	663	203
44750	664	202
44750	665	202
44750	666	202
44750	667	202
44750	668	203
44750	669	202
44750	670	203
44750	671	202
44750	672	203
44750	673	202
44750	674	202
44750	675	202
44750	676	202
44750	677	203
44750	678	203
44750	679	202
44750	680	203
44750	681	202
44750	682	202
44750	683	203
44750	684	201
44750	685	202
44750	686	203
44750	687	202
44750	688	203
44750	689	202
44750	690	203
44750	691	202
44750	692	203
44750	693	203
44750	694	203
44750	695	202
44750	696	202
44750	697	203
44750	698	203
44750	699	201
44750	700	203
44750	701	202
44750	702	202
44750	703	203
44750	704	203
44750	705	203
44750	706	202
44750	707	202
44750	708	203
44750	709	203
44750	710	203
44750	711	202
44750	712	203
44750	713	202
44750	714	203
44750	715	201
44750	716	203
44750	717	202
44750	718	202
44750	719	203
44750	720	203
44750	721	202
44750	722	202
44750	723	202
44750	724	202
44750	725	202
44750	726	203
44750	727	203
44750	728	202
44750	729	202
44750	730	203
44750	731	202
44750	732	203
44750	733	202
44750	734	203
44750	735	203
44750	736	202
44750	737	202
44750	738	201
44750	739	202
44750	740	202
44750	741	202
44750	742	203
44750	743	202
44750	744	203
44750	745	203
44750	746	202
44750	747	202
44750	748	202
44750	749	202
44750	750	203
44750	751	202
44750	752	202
44750	753	202
44750	754	202
44750	755	202
44750	756	203
44750	757	202
44750	758	202
44750	759	202
44750	760	203
44750	761	201
44750	762	202
44750	763	201
44750	764	202
44750	765	202
44750	766	202
44750	767	203
44750	768	202
44750	769	202
44750	770	202
44750	771	203
44750	772	203
44750	773	203
44750	774	202
44750	775	202
44750	776	203
44750	777	202
44750	778	202
44750	779	202
44750	780	202
44750	781	203
44750	782	203
44750	783	202
44750	784	202
44750	785	202
44750	786	202
44750	787	202
44750	788	203
44750	789	203
44750	790	202
44750	791	201
44750	792	202
44750	793	202
44750	794	203
44750	795	202
44750	796	202
44750	797	203
44750	798	202
44750	799	203
44750	800	202
44750	801	203
44750	802	203
44750	803	202
44750	804	202
44750	805	202
44750	806	202
44750	807	202
44750	808	202
44750	809	202
44750	810	201
44750	811	202
44750	812	203
44750	813	203
44750	814	202
44750	815	203
44750	816	202
44750	817	202
44750	818	202
44750	819	202
44750	820	202
44750	821	202
44750	822	202
44750	823	202
44750	824	203
44750	825	202
44750	826	202
44750	827	202
44750	828	201
44750	829	203
44750	830	203
44750	831	203
44750	832	202
44750	833	203
44750	834	202
44750	835	203
44750	836	203
44750	837	203
44750	838	202
44750	839	202
44750	840	202
44750	841	203
44750	842	203
44750	843	202
44750	844	203
44750	845	202
44750	846	202
44750	847	202
44750	848	203
44750	849	203
44750	850	203
44750	851	203
44750	852	202
44750	853	202
44750	854	202
44750	855	202
44750	856	202
44750	857	202
44750	858	203
44750	859	202
44750	860	202
44750	861	202
44750	862	202
44750	863	203
44750	864	201
44750	865	203
44750	866	203
44750	867	202
44750	868	203
44750	869	202
44750	870	202
44750	871	201
44750	872	202
44750	873	202
44750	874	203
44750	875	202
44750	876	202
44750	877	202
44750	878	202
44750	879	203
44750	880	203
44750	881	202
44750	882	203
44750	883	202
44750	884	203
44750	885	203
44750	886	202
44750	887	202
44750	888	203
44750	889	202
44750	890	202
44750	891	202
44750	892	202
44750	893	202
44750	894	202
44750	895	203
44750	896	203
44750	897	202
44750	898	202
44750	899	203
44750	900	202
44750	901	203
44750	902	202
44750	903	202
44750	904	203
44750	905	202
44750	906	203
44750	907	203
44750	908	203
44750	909	202
44750	910	203
44750	911	203
44750	912	202
44750	913	202
44750	914	202
44750	915	203
44750	916	202
44750	917	202
44750	918	202
44750	919	203
44750	920	203
44750	921	203
44750	922	202
44750	923	202
44750	924	203
44750	925	202
44750	926	203
44750	927	203
44750	928	202
44750	929	202
44750	930	203
44750	931	203
44750	932	202
44750	933	202
44750	934	202
44750	935	203
44750	936	203
44750	937	202
44750	938	202
44750	939	202
44750	940	203
44750	941	202
44750	942	202
44750	943	202
44750	944	202
44750	945	202
44750	946	202
44750	947	202
44750	948	203
44750	949	202
44750	950	203
44750	951	202
44750	952	203
44750	953	203
44750	954	202
44750	955	202
44750	956	203
44750	957	203
44750	958	202
44750	959	202
44750	960	202
44750	961	203
44750	962	203
44750	963	202
44750	964	203
44750	965	202
44750	966	202
44750	967	202
44750	968	203
44750	969	202
44750	970	203
44750	971	202
44750	972	203
44750	973	203
44750	974	203
44750	975	202
44750	976	202
44750	977	202
44750	978	202
44750	979	202
44750	980	203
44750	981	202
44750	982	202
44750	983	203
44750	984	203
44750	985	203
44750	986	203
44750	987	203
44750	988	203
44750	989	203
44750	990	202
44750	991	202
44750	992	203
44750	993	202
44750	994	202
44750	995	202
44750	996	203
44750	997	202
44750	998	202
44750	999	203
27750	0	150
27750	1	150
27750	2	151
27750	3	151
27750	4	150
27750	5	150
27750	6	150
27750	7	150
27750	8	150
27750	9	150
27750	10	150
27750	11	150
27750	12	150
27750	13	151
27750	14	151
27750	15	151
27750	16	151
27750	17	151
27750	18	150
27750	19	149
27750	20	150
27750	21	150
27750	22	151
27750	23	150
27750	24	150
27750	25	150
27750	26	151
27750	27	151
27750	28	150
27750	29	151
27750	30	150
27750	31	150
27750	32	150
27750	33	150
27750	34	150
27750	35	150
27750	36	150
27750	37	150
27750	38	150
27750	39	151
27750	40	150
27750	41	150
27750	42	151
27750	43	151
27750	44	150
27750	45	151
27750	46	150
27750	47	151
27750	48	150
27750	49	150
27750	50	149
27750	51	149
27750	52	151
27750	53	151
27750	54	151
27750	55	151
27750	56	150
27750	57	151
27750	58	150
27750	59	150
27750	60	150
27750	61	150
27750	62	150
27750	63	150
27750	64	151
27750	65	150
27750	66	149
27750	67	150
27750	68	151
27750	69	150
27750	70	150
27750	71	151
27750	72	149
27750	73	150
27750	74	150
27750	75	150
27750	76	150
27750	77	150
27750	78	151
27750	79	150
27750	80	150
27750	81	150
27750	82	151
27750	83	150
27750	84	150
27750	85	150
27750	86	150
27750	87	150
27750	88	150
27750	89	151
27750	90	150
27750	91	150
27750	92	151
27750	93	151
27750	94	150
27750	95	150
27750	96	150
27750	97	150
27750	98	150
27750	99	151
27750	100	151
27750	101	150
27750	102	150
27750	103	149
27750	104	150
27750	105	151
27750	106	149
27750	107	150
27750	108	150
27750	109	150
27750	110	150
27750	111	150
27750	112	151
27750	113	151
27750	114	150
27750	115	151
27750	116	150
27750	117	151
27750	118	150
27750	119	150
27750	120	151
27750	121	150
27750	122	151
27750	123	150
27750	124	150
27750	125	150
27750	126	149
27750	127	150
27750	128	150
27750	129	150
27750	130	151
27750	131	151
27750	132	150
27750	133	150
27750	134	151
27750	135	151
27750	136	150
27750	137	150
27750	138	151
27750	139	149
27750	140	151
27750	141	150
27750	142	151
27750	143	150
27750	144	150
27750	145	151
27750	146	150
27750	147	150
27750	148	150
27750	149	150
27750	150	151
27750	151	151
27750	152	151
27750	153	150
27750	154	150
27750	155	150
27750	156	150
27750	157	151
27750	158	150
27750	159	151
27750	160	151
27750	161	150
27750	162	151
27750	163	151
27750	164	150
27750	165	150
27750	166	151
27750	167	150
27750	168	149
27750	169	150
27750	170	150
27750	171	151
27750	172	151
27750	173	150
27750	174	151
27750	175	151
27750	176	149
27750	177	150
27750	178	151
27750	179	151
27750	180	150
27750	181	150
27750	182	150
27750	183	150
27750	184	150
27750	185	150
27750	186	150
27750	187	151
27750	188	150
27750	189	150
27750	190	151
27750	191	150
27750	192	151
27750	193	150
27750	194	149
27750	195	151
27750	196	151
27750	197	150
27750	198	151
27750	199	150
27750	200	149
27750	201	150
27750	202	151
27750	203	150
27750	204	150
27750	205	151
27750	206	150
27750	207	149
27750	208	151
27750	209	150
27750	210	150
27750	211	151
27750	212	150
27750	213	150
27750	214	150
27750	215	150
27750	216	151
27750	217	150
27750	218	151
27750	219	149
27750	220	150
27750	221	151
27750	222	150
27750	223	151
27750	224	151
27750	225	150
27750	226	150
27750	227	150
27750	228	151
27750	229	151
27750	230	151
27750	231	150
27750	232	150
27750	233	151
27750	234	150
27750	235	151
27750	236	151
27750	237	150
27750	238	151
27750	239	151
27750	240	150
27750	241	151
27750	242	150
27750	243	150
27750	244	151
27750	245	150
27750	246	150
27750	247	151
27750	248	151
27750	249	151
27750	250	151
27750	251	150
27750	252	151
27750	253	150
27750	254	150
27750	255	151
27750	256	150
27750	257	151
27750	258	150
27750	259	149
27750	260	151
27750	261	150
27750	262	151
27750	263	150
27750	264	151
27750	265	150
27750	266	151
27750	267	151
27750	268	151
27750	269	150
27750	270	150
27750	271	150
27750	272	150
27750	273	150
27750	274	151
27750	275	150
27750	276	151
27750	277	151
27750	278	149
27750	279	151
27750	280	151
27750	281	151
27750	282	151
27750	283	150
27750	284	150
27750	285	150
27750	286	150
27750	287	150
27750	288	151
27750	289	150
27750	290	150
27750	291	151
27750	292	150
27750	293	150
27750	294	151
27750	295	150
27750	296	150
27750	297	150
27750	298	150
27750	299	150
27750	300	151
27750	301	150
27750	302	150
27750	303	151
27750	304	150
27750	305	151
27750	306	151
27750	307	151
27750	308	150
27750	309	151
27750	310	151
27750	311	151
27750	312	149
27750	313	151
27750	314	151
27750	315	150
27750	316	151
27750	317	151
27750	318	150
27750	319	150
27750	320	150
27750	321	150
27750	322	150
27750	323	150
27750	324	151
27750	325	150
27750	326	150
27750	327	150
27750	328	150
27750	329	151
27750	330	151
27750	331	151
27750	332	150
27750	333	150
27750	334	151
27750	335	150
27750	336	151
27750	337	151
27750	338	151
27750	339	151
27750	340	149
27750	341	150
27750	342	150
27750	343	151
27750	344	151
27750	345	151
27750	346	150
27750	347	150
27750	348	150
27750	349	150
27750	350	150
27750	351	150
27750	352	151
27750	353	149
27750	354	149
27750	355	150
27750	356	150
27750	357	151
27750	358	150
27750	359	150
27750	360	151
27750	361	151
27750	362	151
27750	363	150
27750	364	151
27750	365	150
27750	366	151
27750	367	150
27750	368	151
27750	369	149
27750	370	151
27750	371	150
27750	372	150
27750	373	150
27750	374	150
27750	375	151
27750	376	150
27750	377	151
27750	378	151
27750	379	150
27750	380	150
27750	381	150
27750	382	150
27750	383	150
27750	384	150
27750	385	151
27750	386	150
27750	387	150
27750	388	150
27750	389	151
27750	390	150
27750	391	150
27750	392	150
27750	393	150
27750	394	149
27750	395	150
27750	396	150
27750	397	150
27750	398	150
27750	399	150
27750	400	149
27750	401	150
27750	402	150
27750	403	151
27750	404	150
27750	405	150
27750	406	150
27750	407	150
27750	408	150
27750	409	150
27750	410	150
27750	411	150
27750	412	151
27750	413	150
27750	414	150
27750	415	150
27750	416	150
27750	417	150
27750	418	150
27750	419	151
27750	420	150
27750	421	150
27750	422	150
27750	423	150
27750	424	151
27750	425	151
27750	426	150
27750	427	151
27750	428	151
27750	429	149
27750	430	151
27750	431	151
27750	432	151
27750	433	150
27750	434	151
27750	435	150
27750	436	150
27750	437	151
27750	438	150
27750	439	150
27750	440	151
27750	441	149
27750	442	149
27750	443	150
27750	444	150
27750	445	151
27750	446	151
27750	447	149
27750	448	151
27750	449	151
27750	450	151
27750	451	150
27750	452	150
27750	453	150
27750	454	150
27750	455	151
27750	456	150
27750	457	151
27750	458	150
27750	459	150
27750	460	151
27750	461	149
27750	462	151
27750	463	150
27750	464	150
27750	465	150
27750	466	151
27750	467	151
27750	468	150
27750	469	150
