"ECB_00737"	"ECB_01992"	"ECB_02816"	"ECB_03722"	"acpP"	"appC"	"arcA"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"malT"	"metH"	"mokC"	"mreB"	"mreC"	"nadR"	"nudC"	"oppD"	"phoH"	"prlA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"rfbB"	"rne"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeR"	"yeeU"	"yfaQ"	"yfcTU"	"yggM"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"ybbN"	0	0	0	0	0.0261635550135222	0	0	0	0	0	-0.00129174918903452	0	0.0674581014226773	0.133686887793501	0	0	0.0217669558892425	0	0	0	0	0	0	0	0.013747052299462	0	0	0	0	0	0	0	0	0	0	-0.00420064534477621	0	0	0	-0.00410404978745885	0	-0.000884309543157607	0	0	0	0	0	0	0	0	0	1	0.00392505356904313	0	0	0	0.00512262842860691	0.0276770010016757	0.00268147471197418	0	0	0	0	0	0	0	0	0	0	0	-0.0221721656789961	0.022359364711517	0	0.0430787588536141
"ybeB"	0	-0.00734278588963068	0	0	0.0340040388230417	0	0	0	0	0	-0.0179232764860893	0	0.174778788367885	0.126690332294204	0.0109988577166229	0	0.0300775551529123	0.024205540894272	0	0	0	-0.0232501785438091	0	0	0.0864947079319844	0	0	0	0	0	0	0	0	0	0	0	0.0181282437907837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392505356904313	1	0	0.0136367172919283	-0.00888912170117217	0.00935962306846214	0.0351428243813441	0.00625435951887456	0	0.000530263942718097	0.0094111191902623	0	0	0	0	0	0	0	0	-0.0732414417604192	-0.0772716723434022	0	0.04700054830698
"ybhP"	0	0.0169693938583896	0	0.00533693046604857	0	0	0	0	0	0	-0.0572697994312751	0	-0.0380290508548437	-0.00588028696222835	0	0	0	0	0	0	0	0	0	0	-0.000871422689647102	0	0	0	0.00254908963127207	0	0	0	0	0	0.000863527917807063	0	0	0	0	0	0	0	0.00212277479933938	0	0	0	0	0	0	0	0	0	0	1	0	0.019330618162357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201143940081322	0	0	0
"ycdM"	0	0	0	0	0	0	0	0	0	0	-0.00125052494429853	0	0.101875212707194	0.00957908751448843	0	0	0	0	0	0	0	0	0	0	0.0267569457827764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136367172919283	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13825780380719	0	0
"yceK"	0	0.0286935338251101	0	0.0219577532786185	-0.00719161852713823	0	0	0	0	0	-0.0492970556949941	0	-0.0459355406559682	-0.0250670170403158	0	0	-0.00505136518694315	0	0	0	0	0	0	0	-0.0179071912555797	0	0	0	0.0202194339561643	0	0	0	0	0	0.0191333937227339	0	0	0	0	0	0	0	0.01993627331518	-0.000677873693530772	0	0.0145071492001186	0.00986066529233241	0	0	0.0129707943908457	0	0	-0.00888912170117217	0.019330618162357	0	1	0	-0.00761489434250986	0	0	0	0	0	0	0	0	0	0	0	0.0136057620639668	0.170795896797901	0	0	-0.011408997596351
"ycfC"	0.00170717082845998	0	0	0	0.0279235629133226	0	0	0	0	0	-0.00364667348354391	-0.00130587643791906	0.0694852063464369	0.130747674212451	0	0	0.0239036846198432	0	0	0	0	0	0	0	0.0183888059088972	0	0	0	0	0	0.00150206374585354	0	0	0	0	-0.00778670670710541	0	0	0	-0.00770085271038736	0	-0.00480362106159463	0	0	0	0	0	0	0	0	0	0.00512262842860691	0.00935962306846214	0	0	0	1	0.0292972547036229	0.00682855304097686	0	0.00269307084188541	0	0	0	0	0	0	0	0	0	-0.0263638960542873	0.0201665303703312	0	0.043650422610302
"yebY"	0.0261690385635117	-0.0060749668218717	0	0	0.0344713355155334	0	0	0.0241264241266092	0	0	-0.0221800788198618	-0.0251861050041677	0.0706301921811719	0.0962431651206067	0	0	0.0334514135927629	0	0	0	0	0	0.00209033844946846	0	0.0400246688321744	-0.0258204471419732	0	0	0	0	0.0260531457434538	0	0	0	0	-0.0279854075633747	0	0	0	-0.0279600316630417	0	-0.0268583785888368	0	-0.00421827292350097	0	0	0	-0.0231647062421619	0	0	0	0.0276770010016757	0.0351428243813441	0	0	-0.00761489434250986	0.0292972547036229	1	0.0284378113579924	0.0196857517425141	0.0266304707218373	0	0.0193677659077006	0	0	0	0	0.0104141636413587	0	0	-0.0323506056575136	0.0075060924354309	0	0.0409519153982101
"yecE"	0	0	0	0	0.0269828957785745	0	0	0	0	0	-0.00234640497469426	0	0.0684199689522132	0.132771343650903	0	0	0.0227273889724624	0	0	0	0	0	0	0	0.0157233031755196	0	0	0	0	0	0	0	0	0	0	-0.00575802980023	0	0	0	-0.00566728877301684	0	-0.00259516008156321	0	0	0	0	0	0	0	0	0	0.00268147471197418	0.00625435951887456	0	0	0	0.00682855304097686	0.0284378113579924	1	0	8.74053413308206e-05	0	0	0	0	0	0	0	0	0	-0.0239867200983539	0.0215729378463655	0	0.0434604808106985
"yeeR"	0	0	0	0	0.0178252076701242	0	0	0	0	0	0	0	0.0577412009915074	0.135949766001993	0	0	0.0121382337939067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196857517425141	0	1	0	0	0	0	0	0	0	0	0	0	-0.00784988985720272	0.0210486789146953	0	0.0382212386137729
"yeeU"	0	0	0	0	0.0250354436710694	0	0	0	0	0	-0.000132868920223612	0	0.0662854887784557	0.135411187356073	0	0	0.0203446324268418	0	0	0	0	0	0	0	0.0108151244300609	0	0	0	0	0	0	0	0	0	0	-0.00172180893025559	0	0	0	-0.00162165214183139	0	0	0	0	0	0	0	0	0	0	0	0	0.000530263942718097	0	0	0	0.00269307084188541	0.0266304707218373	8.74053413308206e-05	0	1	0	0	0	0	0	0	0	0	0	-0.0195089394877286	0.0231698747221659	0	0.0427834034297516
"yfaQ"	0	0	0	0	0	0	0	0	0	0	-0.00054145510901768	0	0.101342057510175	0.00862586728593683	0	0	0	0	0	0	0	0	0	0	0.0232186031502381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094111191902623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.135945352903566	0	0
"yfcTU"	0	0	0	0	0.017490839879132	0	0	0	0	0	0	0	0.0573132741020524	0.135912467391617	0	0	0.0117673516311086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193677659077006	0	0	0	0	1	0	0	0	0	0	0	0	-0.00729515044742064	0.0208917285365253	0	0.0379968183602565
"yggM"	0	0	0.00701349349389077	0	0	0	0	0	0.0108529968292817	0	0	0	-0.00246400603308041	0.00119222361693058	0	0	0	0	0.0131960628746014	0	0	0	0	0	0	0	0.0130119009907131	0	0	0.0155809081565207	0	0.0105061142503486	0	0	0	0	0	0.0120693912228156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0137482659548917	0	0	0	0	0	0	0.215796704135264	0	0
"ygjD"	0	0	0.00716019504220727	0	0	0	0	0	0.010986621955525	0	0	0	-0.00256677479589895	0.00123429260668382	0	0	0	0	0.0133353539278948	0	0	0	0	0	0	0	0.0131542822028354	0	0	0.0157069117989245	0	0.0106338730937496	0	0	0	0	0	0.012177059483905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137482659548917	1	0	0	0	0	0	0	0.215768388201587	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	-0.102854251462669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0729082415837931	0.00073972359883795	0	-0.00343375000680969
"yhdJ"	0	0	0	0	0	0.0153307618127153	0	0	0	0	0.128807604116255	0	-0.0295065460642537	-0.0626880164711661	0	0	0	0	0	0	-0.00121134785915546	0	0	0	0	0	0	0	0	0	0	0	0	0.0159887329167726	0	0	0	0	0	0	0.0143508924339703	0	0	0.0376081084608708	0	0	0	0	0.018108734657601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0163215425812836	0	-0.110779319285435	0.00641007093512808	0.0146340448309399	-0.00490006253171509
"yieO"	0	0	0	0	0.00789750249043595	0	0	0	0	0	-0.000329091638886004	0	0	0.152822701564273	0	0	0.000530644351206121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000722173530151967	0	0	0	-0.000547461768249367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104141636413587	0	0	0	0	0	0	0	0	0	1	0	0	0	0.188256399454521	0	0.0349447247471703
"yihP"	0	0	0	0	0	0.00962358915960807	0	0	0	0	0.131838719708363	0	-0.0283036580369062	-0.0607451896955231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103891398139754	0	0	0	0	0	0	0.00848315767692114	0	0	0.0352318662701498	0	0	0	0	0.0128485970097992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163215425812836	0	1	0	-0.109918073637589	0.00845307935057877	0.00881093513076207	-0.0016319430984503
"yjcE"	0	0.0109163272615522	0	0	0	0	0	0	0	0	-0.0564532003064684	0	-0.0267229490753808	-0.0042962561769568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136057620639668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.203302751462581	0	0	0
"yjjY"	-0.0188929300349081	0.175221405707433	0	0.196556160651547	-0.0332672587782839	-0.109654834353964	-0.206526135498247	-0.0154912844738143	0	0	-0.078557691703785	0	-0.0430089748495463	-0.0126443097681977	0	0	-0.0351008180154186	-0.00374071606887808	0	0	0.161011006029287	0.15572544216794	0	-0.069959196598331	-0.0760226222427169	0	0	0	0.199924167644529	0	-0.0185221467470996	0	0	-0.109883599341341	0.20139707714902	0	-0.00153700588408881	0	0	0	-0.109805886993145	0	0.200318607153059	-0.104422243626174	0	0.203533979207808	0.20183706526261	0	-0.110270309798606	0.20301864532857	-0.220532972411966	-0.0221721656789961	-0.0732414417604192	0.201143940081322	0	0.170795896797901	-0.0263638960542873	-0.0323506056575136	-0.0239867200983539	-0.00784988985720272	-0.0195089394877286	0	-0.00729515044742064	0	0	0.0729082415837931	-0.110779319285435	0	-0.109918073637589	0.203302751462581	1	0	-0.109680286800838	-0.0229748477507272
"ylcG"	0.0233071740306831	0	0.219953882035673	0	0.00743009403641459	0.00869216154769863	0.162312628687278	0.0230482879065862	0.217776447251645	-0.221165192484242	0.0110048557417396	-0.104235069134034	-0.0628944731200186	0.0110785172569471	-0.136674757857929	0	0.00789029211379672	-0.146785953724829	0.216110832138129	-0.0648541020356558	-0.0822381049603304	0.182120720298416	0.165909607774582	0.155395863866829	-0.0728395333083511	0	0.216284899633376	0.117540457959807	0	0.214230466900688	0.023393578114524	0.218066382156809	0	0.0085643389477665	0	-0.110250640825282	-0.141403801780533	0.217013463403093	-0.127480002795539	-0.110225944668813	0.0091521889646076	-0.107663804094938	0	0	0.128863636951041	0	0	-0.100678622507058	0.00774209673346182	0	-0.108626807979415	0.022359364711517	-0.0772716723434022	0	-0.13825780380719	0	0.0201665303703312	0.0075060924354309	0.0215729378463655	0.0210486789146953	0.0231698747221659	-0.135945352903566	0.0208917285365253	0.215796704135264	0.215768388201587	0.00073972359883795	0.00641007093512808	0.188256399454521	0.00845307935057877	0	0	1	0.00895090347743045	0.00654957578153241
"yqeB"	0	0	0	0	0	0.00760010501939469	0	0	0	0	0.132986907645085	0	-0.0278647605166542	-0.0602138695729176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840538113727655	0	0	0	0	0	0	0.00640189192695707	0	0	0.0343958325274281	0	0	0	0	0.0109873288821519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146340448309399	0	0.00881093513076207	0	-0.109680286800838	0.00895090347743045	1	-0.000499696307072743
"yqhH"	0.0425111028376663	-0.00981597696800198	0	-0.00183841898830508	0.0411269239627668	-0.00100166946851478	0	0.0412033381783047	0	-0.0134842868187926	-0.040300236883702	-0.0424278052238331	0.0687671040462863	0.0792464142000225	0	0	0.0419107495156968	0	0	0	0	0	0.0275155991165496	0	0.0501791555626184	-0.0580639334953188	0	0	0	0	0.0424612936202665	0	0	-0.00139185440705405	0	-0.043689729594871	0	0	0	-0.0437027437816744	-0.000204541060874376	-0.0434358260874259	0	-0.0164862354045488	0	0	0	-0.040987948664558	-0.00287447920688382	0	0	0.0430787588536141	0.04700054830698	0	0	-0.011408997596351	0.043650422610302	0.0409519153982101	0.0434604808106985	0.0382212386137729	0.0427834034297516	0	0.0379968183602565	0	0	-0.00343375000680969	-0.00490006253171509	0.0349447247471703	-0.0016319430984503	0	-0.0229748477507272	0.00654957578153241	-0.000499696307072743	1
