"ECB_00737"	"ECB_01992"	"ECB_02797"	"ECB_02816"	"ECB_03722"	"acpP"	"appC"	"arcA"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"lrp"	"malT"	"metH"	"mntH"	"mokC"	"mreB"	"mreC"	"nadR"	"nudC"	"oppD"	"phoH"	"prlA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rne"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeR"	"yeeU"	"yfaQ"	"yfcTU"	"yggM"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"thrA"	0	0.00230607380100057	0	0	0	0	0	0	0	0	0	-0.0412091952922064	0	-0.0170471493044699	-0.00257499321787311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00535595220633365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191871576659356	0	0	0
"trkH"	0	0	0	0	0	-0.0192922104355308	0	0	0	0	0	0.0137172208622625	0.00320891090404427	-0.0348015615437125	-0.13573717211537	0	0	-0.0141480152329953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00984008428246483	0	0	0	0	0.00977154812600158	0	0.00671833632682867	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.0215624712432875	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0979919032480077	0	-0.0407157966724256
"wzy"	0	0	0.00917677947979534	0	0	0	0.00123053989245249	0	0	0	0	0.126532934867977	0	-0.036542802138808	-0.0388176269459939	0	0	0	0	0	0	0	0	0.0315355447804357	0	0	0	0	0	0	0	0	0	0	0	0	0.00208567989741812	0	0	0	0	0	0	0	0	0	0	0.0315264510713844	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00910817203124135	0	0.00253242461278126	0	-0.110982861238496	0.00481753868110782	0.000347079092082335	0
"ybaE"	0	0.00615490998820201	0	0	0	0	0	0	0	0	0	-0.0457081158298644	0	-0.0191055513449828	-0.00268738906685566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0090234262961395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19313348253244	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0.0899183777803147	0	0	0	0	0	0	0	0	0	0	0	0.00386982339096037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378562519253241	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.235387083500472	-0.114929327580555	0	0
"ybbN"	0	0	0	0	0	0.0242311351068265	0	0	0	0	0	0	0	0.0741975329650725	0.129411644279953	0	0	0.0200408167367632	0	0	0	0	0	0	0	0	0	0.0142979960352078	0	0	0	0	0	0	0	0	0	0	-0.00186296771976935	0	0	0	0	-0.00179062004482073	0	0	0	0	0	0	0	0	0	0	0	1	0.00303411250904781	0	0	0	0.00301880535248121	0.0261031594663725	0.00027056697237651	0	0	0	0	0	0	0	0	0	0	0	-0.0234720238876121	0.0275569284121016	0	0.04265014284579
"ybeB"	0	-0.00403672490087837	0	0	0	0.0339307374611904	0	0	0	0	0	-0.0146278326632273	0	0.190893900447266	0.125318626792251	0.00818587962612089	0	0.0301169165189131	0.0239340273247908	0	0	0	-0.0224897392767107	0	0	0	0	0.092446499246893	0	0	0	0	0	0	0	0	0	0	0	0.0169062949777072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303411250904781	1	0	0.0113512012606841	-0.00603368121199816	0.00894442649868959	0.0355755890646696	0.00544214711441777	0	0	0.00639320150992605	0	0	0	0	0	0	0	0	-0.074053692939518	-0.0712184972754818	0	0.0496976506127596
"ybhP"	0	0.0144584446761666	0	0	0.000682129422304526	0	0	0	0	0	0	-0.0538110801501387	0	-0.0262363477955787	-0.00286241309944047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0169180475274955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195002536225397	0	0	0
"ycdM"	0	0	0	0	0	0	0	0	0	0	0	-0.00221124932245622	0	0.105265882641447	0.00893410114078206	0	0	0	0	0	0	0	0	0	0	0	0	0.0257338175312267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113512012606841	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.129478815322671	0	0
"yceK"	0	0.0283406209635541	0	0	0.0200454801013574	-0.00283009282443783	0	0	0	0	0	-0.0522358397329888	0	-0.0361125878064804	-0.0213347499290522	0	0	-0.000985525041714801	0	0	0	0	0	-0.00621420319420355	0	0	0.0121361786669081	-0.015144293758514	0	0	0	0.017970088486635	0	0	0	0	0	0.016556131381015	0	0	0	0	0	0	0	0	0.0177250042758874	-0.00619343725254816	0	0.0107750827132984	0.00535595220633365	0	0	0.0090234262961395	0	0	-0.00603368121199816	0.0169180475274955	0	1	0	-0.00349887745519211	0	0	0	0	0	0	0	0	0	0	0	0.00969304382180221	0.171770320438746	0	0	-0.00750036378016873
"ycfC"	0	0	0	0	0	0.0264313864391175	0	0	0	0	0	0	0	0.0769635393765155	0.127913137053912	0	0	0.0226567487902482	0	0	0	0	0	0	0	0	0	0.0193976091337019	0	0	0	0	0	0	0	0	0	0	-0.00575486470000764	0	0	0	0	-0.0056918686768145	0	-0.0029619575696613	0	0	0	0	0	0	0	0	0	0.00301880535248121	0.00894442649868959	0	0	0	1	0.0281670076640041	0.00476599352849978	0	0.000290319003945921	0	0	0	0	0	0	0	0	0	-0.0261308390651548	0.0253792034797081	0	0.0436518428041985
"yebY"	0.0242371776772783	-0.00211919113469351	0	0	0	0.0343608092863556	0	0	0.0221219876084371	0	0	-0.0188123056841504	-0.0231503091662211	0.0774394310636825	0.0975475558365983	0	0	0.0333713814865835	0	0	0	0	0	-0.00201605678294006	0.00354528732032044	0	0	0.0413672008365892	-0.0115937566119732	0	0	0	0	0.0241597805321328	0	0	0	0	-0.0256918383792803	0	0	0	0	-0.0256786204399807	0	-0.0246562780932198	0	-0.00201235602386599	0	0	0	-0.0215624712432875	0	0	0	0.0261031594663725	0.0355755890646696	0	0	-0.00349887745519211	0.0281670076640041	1	0.027018600903347	0.018097354932308	0.0248151951010864	0	0.0177458224019234	0	0	0	0	0.0131458701351764	0	0	-0.0292072995843936	0.00972368006729865	0	0.0418693441229913
"yecE"	0	0	0	0	0	0.0252385400733604	0	0	0	0	0	0	0	0.0753741396077455	0.128843135527503	0	0	0.0211229248651277	0	0	0	0	0	0	0	0	0	0.0163639093883581	0	0	0	0	0	0	0	0	0	0	-0.00349949777293767	0	0	0	0	-0.0034381917465076	0	-0.000511320698853462	0	0	0	0	0	0	0	0	0	0.00027056697237651	0.00544214711441777	0	0	0	0.00476599352849978	0.027018600903347	1	0	0	0	0	0	0	0	0	0	0	0	-0.0246823227722894	0.026792501867755	0	0.0431613332883865
"yeeR"	0	0	0	0	0	0.015717859047828	0	0	0	0	0	0	0	0.0648958509508476	0.131155417013113	0	0	0.0102218177117947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018097354932308	0	1	0	0	0	0	0	0	0	0	0	0	-0.00957608630246272	0.0260913164863839	0	0.037969379254172
"yeeU"	0	0	0	0	0	0.022860256698214	0	0	0	0	0	0	0	0.0725930903011775	0.130311982278138	0	0	0.0183622113327648	0	0	0	0	0	0	0	0	0	0.0111087001366313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290319003945921	0.0248151951010864	0	0	1	0	0	0	0	0	0	0	0	0	-0.021692030886588	0.0283449365345513	0	0.0420410891297131
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	-0.00168229243707036	0	0.104423782476475	0.0073019754295325	0	0	0	0	0	0	0	0	0	0	0	0	0.0216229195095562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639320150992605	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.127597094854303	0	0
"yfcTU"	0	0	0	0	0	0.0153497638703559	0	0	0	0	0	0	0	0.0644519484078397	0.131115731711022	0	0	0.00981154423517381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177458224019234	0	0	0	0	1	0	0	0	0	0	0	0	-0.00894347962036845	0.0259264220108353	0	0.0377377715334333
"yggM"	0	0	0	0.00110644664295211	0	0	0	0	0	0.00542687706551919	0	0	0	-0.000745598417190613	0	0	0	0	0	0.0077411746235116	0	0	0	0	0	0	0	0	0	0.00758628640824521	0	0	0.0102225009232509	0	0.00504254802463303	0	0	0	0	0	0.0159742436239543	0.00676776633864869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00829263419833597	0	0	0	0	0	0	0.21546999962904	0	0
"ygjD"	0	0	0	0.00121047238077933	0	0	0	0	0	0.0055235284954701	0	0	0	-0.000741686452205126	0	0	0	0	0	0.00783359354991409	0	0	0	0	0	0	0	0	0	0.00768162223459602	0	0	0.0103236019777057	0	0.00514138308137187	0	0	0	0	0	0.0160529995624663	0.00682992608961644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00829263419833597	1	0	0	0	0	0	0	0.215414965978621	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.103238565885846	-0.0282558281959286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0561126501592514	0.00743219099316902	0	0
"yhdJ"	0	0	0.0129523787831417	0	0	0	0.00578419524699357	0	0	0	0	0.123628505411387	0	-0.0372319733379792	-0.0411823788694011	0	0	0	0	0	0	-0.00139106367936681	0	0.0332521650286273	0	0	0	0	0	0	0	0	0	0	0	0	0.00656385217849958	0	0	0	0	0	0	0	0.00464272756671642	0	0	0.0332405458504016	0	0	0	0	0.00910817203124135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00696909242413615	0	-0.110398644066789	0.00337180186393578	0.00497667641924472	-0.000359304245221608
"yieO"	0	0	0	0	0	0.00993776818844008	0	0	0	0	0	-0.00152602315596731	0	0	0.163160390994632	0	0	0.00266493374088695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131458701351764	0	0	0	0	0	0	0	0	0	1	0	0	0	0.187085532882988	0	0.0400347454178065
"yihP"	0	0	0.00704635614034081	0	0	0	0	0	0	0	0	0.127264606852072	0	-0.0357509064404385	-0.0371606114354048	0	0	0	0	0	0	0	0	0.0303975872641923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303876513185504	0	0	0	0	0.00253242461278126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696909242413615	0	1	0	-0.110720145583401	0.00542883088276951	0	0
"yjcE"	0	0.00693622738462473	0	0	0	0	0	0	0	0	0	-0.0465345872121947	0	-0.0194733911857148	-0.00271209762199567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969304382180221	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.193487466174825	0	0	0
"yjjY"	-0.0206971667221124	0.17651399012442	-0.110297206905358	0	0.193897724211089	-0.0303163930148325	-0.110401790880209	-0.180930279620847	-0.017124964174553	0	0	-0.0605445057171154	0	-0.0483511847881399	-0.0243415718390573	0	0	-0.0329466077634923	-0.00108791657881395	0	0	0.156831676759924	0.147243569956547	-0.102517425607809	0	-0.0641843677782179	0.194166552536333	-0.0768443331380141	0	0	-0.00108564255262158	0.194740268257024	0	-0.0207751748364479	0	0	-0.110619192923069	0.195047920253636	0	0	0	0	0	0	-0.110109221485942	0	0.194841777880967	-0.102486969623761	0	0.193729767882044	0.191871576659356	0	-0.110982861238496	0.19313348253244	-0.235387083500472	-0.0234720238876121	-0.074053692939518	0.195002536225397	0	0.171770320438746	-0.0261308390651548	-0.0292072995843936	-0.0246823227722894	-0.00957608630246272	-0.021692030886588	0	-0.00894347962036845	0	0	0.0561126501592514	-0.110398644066789	0	-0.110720145583401	0.193487466174825	1	0	-0.110224172788673	-0.0205622941076339
"ylcG"	0.028109673520015	0	0.00335932544482796	0.21983150939385	0	0.0103766429694338	0.00574398392003107	0.164672619797569	0.0277846810022508	0.217183822636105	-0.223968475524983	0.010947303380411	-0.0998311653187174	-0.0634213052703566	0.0180882881357446	-0.128447163739745	0	0.0117877978292252	-0.139597955406248	0.215861616434	-0.0520721504466652	-0.075150473607426	0.184700009453493	0	0.164563373311437	0.146472288279097	0	-0.0686638452323694	0	0.216015042695221	0.112620097322384	0	0.213896204642059	0.0283826322564089	0.217444215035032	0	0.0055371205381349	0	-0.10434428184128	-0.133006036583283	0.207725192964704	0.216543217375637	-0.118774032046305	-0.104268174743921	0.00598478187490246	-0.102141978975591	0	0	0.110136234945009	0	0	-0.0979919032480077	0.00481753868110782	0	-0.114929327580555	0.0275569284121016	-0.0712184972754818	0	-0.129478815322671	0	0.0253792034797081	0.00972368006729865	0.026792501867755	0.0260913164863839	0.0283449365345513	-0.127597094854303	0.0259264220108353	0.21546999962904	0.215414965978621	0.00743219099316902	0.00337180186393578	0.187085532882988	0.00542883088276951	0	0	1	0.00595052567171174	0.00598437214128507
"yqeB"	0	0	0.00504662795502297	0	0	0	0	0	0	0	0	0.127780879736032	0	-0.0350880445920784	-0.0356409870897442	0	0	0	0	0	0	0	0	0.0292982836132001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292931312446058	0	0	0	0	0.000347079092082335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497667641924472	0	0	0	-0.110224172788673	0.00595052567171174	1	0
"yqhH"	0.0416541174892795	-0.00628491483518364	-0.000436324588568531	0	0	0.0422257949502807	0	0	0.0403540719733724	0	-0.00560035296238408	-0.0354854318882107	-0.0416064549526328	0.0745385684784628	0.078062905349818	0	0	0.0431876764084501	0	0	0	0	0	-0.016075239631452	0.0320680843815465	0	0	0.0532530953417434	-0.0445019986019911	0	0	0	0	0.0416400388730129	0	0	0	0	-0.0425237534233858	0	0	0	0	-0.0425317681877087	0	-0.042296226865073	0	-0.0160705382631521	0	0	0	-0.0407157966724256	0	0	0	0.04265014284579	0.0496976506127596	0	0	-0.00750036378016873	0.0436518428041985	0.0418693441229913	0.0431613332883865	0.037969379254172	0.0420410891297131	0	0.0377377715334333	0	0	0	-0.000359304245221608	0.0400347454178065	0	0	-0.0205622941076339	0.00598437214128507	0	1
