N	G	Cov	Iteration	dist_percent
4	50	0.1	568	0.321
4	50	0.1	569	0.252
4	50	0.1	570	0.746
4	50	0.1	571	0.085
4	50	0.1	572	0.361
4	50	0.1	573	0.482
4	50	0.1	574	0.063
4	50	0.1	575	0.482
4	50	0.1	576	0.588
4	50	0.1	577	0.538
4	50	0.1	578	0.846
4	50	0.1	579	0.365
4	50	0.1	580	0.077
4	50	0.1	581	0.76
4	50	0.1	582	0.674
4	50	0.1	583	0.374
4	50	0.1	584	0.167
4	50	0.1	585	0.997
4	50	0.1	586	0.432
4	50	0.1	587	0.137
4	50	0.1	588	0.896
4	50	0.1	589	0.312
4	50	0.1	590	0.99
4	50	0.1	591	0.71
4	50	0.1	592	0.096
4	50	0.1	593	0.329
4	50	0.1	594	0.604
4	50	0.1	595	0.188
4	50	0.1	596	0.052
4	50	0.1	597	0.044
4	50	0.1	598	0.961
4	50	0.1	599	0.509
4	50	0.1	600	0.264
4	50	0.1	601	0.557
4	50	0.1	602	0.494
4	50	0.1	603	0.552
4	50	0.1	604	0.776
4	50	0.1	605	0.251
4	50	0.1	606	0.17
4	50	0.1	607	0.584
4	50	0.1	608	0.136
4	50	0.1	609	0.501
4	50	0.1	610	0.085
4	50	0.1	611	0.826
4	50	0.1	612	0.957
4	50	0.1	613	0.883
4	50	0.1	614	0.642
4	50	0.1	615	0.916
4	50	0.1	616	0.771
4	50	0.1	617	0.534
4	50	0.1	618	0.326
4	50	0.1	619	0.352
4	50	0.1	620	0.782
4	50	0.1	621	0.41
4	50	0.1	622	0.749
4	50	0.1	623	0.205
4	50	0.1	624	0.761
4	50	0.1	625	0.778
4	50	0.1	626	0.368
4	50	0.1	627	0.283
4	50	0.1	628	0.48
4	50	0.1	629	0.723
4	50	0.1	630	0.943
4	50	0.1	631	0.573
4	50	0.1	632	0.579
4	50	0.1	633	0.634
4	50	0.1	634	0.291
4	50	0.1	635	0.345
4	50	0.1	636	0.025
4	50	0.1	637	0.827
4	50	0.1	638	0.243
4	50	0.1	639	0.788
4	50	0.1	640	0.823
4	50	0.1	641	0.186
4	50	0.1	642	0.472
4	50	0.1	643	0.492
4	50	0.1	644	0.281
4	50	0.1	645	0.681
4	50	0.1	646	0.662
4	50	0.1	647	0.452
4	50	0.1	648	0.038
4	50	0.1	649	0.908
4	50	0.1	650	0.526
4	50	0.1	651	0.988
4	50	0.1	652	0.437
4	50	0.1	653	0.752
4	50	0.1	654	0.327
4	50	0.1	655	0.018
4	50	0.1	656	0.195
4	50	0.1	657	0.007
4	50	0.1	658	0.645
4	50	0.1	659	0.529
4	50	0.1	660	0.621
4	50	0.1	661	0.809
4	50	0.1	662	0.233
4	50	0.1	663	0.745
4	50	0.1	664	0.834
4	50	0.1	665	0.761
4	50	0.1	666	0.393
4	50	0.1	667	0.094
4	50	0.1	668	0.296
4	50	0.1	669	0.706
4	50	0.1	670	0.423
4	50	0.1	671	0.592
4	50	0.1	672	0.827
4	50	0.1	673	0.493
4	50	0.1	674	0.869
4	50	0.1	675	0.792
4	50	0.1	676	0.034
4	50	0.1	677	0.403
4	50	0.1	678	0.286
4	50	0.1	679	0.209
4	50	0.1	680	0.322
4	50	0.1	681	0.27
4	50	0.1	682	0.038
4	50	0.1	683	0.658
4	50	0.1	684	0.715
4	50	0.1	685	0.274
4	50	0.1	686	0.255
4	50	0.1	687	0.368
4	50	0.1	688	0.122
4	50	0.1	689	0.798
4	50	0.1	690	0.839
4	50	0.1	691	0.377
4	50	0.1	692	0.782
4	50	0.1	693	0.034
4	50	0.1	694	0.537
4	50	0.1	695	0.874
4	50	0.1	696	0.89
4	50	0.1	697	0.908
4	50	0.1	698	0.857
4	50	0.1	699	0.143
4	50	0.1	700	0.42
4	50	0.1	701	0.01
4	50	0.1	702	0.449
4	50	0.1	703	0.858
4	50	0.1	704	0.531
4	50	0.1	705	0.307
4	50	0.1	706	0.204
4	50	0.1	707	0.548
4	50	0.1	708	0.289
4	50	0.1	709	0.715
4	50	0.1	710	0.317
4	50	0.1	711	0.54
4	50	0.1	712	0.826
4	50	0.1	713	0.968
4	50	0.1	714	0.487
4	50	0.1	715	0.414
4	50	0.1	716	0.438
4	50	0.1	717	0.364
4	50	0.1	718	0.351
4	50	0.1	719	0.411
4	50	0.1	720	0.077
4	50	0.1	721	0.758
4	50	0.1	722	0.178
4	50	0.1	723	0.073
4	50	0.1	724	0.274
4	50	0.1	725	0.047
4	50	0.1	726	0.117
4	50	0.1	727	0.785
4	50	0.1	728	0.034
4	50	0.1	729	0.837
4	50	0.1	730	0.087
4	50	0.1	731	0.945
4	50	0.1	732	0.236
4	50	0.1	733	0.006
4	50	0.1	734	0.166
4	50	0.1	735	0.919
4	50	0.1	736	0.395
4	50	0.1	737	0.456
4	50	0.1	738	0.358
4	50	0.1	739	0.604
4	50	0.1	740	0.661
4	50	0.1	741	0.509
4	50	0.1	742	0.009
4	50	0.1	743	0.166
4	50	0.1	744	0.325
4	50	0.1	745	0.315
4	50	0.1	746	0.475
4	50	0.1	747	0.501
4	50	0.1	748	0.823
4	50	0.1	749	0.983
4	50	0.1	750	0.693
4	50	0.1	751	0.119
4	50	0.1	752	0.827
4	50	0.1	753	0.082
4	50	0.1	754	0.328
4	50	0.1	755	0.294
4	50	0.1	756	0.003
4	50	0.1	757	0.749
4	50	0.1	758	0.822
4	50	0.1	759	0.474
4	50	0.1	760	0.506
4	50	0.1	761	0.663
4	50	0.1	762	0.209
4	50	0.1	763	0.155
4	50	0.1	764	0.673
4	50	0.1	765	0.754
4	50	0.1	766	0.035
4	50	0.1	767	0.024
4	50	0.1	768	0.326
4	50	0.1	769	0.831
4	50	0.1	770	0.307
4	50	0.1	771	0.97
4	50	0.1	772	0.245
4	50	0.1	773	0.14
4	50	0.1	774	0.364
4	50	0.1	775	0.933
4	50	0.1	776	0.488
4	50	0.1	777	0.654
4	50	0.1	778	0.559
4	50	0.1	779	0.082
4	50	0.1	780	0.866
4	50	0.1	781	0.399
4	50	0.1	782	0.256
4	50	0.1	783	0.418
4	50	0.1	784	0.229
4	50	0.1	785	0.189
4	50	0.1	786	0.71
4	50	0.1	787	0.46
4	50	0.1	788	0.977
4	50	0.1	789	0.679
4	50	0.1	790	0.732
4	50	0.1	791	0.839
4	50	0.1	792	0.709
4	50	0.1	793	0.5
4	50	0.1	794	0.172
4	50	0.1	795	0.986
4	50	0.1	796	0.333
4	50	0.1	797	0.912
4	50	0.1	798	0.638
4	50	0.1	799	0.035
4	50	0.1	800	0.151
4	50	0.1	801	0.524
4	50	0.1	802	0.468
4	50	0.1	803	0.612
4	50	0.1	804	0.369
4	50	0.1	805	0.958
4	50	0.1	806	0.876
4	50	0.1	807	0.889
4	50	0.1	808	0.039
4	50	0.1	809	0.962
4	50	0.1	810	0.362
4	50	0.1	811	0.817
4	50	0.1	812	0.581
4	50	0.1	813	0.366
4	50	0.1	814	0.309
4	50	0.1	815	0.819
4	50	0.1	816	0.673
4	50	0.1	817	0.536
4	50	0.1	818	0.931
4	50	0.1	819	0.139
4	50	0.1	820	0.751
4	50	0.1	821	0.063
4	50	0.1	822	0.289
4	50	0.1	823	0.98
4	50	0.1	824	0.182
4	50	0.1	825	0.926
4	50	0.1	826	0.52
4	50	0.1	827	0.452
4	50	0.1	828	0.349
4	50	0.1	829	0.722
4	50	0.1	830	0.808
4	50	0.1	831	0.966
4	50	0.1	832	0.324
4	50	0.1	833	0.603
4	50	0.1	834	0.07
4	50	0.1	835	0.871
4	50	0.1	836	0.657
4	50	0.1	837	0.519
4	50	0.1	838	0.322
4	50	0.1	839	0.92
4	50	0.1	840	0.518
4	50	0.1	841	0.139
4	50	0.1	842	0.413
4	50	0.1	843	0.219
4	50	0.1	844	0.385
4	50	0.1	845	0.914
4	50	0.1	846	0.609
4	50	0.1	847	0.278
4	50	0.1	848	0.755
4	50	0.1	849	0.379
4	50	0.1	850	0.549
4	50	0.1	851	0.902
4	50	0.1	852	0.862
4	50	0.1	853	0.497
4	50	0.1	854	0.44
4	50	0.1	855	0.768
4	50	0.1	856	0.134
4	50	0.1	857	0.928
4	50	0.1	858	0.404
4	50	0.1	859	0.662
4	50	0.1	860	0.836
4	50	0.1	861	0.3
4	50	0.1	862	0.787
4	50	0.1	863	0.192
4	50	0.1	864	0.3
4	50	0.1	865	0.377
4	50	0.1	866	0.85
4	50	0.1	867	0.799
4	50	0.1	868	0.413
4	50	0.1	869	0.28
4	50	0.1	870	0.272
4	50	0.1	871	0.264
4	50	0.1	872	0.791
4	50	0.1	873	0.17
4	50	0.1	874	0.272
4	50	0.1	875	0.121
4	50	0.1	876	0.09
4	50	0.1	877	0.511
4	50	0.1	878	0.052
4	50	0.1	879	0.122
4	50	0.1	880	0.286
4	50	0.1	881	0.887
4	50	0.1	882	0.206
4	50	0.1	883	0.892
4	50	0.1	884	0.388
4	50	0.1	885	0.037
4	50	0.1	886	0.467
4	50	0.1	887	0.37
4	50	0.1	888	0.262
4	50	0.1	889	0.228
4	50	0.1	890	0.703
4	50	0.1	891	0.101
4	50	0.1	892	0.282
4	50	0.1	893	0.063
4	50	0.1	894	0.078
4	50	0.1	895	0.646
4	50	0.1	896	0.971
4	50	0.1	897	0.532
4	50	0.1	898	0.313
4	50	0.1	899	0.947
4	50	0.1	900	0.88
4	50	0.1	901	0.664
4	50	0.1	902	0.122
4	50	0.1	903	0.596
4	50	0.1	904	0.39
4	50	0.1	905	0.64
4	50	0.1	906	0.151
4	50	0.1	907	0.628
4	50	0.1	908	0.809
4	50	0.1	909	0.532
4	50	0.1	910	0.984
4	50	0.1	911	0.381
4	50	0.1	912	0.545
4	50	0.1	913	0.141
4	50	0.1	914	0.402
4	50	0.1	915	0.215
4	50	0.1	916	0.895
4	50	0.1	917	0.494
4	50	0.1	918	0.376
4	50	0.1	919	0.162
4	50	0.1	920	0.098
4	50	0.1	921	0.18
4	50	0.1	922	0.38
4	50	0.1	923	0.645
4	50	0.1	924	0.59
4	50	0.1	925	0.638
4	50	0.1	926	0.243
4	50	0.1	927	0.207
4	50	0.1	928	0.015
4	50	0.1	929	0.812
4	50	0.1	930	0.409
4	50	0.1	931	0.364
4	50	0.1	932	0.61
4	50	0.1	933	0.877
4	50	0.1	934	0.22
4	50	0.1	935	0.343
4	50	0.1	936	0.231
4	50	0.1	937	0.109
4	50	0.1	938	0.837
4	50	0.1	939	0.403
4	50	0.1	940	0.853
4	50	0.1	941	0.613
4	50	0.1	942	0.331
4	50	0.1	943	0.932
4	50	0.1	944	0.508
4	50	0.1	945	0.55
4	50	0.1	946	0.504
4	50	0.1	947	0.849
4	50	0.1	948	0.555
4	50	0.1	949	0.994
4	50	0.1	950	0.563
4	50	0.1	951	0.488
4	50	0.1	952	0.227
4	50	0.1	953	0.966
4	50	0.1	954	0.483
4	50	0.1	955	0.013
4	50	0.1	956	0.704
4	50	0.1	957	0.625
4	50	0.1	958	0.452
4	50	0.1	959	0.802
4	50	0.1	960	0.498
4	50	0.1	961	0.219
4	50	0.1	962	0.273
4	50	0.1	963	0.514
4	50	0.1	964	0.337
4	50	0.1	965	0.343
4	50	0.1	966	0.21
4	50	0.1	967	0.047
4	50	0.1	968	0.711
4	50	0.1	969	0.314
4	50	0.1	970	0.935
4	50	0.1	971	0.482
4	50	0.1	972	0.435
4	50	0.1	973	0.842
4	50	0.1	974	0.973
4	50	0.1	975	0.038
4	50	0.1	976	0.589
4	50	0.1	977	0.586
4	50	0.1	978	0.229
4	50	0.1	979	0.663
4	50	0.1	980	0.023
4	50	0.1	981	0.673
4	50	0.1	982	0.7
4	50	0.1	983	0.768
4	50	0.1	984	0.062
4	50	0.1	985	0.208
4	50	0.1	986	0.009
4	50	0.1	987	0.22
4	50	0.1	988	0.624
4	50	0.1	989	0.4
4	50	0.1	990	0.387
4	50	0.1	991	0.155
4	50	0.1	992	0.4
4	50	0.1	993	0.41
4	50	0.1	994	0.059
4	50	0.1	995	0.685
4	50	0.1	996	0.152
4	50	0.1	997	0.607
4	50	0.1	998	0.943
4	50	0.1	999	0.907
4	50	0.15	0	0.357
4	50	0.15	1	0.09
4	50	0.15	2	0.86
4	50	0.15	3	0.149
4	50	0.15	4	0.863
4	50	0.15	5	0.877
4	50	0.15	6	0.832
4	50	0.15	7	0.023
4	50	0.15	8	0.642
4	50	0.15	9	0.886
4	50	0.15	10	0.869
4	50	0.15	11	0.001
4	50	0.15	12	0.01
4	50	0.15	13	0.31
4	50	0.15	14	0.887
4	50	0.15	15	0.439
4	50	0.15	16	0.029
4	50	0.15	17	0.902
4	50	0.15	18	0.12
4	50	0.15	19	1.0
4	50	0.15	20	0.26
4	50	0.15	21	0.735
4	50	0.15	22	0.989
4	50	0.15	23	0.282
4	50	0.15	24	0.154
4	50	0.15	25	0.995
4	50	0.15	26	0.246
4	50	0.15	27	0.377
4	50	0.15	28	0.488
4	50	0.15	29	0.594
4	50	0.15	30	0.925
4	50	0.15	31	0.855
4	50	0.15	32	0.565
4	50	0.15	33	0.006
4	50	0.15	34	0.042
4	50	0.15	35	0.066
4	50	0.15	36	0.591
4	50	0.15	37	0.509
4	50	0.15	38	0.09
4	50	0.15	39	0.008
4	50	0.15	40	0.461
4	50	0.15	41	0.263
4	50	0.15	42	0.602
4	50	0.15	43	0.977
4	50	0.15	44	0.443
4	50	0.15	45	0.761
4	50	0.15	46	0.085
4	50	0.15	47	0.892
4	50	0.15	48	0.019
4	50	0.15	49	0.849
4	50	0.15	50	0.684
4	50	0.15	51	0.605
4	50	0.15	52	0.48
4	50	0.15	53	0.997
4	50	0.15	54	0.317
4	50	0.15	55	0.339
4	50	0.15	56	0.53
4	50	0.15	57	0.233
4	50	0.15	58	0.901
4	50	0.15	59	0.586
4	50	0.15	60	0.139
4	50	0.15	61	0.147
4	50	0.15	62	0.975
4	50	0.15	63	0.392
4	50	0.15	64	0.969
4	50	0.15	65	0.893
4	50	0.15	66	0.591
4	50	0.15	67	0.412
4	50	0.15	68	0.911
4	50	0.15	69	0.804
4	50	0.15	70	0.755
4	50	0.15	71	0.898
4	50	0.15	72	0.869
4	50	0.15	73	0.982
4	50	0.15	74	0.557
4	50	0.15	75	0.591
4	50	0.15	76	0.72
4	50	0.15	77	0.199
4	50	0.15	78	0.114
4	50	0.15	79	0.339
4	50	0.15	80	0.513
4	50	0.15	81	0.299
4	50	0.15	82	0.663
4	50	0.15	83	0.23
4	50	0.15	84	0.366
4	50	0.15	85	0.953
4	50	0.15	86	0.103
4	50	0.15	87	0.567
4	50	0.15	88	0.324
4	50	0.15	89	0.51
4	50	0.15	90	0.014
4	50	0.15	91	0.235
4	50	0.15	92	0.009
4	50	0.15	93	0.888
4	50	0.15	94	0.232
4	50	0.15	95	0.778
4	50	0.15	96	0.421
4	50	0.15	97	0.018
4	50	0.15	98	0.002
4	50	0.15	99	0.466
4	50	0.15	100	0.351
4	50	0.15	101	0.607
4	50	0.15	102	0.072
4	50	0.15	103	0.644
4	50	0.15	104	0.962
4	50	0.15	105	0.882
4	50	0.15	106	0.603
4	50	0.15	107	0.802
4	50	0.15	108	0.532
4	50	0.15	109	0.922
4	50	0.15	110	0.823
4	50	0.15	111	0.714
4	50	0.15	112	0.305
4	50	0.15	113	0.905
4	50	0.15	114	0.856
4	50	0.15	115	0.667
4	50	0.15	116	0.265
4	50	0.15	117	0.474
4	50	0.15	118	0.901
4	50	0.15	119	0.932
4	50	0.15	120	0.739
4	50	0.15	121	0.615
4	50	0.15	122	0.429
4	50	0.15	123	0.352
4	50	0.15	124	0.958
4	50	0.15	125	0.817
4	50	0.15	126	0.398
4	50	0.15	127	0.814
4	50	0.15	128	0.136
4	50	0.15	129	0.996
4	50	0.15	130	0.454
4	50	0.15	131	0.238
4	50	0.15	132	0.893
4	50	0.15	133	0.677
4	50	0.15	134	0.43
4	50	0.15	135	0.368
4	50	0.15	136	0.172
4	50	0.15	137	0.319
4	50	0.15	138	0.392
4	50	0.15	139	0.16
4	50	0.15	140	0.646
4	50	0.15	141	0.598
4	50	0.15	142	0.08
4	50	0.15	143	0.366
4	50	0.15	144	0.076
4	50	0.15	145	0.897
4	50	0.15	146	0.511
4	50	0.15	147	0.519
4	50	0.15	148	0.144
4	50	0.15	149	0.727
4	50	0.15	150	0.905
4	50	0.15	151	0.155
4	50	0.15	152	0.426
4	50	0.15	153	0.493
4	50	0.15	154	0.88
4	50	0.15	155	0.238
4	50	0.15	156	0.828
4	50	0.15	157	0.598
4	50	0.15	158	0.417
4	50	0.15	159	0.986
4	50	0.15	160	0.779
4	50	0.15	161	0.625
4	50	0.15	162	0.056
4	50	0.15	163	0.693
4	50	0.15	164	0.455
4	50	0.15	165	0.923
4	50	0.15	166	0.416
4	50	0.15	167	0.693
4	50	0.15	168	0.703
4	50	0.15	169	0.301
4	50	0.15	170	0.298
4	50	0.15	171	0.634
4	50	0.15	172	0.614
4	50	0.15	173	0.159
4	50	0.15	174	0.287
4	50	0.15	175	0.061
4	50	0.15	176	0.481
4	50	0.15	177	0.256
4	50	0.15	178	0.845
4	50	0.15	179	0.403
4	50	0.15	180	0.584
4	50	0.15	181	0.841
4	50	0.15	182	0.944
4	50	0.15	183	0.587
4	50	0.15	184	0.009
4	50	0.15	185	0.909
4	50	0.15	186	0.329
4	50	0.15	187	0.729
4	50	0.15	188	0.17
4	50	0.15	189	0.314
4	50	0.15	190	0.787
4	50	0.15	191	0.495
4	50	0.15	192	0.293
4	50	0.15	193	0.021
4	50	0.15	194	0.367
4	50	0.15	195	0.31
4	50	0.15	196	0.936
4	50	0.15	197	0.348
4	50	0.15	198	0.243
4	50	0.15	199	0.043
4	50	0.15	200	0.006
4	50	0.15	201	0.769
4	50	0.15	202	0.407
4	50	0.15	203	0.75
4	50	0.15	204	0.849
4	50	0.15	205	0.482
4	50	0.15	206	0.162
4	50	0.15	207	0.898
4	50	0.15	208	0.328
4	50	0.15	209	0.963
4	50	0.15	210	0.192
4	50	0.15	211	0.177
4	50	0.15	212	0.063
4	50	0.15	213	0.058
4	50	0.15	214	0.467
4	50	0.15	215	0.829
4	50	0.15	216	0.681
4	50	0.15	217	0.182
4	50	0.15	218	0.857
4	50	0.15	219	0.385
4	50	0.15	220	0.496
4	50	0.15	221	0.642
4	50	0.15	222	0.689
4	50	0.15	223	0.129
4	50	0.15	224	0.856
4	50	0.15	225	0.744
4	50	0.15	226	0.364
4	50	0.15	227	0.149
4	50	0.15	228	0.856
4	50	0.15	229	0.748
4	50	0.15	230	0.382
4	50	0.15	231	0.18
4	50	0.15	232	0.079
4	50	0.15	233	0.292
4	50	0.15	234	0.222
4	50	0.15	235	0.93
4	50	0.15	236	0.29
4	50	0.15	237	0.658
4	50	0.15	238	0.086
4	50	0.15	239	0.584
4	50	0.15	240	0.208
4	50	0.15	241	0.966
4	50	0.15	242	0.508
4	50	0.15	243	0.556
4	50	0.15	244	0.562
4	50	0.15	245	0.945
4	50	0.15	246	0.686
4	50	0.15	247	0.0
4	50	0.15	248	0.218
4	50	0.15	249	0.676
4	50	0.15	250	0.225
4	50	0.15	251	0.551
4	50	0.15	252	0.09
4	50	0.15	253	0.785
4	50	0.15	254	0.062
4	50	0.15	255	0.64
4	50	0.15	256	0.065
4	50	0.15	257	0.382
4	50	0.15	258	0.573
4	50	0.15	259	0.082
4	50	0.15	260	0.315
4	50	0.15	261	0.74
4	50	0.15	262	0.639
4	50	0.15	263	0.522
4	50	0.15	264	0.264
4	50	0.15	265	0.344
4	50	0.15	266	0.044
4	50	0.15	267	0.295
4	50	0.15	268	0.192
4	50	0.15	269	0.094
4	50	0.15	270	0.594
4	50	0.15	271	0.385
4	50	0.15	272	0.789
4	50	0.15	273	1.0
4	50	0.15	274	0.043
4	50	0.15	275	0.607
4	50	0.15	276	0.461
4	50	0.15	277	0.856
4	50	0.15	278	0.954
4	50	0.15	279	0.424
4	50	0.15	280	0.343
4	50	0.15	281	0.601
4	50	0.15	282	0.656
4	50	0.15	283	0.976
4	50	0.15	284	0.908
4	50	0.15	285	0.249
4	50	0.15	286	0.311
4	50	0.15	287	0.097
4	50	0.15	288	0.805
4	50	0.15	289	0.156
4	50	0.15	290	0.97
4	50	0.15	291	0.361
4	50	0.15	292	0.711
4	50	0.15	293	0.1
4	50	0.15	294	0.425
4	50	0.15	295	0.478
4	50	0.15	296	0.338
4	50	0.15	297	0.973
4	50	0.15	298	0.691
4	50	0.15	299	0.315
4	50	0.15	300	0.05
4	50	0.15	301	0.554
4	50	0.15	302	0.908
4	50	0.15	303	0.237
4	50	0.15	304	0.091
4	50	0.15	305	0.803
4	50	0.15	306	0.838
4	50	0.15	307	0.272
4	50	0.15	308	0.93
4	50	0.15	309	0.398
4	50	0.15	310	0.128
4	50	0.15	311	0.645
4	50	0.15	312	0.614
4	50	0.15	313	0.175
4	50	0.15	314	0.052
4	50	0.15	315	0.918
4	50	0.15	316	0.202
4	50	0.15	317	0.164
4	50	0.15	318	0.404
4	50	0.15	319	0.752
4	50	0.15	320	0.529
4	50	0.15	321	0.271
4	50	0.15	322	0.567
4	50	0.15	323	0.299
4	50	0.15	324	0.273
4	50	0.15	325	0.505
4	50	0.15	326	0.685
4	50	0.15	327	0.222
4	50	0.15	328	0.912
4	50	0.15	329	0.322
4	50	0.15	330	0.73
4	50	0.15	331	0.758
4	50	0.15	332	0.895
4	50	0.15	333	0.99
4	50	0.15	334	0.59
4	50	0.15	335	0.738
4	50	0.15	336	0.091
4	50	0.15	337	0.067
4	50	0.15	338	0.324
4	50	0.15	339	0.76
4	50	0.15	340	0.409
4	50	0.15	341	0.72
4	50	0.15	342	0.485
4	50	0.15	343	0.326
4	50	0.15	344	0.223
4	50	0.15	345	0.594
4	50	0.15	346	0.775
4	50	0.15	347	0.871
4	50	0.15	348	0.119
4	50	0.15	349	0.714
4	50	0.15	350	0.357
4	50	0.15	351	0.226
4	50	0.15	352	0.2
4	50	0.15	353	0.145
4	50	0.15	354	0.267
4	50	0.15	355	0.338
4	50	0.15	356	0.592
4	50	0.15	357	0.306
4	50	0.15	358	0.04
4	50	0.15	359	0.066
4	50	0.15	360	0.625
4	50	0.15	361	0.135
4	50	0.15	362	0.265
4	50	0.15	363	0.359
4	50	0.15	364	0.655
4	50	0.15	365	0.044
4	50	0.15	366	0.086
4	50	0.15	367	0.278
4	50	0.15	368	0.864
4	50	0.15	369	0.096
4	50	0.15	370	0.487
4	50	0.15	371	0.943
4	50	0.15	372	0.356
4	50	0.15	373	0.203
4	50	0.15	374	0.039
4	50	0.15	375	0.177
4	50	0.15	376	0.725
4	50	0.15	377	0.154
4	50	0.15	378	0.244
4	50	0.15	379	0.318
4	50	0.15	380	0.228
4	50	0.15	381	1.0
4	50	0.15	382	0.056
4	50	0.15	383	0.683
4	50	0.15	384	0.091
4	50	0.15	385	0.093
4	50	0.15	386	0.775
4	50	0.15	387	0.8
4	50	0.15	388	0.865
4	50	0.15	389	0.517
4	50	0.15	390	0.736
4	50	0.15	391	0.574
4	50	0.15	392	0.66
4	50	0.15	393	0.749
4	50	0.15	394	0.984
4	50	0.15	395	0.683
4	50	0.15	396	0.262
4	50	0.15	397	0.725
4	50	0.15	398	0.538
4	50	0.15	399	0.674
4	50	0.15	400	0.604
4	50	0.15	401	0.82
4	50	0.15	402	0.648
4	50	0.15	403	0.247
4	50	0.15	404	0.021
4	50	0.15	405	0.124
4	50	0.15	406	0.351
4	50	0.15	407	0.2
4	50	0.15	408	0.801
4	50	0.15	409	0.901
4	50	0.15	410	0.481
4	50	0.15	411	0.278
4	50	0.15	412	0.27
4	50	0.15	413	0.832
4	50	0.15	414	0.124
4	50	0.15	415	0.183
4	50	0.15	416	0.375
4	50	0.15	417	0.471
4	50	0.15	418	0.847
4	50	0.15	419	0.586
4	50	0.15	420	0.201
4	50	0.15	421	0.932
4	50	0.15	422	0.02
4	50	0.15	423	0.597
4	50	0.15	424	0.807
4	50	0.15	425	0.794
4	50	0.15	426	0.346
4	50	0.15	427	0.006
4	50	0.15	428	0.571
4	50	0.15	429	0.462
4	50	0.15	430	0.94
4	50	0.15	431	0.803
4	50	0.15	432	0.043
4	50	0.15	433	0.465
4	50	0.15	434	0.404
4	50	0.15	435	0.568
4	50	0.15	436	0.328
4	50	0.15	437	0.253
4	50	0.15	438	0.126
4	50	0.15	439	0.417
4	50	0.15	440	0.183
4	50	0.15	441	0.139
4	50	0.15	442	0.274
4	50	0.15	443	0.246
4	50	0.15	444	0.61
4	50	0.15	445	0.453
4	50	0.15	446	0.038
4	50	0.15	447	0.586
4	50	0.15	448	0.418
4	50	0.15	449	0.881
4	50	0.15	450	0.145
4	50	0.15	451	0.562
4	50	0.15	452	0.571
4	50	0.15	453	0.949
4	50	0.15	454	0.33
4	50	0.15	455	0.231
4	50	0.15	456	0.217
4	50	0.15	457	0.995
4	50	0.15	458	0.728
4	50	0.15	459	0.061
4	50	0.15	460	0.285
4	50	0.15	461	0.879
4	50	0.15	462	0.801
4	50	0.15	463	0.175
4	50	0.15	464	0.263
4	50	0.15	465	0.495
4	50	0.15	466	0.953
4	50	0.15	467	0.812
4	50	0.15	468	0.048
4	50	0.15	469	0.279
4	50	0.15	470	0.909
4	50	0.15	471	0.144
4	50	0.15	472	0.577
4	50	0.15	473	0.93
4	50	0.15	474	0.825
4	50	0.15	475	0.678
4	50	0.15	476	0.272
4	50	0.15	477	0.114
4	50	0.15	478	0.111
4	50	0.15	479	0.183
4	50	0.15	480	0.216
4	50	0.15	481	0.793
4	50	0.15	482	0.967
4	50	0.15	483	0.209
4	50	0.15	484	0.839
4	50	0.15	485	0.487
4	50	0.15	486	0.804
4	50	0.15	487	0.904
4	50	0.15	488	0.85
4	50	0.15	489	0.861
4	50	0.15	490	0.42
4	50	0.15	491	0.168
4	50	0.15	492	0.954
4	50	0.15	493	0.761
4	50	0.15	494	0.662
4	50	0.15	495	0.453
4	50	0.15	496	0.804
4	50	0.15	497	0.41
4	50	0.15	498	0.851
4	50	0.15	499	0.309
4	50	0.15	500	0.189
4	50	0.15	501	0.771
4	50	0.15	502	0.496
4	50	0.15	503	0.651
4	50	0.15	504	0.611
4	50	0.15	505	0.741
4	50	0.15	506	0.821
4	50	0.15	507	0.785
4	50	0.15	508	0.167
4	50	0.15	509	0.205
4	50	0.15	510	0.771
4	50	0.15	511	0.087
4	50	0.15	512	0.432
4	50	0.15	513	0.778
4	50	0.15	514	0.193
4	50	0.15	515	0.685
4	50	0.15	516	0.288
4	50	0.15	517	0.831
4	50	0.15	518	0.668
4	50	0.15	519	0.132
4	50	0.15	520	0.302
4	50	0.15	521	0.411
4	50	0.15	522	0.653
4	50	0.15	523	0.521
4	50	0.15	524	0.232
4	50	0.15	525	0.042
4	50	0.15	526	0.875
4	50	0.15	527	0.762
4	50	0.15	528	0.352
4	50	0.15	529	0.151
4	50	0.15	530	0.408
4	50	0.15	531	0.151
4	50	0.15	532	0.884
4	50	0.15	533	0.725
4	50	0.15	534	0.695
4	50	0.15	535	0.798
4	50	0.15	536	0.902
4	50	0.15	537	0.679
4	50	0.15	538	0.14
4	50	0.15	539	0.087
4	50	0.15	540	0.776
4	50	0.15	541	0.943
4	50	0.15	542	0.563
4	50	0.15	543	0.713
4	50	0.15	544	0.124
4	50	0.15	545	0.143
4	50	0.15	546	0.213
4	50	0.15	547	0.48
4	50	0.15	548	0.513
4	50	0.15	549	0.998
4	50	0.15	550	0.132
4	50	0.15	551	0.922
4	50	0.15	552	0.823
4	50	0.15	553	0.997
4	50	0.15	554	0.13
4	50	0.15	555	0.52
4	50	0.15	556	0.934
4	50	0.15	557	0.527
4	50	0.15	558	0.79
4	50	0.15	559	0.427
4	50	0.15	560	0.783
4	50	0.15	561	0.099
4	50	0.15	562	0.419
4	50	0.15	563	0.564
4	50	0.15	564	0.989
4	50	0.15	565	0.49
