Cov	Iteration	euc_z_score	euc_percent	eig_percent	mcd_percent_k1	mcd_percent_k3
0.05	961	-0.0091562903478	0.513	0.544	0.641	0.596
0.05	962	-0.449893581302	0.332	0.141	0.58	0.378
0.05	963	0.890340699235	0.819	0.441	0.425	0.771
0.05	964	-0.136079262227	0.462	0.634	0.463	0.59
0.05	965	-1.27409131924	0.1	0.735	0.181	0.105
0.05	966	-0.282162133063	0.398	0.439	0.803	0.505
0.05	967	0.975162229843	0.834	0.73	0.792	0.944
0.05	968	-1.00609787392	0.148	0.052	0.023	0.11
0.05	969	-1.23621102304	0.111	0.624	0.074	0.091
0.05	970	0.228938404309	0.587	0.122	0.173	0.735
0.05	971	0.483394340831	0.688	0.376	0.783	0.844
0.05	972	-0.717015920716	0.228	0.076	0.285	0.387
0.05	973	0.180352800388	0.578	0.6	0.706	0.601
0.05	974	-0.967968979901	0.165	0.082	0.197	0.318
0.05	975	-0.563298810271	0.298	0.603	0.258	0.257
0.05	976	-1.3357678695	0.096	0.826	0.235	0.087
0.05	977	0.991874733753	0.853	0.477	0.91	0.783
0.05	978	2.16803374841	0.987	0.973	0.998	0.991
0.05	979	0.419692142623	0.668	0.425	0.08	0.588
0.05	980	1.50326019773	0.929	0.785	0.946	0.966
0.05	981	0.319054981015	0.626	0.953	0.938	0.691
0.05	982	0.731506512507	0.762	0.247	0.549	0.745
0.05	983	0.326257408089	0.645	0.4	0.315	0.579
0.05	984	-0.284639918628	0.401	0.419	0.254	0.597
0.05	985	0.512724783927	0.697	0.715	0.576	0.807
0.05	986	-0.661846998386	0.26	0.256	0.128	0.13
0.05	987	-0.152672165587	0.434	0.311	0.166	0.546
0.05	988	-1.40721926754	0.08	0.133	0.04	0.076
0.05	989	1.50511663185	0.924	0.945	0.968	0.839
0.05	990	1.20369805945	0.886	0.549	0.799	0.943
0.05	991	-0.447399263824	0.326	0.462	0.009	0.271
0.05	992	0.185389607003	0.559	0.454	0.538	0.779
0.05	993	0.680817375832	0.747	0.267	0.595	0.744
0.05	994	-1.39023035388	0.075	0.202	0.115	0.058
0.05	995	1.81931357843	0.963	0.812	0.935	0.965
0.05	996	0.479496101335	0.683	0.852	0.573	0.404
0.05	997	-0.608830753753	0.284	0.339	0.412	0.344
0.05	998	0.321775228042	0.632	0.043	0.401	0.674
0.05	999	-0.00405192522683	0.51	0.909	0.559	0.355
0.1	0	0.321831253395	0.634	0.5	0.071	0.58
0.1	1	1.3080584018	0.9	0.483	0.61	0.885
0.1	2	2.07934518991	0.987	0.986	0.994	0.98
0.1	3	1.00527007442	0.83	0.6	0.487	0.681
0.1	4	0.856661631113	0.802	0.059	0.352	0.653
0.1	5	2.92807223191	0.999	0.841	0.94	0.994
0.1	6	-0.863608718013	0.191	0.539	0.054	0.058
0.1	7	0.549730959436	0.711	0.776	0.629	0.615
0.1	8	0.806865107558	0.797	0.392	0.379	0.658
0.1	9	1.10039731083	0.857	0.6	0.18	0.871
0.1	10	1.69793708998	0.949	0.738	0.887	0.922
0.1	11	0.389861958961	0.64	0.317	0.422	0.603
0.1	12	-0.529054428195	0.313	0.448	0.757	0.398
0.1	13	1.44782702174	0.916	0.957	0.827	0.912
0.1	14	0.286784971049	0.626	0.889	0.973	0.625
0.1	15	0.299860409832	0.615	0.382	0.6	0.519
0.1	16	0.752537803026	0.778	0.543	0.259	0.865
0.1	17	1.53868100614	0.94	0.902	0.727	0.862
0.1	18	1.00474221926	0.843	0.203	0.352	0.901
0.1	19	1.45860165118	0.922	0.587	0.751	0.842
0.1	20	0.89578409171	0.798	0.976	0.879	0.675
0.1	21	1.40330230037	0.917	0.422	0.654	0.944
0.1	22	0.0176274499333	0.5	0.195	0.237	0.424
0.1	23	0.668851108503	0.747	0.498	0.452	0.65
0.1	24	1.43697825142	0.922	0.404	0.949	0.873
0.1	25	0.482356104657	0.695	0.244	0.108	0.688
0.1	26	1.5223369824	0.942	0.348	0.202	0.947
0.1	27	1.11681046401	0.869	0.413	0.499	0.822
0.1	28	-0.502908152783	0.303	0.082	0.155	0.285
0.1	29	2.20679554746	0.991	0.644	0.981	0.938
0.1	30	1.76582920556	0.953	0.808	0.183	0.937
0.1	31	-0.818504215131	0.211	0.359	0.176	0.226
0.1	32	0.881311225992	0.812	0.392	0.877	0.844
0.1	33	0.544262145206	0.698	0.34	0.016	0.705
0.1	34	0.177630049265	0.578	0.802	0.693	0.59
0.1	35	0.139294025328	0.564	0.067	0.633	0.639
0.1	36	1.76797616093	0.961	0.586	0.99	0.972
0.1	37	0.827931063482	0.794	0.709	0.791	0.87
0.1	38	0.0256105338691	0.527	0.655	0.253	0.37
0.1	39	1.32639690956	0.914	0.375	0.307	0.739
0.1	40	-0.176182954521	0.429	0.435	0.428	0.47
0.1	41	2.13710793	0.982	0.89	0.805	0.984
0.1	42	0.0373537153986	0.521	0.827	0.937	0.576
0.1	43	-0.447064249258	0.331	0.181	0.336	0.323
0.1	44	1.16422945147	0.881	0.56	0.983	0.825
0.1	45	-1.11251278034	0.139	0.596	0.385	0.107
0.1	46	0.80001666671	0.791	0.302	0.864	0.787
0.1	47	0.21619737196	0.588	0.466	0.629	0.597
0.1	48	2.46144817603	0.991	0.988	0.98	0.994
0.1	49	2.07530705876	0.978	0.433	0.878	0.98
0.1	50	-0.260610888027	0.392	0.707	0.867	0.559
0.1	51	-0.562259432555	0.287	0.588	0.144	0.341
0.1	52	-0.435249445332	0.341	0.812	0.695	0.551
0.1	53	-0.206006707697	0.427	0.359	0.937	0.499
0.1	54	0.760878792284	0.786	0.269	0.841	0.807
0.1	55	1.34869959804	0.92	0.965	0.925	0.878
0.1	56	0.499356723725	0.683	0.153	0.328	0.634
0.1	57	0.802280778626	0.797	0.566	0.291	0.785
0.1	58	0.0257823990548	0.518	0.569	0.077	0.393
0.1	59	0.775545004368	0.781	0.488	0.304	0.788
0.1	60	0.9018398601	0.814	0.721	0.68	0.755
0.1	61	0.941892973416	0.824	0.654	0.717	0.783
0.1	62	0.226117647681	0.609	0.899	0.968	0.656
0.1	63	1.86678264193	0.972	0.972	0.995	0.969
0.1	64	-1.13918899477	0.124	0.522	0.66	0.151
0.1	65	-0.0495807919025	0.483	0.346	0.551	0.435
0.1	66	-0.0945547911627	0.451	0.535	0.079	0.334
0.1	67	0.672572980389	0.74	0.747	0.651	0.776
0.1	68	0.279383940117	0.612	0.413	0.632	0.679
0.1	69	0.372674102708	0.645	0.577	0.374	0.504
0.1	70	1.2890070532	0.897	0.55	0.505	0.794
0.1	71	-0.0773478544801	0.483	0.064	0.68	0.498
0.1	72	0.313231901552	0.62	0.085	0.376	0.714
0.1	73	1.07605968944	0.862	0.511	0.283	0.867
0.1	74	0.733194900053	0.786	0.43	0.516	0.772
0.1	75	0.847557705341	0.789	0.826	0.501	0.57
0.1	76	0.357907911065	0.645	0.621	0.412	0.583
0.1	77	0.978005736745	0.834	0.066	0.422	0.745
0.1	78	1.33964612068	0.904	0.885	0.807	0.845
0.1	79	2.69538118094	0.993	0.553	0.574	0.997
0.1	80	0.0863438569306	0.529	0.424	0.61	0.255
0.1	81	-0.117264324465	0.452	0.295	0.007	0.253
0.1	82	0.872403026454	0.815	0.935	0.805	0.682
0.1	83	0.615819756451	0.736	0.437	0.229	0.615
0.1	84	0.926471819244	0.828	0.53	0.779	0.721
0.1	85	0.76600398552	0.786	0.976	0.724	0.674
0.1	86	2.13178995319	0.986	0.934	0.968	0.978
0.1	87	-0.454256899306	0.321	0.703	0.488	0.454
0.1	88	-2.30469167425	0.005	0.129	0.052	0.008
0.1	89	1.05974458119	0.86	0.558	0.916	0.789
0.1	90	1.03235163179	0.852	0.943	0.901	0.68
0.1	91	0.54813475714	0.712	0.404	0.565	0.729
0.1	92	-1.68440285185	0.047	0.277	0.11	0.091
0.1	93	1.36111560069	0.908	0.92	0.924	0.928
0.1	94	2.62245268395	0.998	0.895	0.939	0.996
0.1	95	1.04396123672	0.865	0.473	0.44	0.859
0.1	96	1.76174317895	0.953	0.927	0.764	0.924
0.1	97	1.88889016897	0.966	0.601	0.669	0.948
0.1	98	-0.203383471911	0.418	0.278	0.363	0.263
0.1	99	-0.0886053520619	0.457	0.605	0.87	0.367
0.1	100	2.29441019644	0.989	0.96	0.913	0.97
0.1	101	1.57108134367	0.936	0.316	0.836	0.976
0.1	102	1.33487567402	0.91	0.391	0.487	0.89
0.1	103	1.26427997458	0.892	0.331	0.303	0.869
0.1	104	-0.341750293334	0.373	0.186	0.582	0.297
0.1	105	-0.977031525692	0.158	0.368	0.199	0.066
0.1	106	0.872756563214	0.801	0.995	0.924	0.641
0.1	107	0.303005554696	0.627	0.342	0.35	0.586
0.1	108	1.33495685716	0.902	0.948	0.992	0.881
0.1	109	-0.51171898041	0.316	0.93	0.581	0.508
0.1	110	0.979147412873	0.837	0.95	0.978	0.891
0.1	111	0.576437678336	0.72	0.769	0.677	0.749
0.1	112	0.587403665847	0.707	0.842	0.911	0.619
0.1	113	-0.937334615718	0.177	0.617	0.452	0.171
0.1	114	0.870198965271	0.798	0.529	0.897	0.862
0.1	115	-1.15369389006	0.122	0.036	0.221	0.157
0.1	116	-0.304707531879	0.383	0.765	0.319	0.421
0.1	117	-0.012502171917	0.502	0.636	0.573	0.516
0.1	118	1.98963169226	0.977	0.99	0.941	0.875
0.1	119	1.2931836055	0.897	0.531	0.89	0.881
0.1	120	1.35482403761	0.9	0.717	0.774	0.883
0.1	121	0.830060263901	0.794	0.816	0.924	0.567
0.1	122	-0.53254384972	0.288	0.05	0.145	0.209
0.1	123	-0.282088333926	0.397	0.232	0.529	0.28
0.1	124	1.57403812304	0.941	0.712	0.92	0.959
0.1	125	-0.700831853377	0.241	0.769	0.357	0.317
0.1	126	-0.620844901721	0.262	0.451	0.046	0.188
0.1	127	1.79229359503	0.964	0.476	0.815	0.955
0.1	128	2.21297970572	0.986	0.747	0.997	0.979
0.1	129	0.937824620348	0.835	0.746	0.531	0.838
0.1	130	0.757829312268	0.779	0.259	0.706	0.922
0.1	131	-0.284551184307	0.389	0.658	0.204	0.184
0.1	132	1.73393686997	0.947	0.4	0.951	0.944
0.1	133	1.26064559759	0.879	0.763	0.138	0.604
0.1	134	0.567040759715	0.711	0.309	0.079	0.655
0.1	135	2.04763475674	0.98	0.509	0.994	0.988
0.1	136	0.198164737564	0.571	0.721	0.148	0.493
0.1	137	-0.710035730947	0.226	0.59	0.528	0.257
0.1	138	1.57153033646	0.932	0.213	0.687	0.931
0.1	139	1.57190161448	0.935	0.558	0.776	0.857
0.1	140	1.63757032368	0.945	0.516	0.46	0.89
0.1	141	1.36050808883	0.924	0.521	0.528	0.882
0.1	142	0.903140542459	0.813	0.595	0.683	0.722
0.1	143	1.35878768554	0.917	0.983	0.914	0.914
0.1	144	-0.998410391074	0.168	0.378	0.51	0.133
0.1	145	1.15043718147	0.86	0.846	0.912	0.877
0.1	146	2.96776426442	0.997	0.898	0.964	0.989
0.1	147	0.778109424514	0.784	0.294	0.414	0.664
0.1	148	-0.215075338968	0.423	0.466	0.4	0.239
0.1	149	-1.35463344474	0.081	0.377	0.063	0.059
0.1	150	-0.720156975383	0.242	0.277	0.578	0.385
0.1	151	1.65238665985	0.949	0.949	0.902	0.97
0.1	152	0.0143017516023	0.497	0.741	0.436	0.512
0.1	153	0.331570419688	0.628	0.924	0.762	0.621
0.1	154	-0.765847338766	0.231	0.137	0.095	0.128
0.1	155	1.42537713049	0.929	0.964	0.859	0.912
0.1	156	-0.32686565184	0.364	0.554	0.484	0.311
0.1	157	1.45334246656	0.932	0.331	0.318	0.928
0.1	158	0.0594315268898	0.52	0.986	0.982	0.537
0.1	159	1.11638082696	0.862	0.768	0.861	0.89
0.1	160	1.17350086324	0.878	0.562	0.636	0.92
0.1	161	-0.121307232427	0.46	0.782	0.213	0.349
0.1	162	-0.485702302453	0.32	0.297	0.048	0.326
0.1	163	0.16825243879	0.57	0.211	0.529	0.53
0.1	164	0.0626610812274	0.523	0.852	0.593	0.373
0.1	165	-0.546887712442	0.299	0.83	0.757	0.18
0.1	166	0.529314259696	0.706	0.616	0.816	0.626
0.1	167	1.88889274654	0.977	0.854	0.927	0.977
0.1	168	1.81804450413	0.96	0.649	0.924	0.937
0.1	169	2.02764896599	0.971	0.581	0.584	0.99
0.1	170	0.520802170706	0.723	0.651	0.221	0.259
0.1	171	0.79586457417	0.787	0.788	0.706	0.762
0.1	172	-0.0084116552139	0.516	0.476	0.636	0.429
0.1	173	0.624102799327	0.735	0.474	0.786	0.626
0.1	174	1.8704225404	0.97	0.486	0.812	0.877
0.1	175	1.33440757018	0.904	0.796	0.684	0.912
0.1	176	-1.84766165333	0.027	0.12	0.047	0.022
0.1	177	-0.353483075787	0.374	0.666	0.079	0.165
0.1	178	0.397400113716	0.659	0.374	0.591	0.589
0.1	179	-0.527333349706	0.314	0.256	0.525	0.363
0.1	180	-0.213610625066	0.432	0.43	0.159	0.397
0.1	181	-0.871703126895	0.188	0.767	0.357	0.309
0.1	182	0.0605841218726	0.515	0.44	0.734	0.559
0.1	183	1.38204600525	0.92	0.502	0.477	0.963
0.1	184	-0.0469933385764	0.488	0.842	0.94	0.451
0.1	185	0.107570335306	0.548	0.774	0.455	0.56
0.1	186	1.62383266692	0.943	0.57	0.891	0.902
0.1	187	0.462089630634	0.685	0.535	0.691	0.733
0.1	188	0.895126520634	0.805	0.467	0.585	0.892
0.1	189	-0.308792930071	0.386	0.665	0.289	0.243
0.1	190	1.83549990653	0.968	0.859	0.106	0.968
0.1	191	1.09437447478	0.859	0.9	0.911	0.853
0.1	192	-0.301093762644	0.393	0.385	0.575	0.392
0.1	193	-0.31486008872	0.376	0.081	0.104	0.376
0.1	194	-0.133857599118	0.448	0.534	0.651	0.349
0.1	195	3.06423691029	0.997	0.881	0.914	0.998
0.1	196	0.999083068305	0.842	0.904	0.726	0.873
0.1	197	1.35410364304	0.912	0.513	0.368	0.892
0.1	198	1.10334259315	0.861	0.616	0.292	0.749
0.1	199	0.636293338221	0.735	0.772	0.933	0.656
0.1	200	1.00352414598	0.836	0.978	0.845	0.86
0.1	201	0.811034336613	0.796	0.838	0.91	0.76
0.1	202	0.0911730779679	0.541	0.231	0.607	0.507
0.1	203	3.79034661879	1.0	0.835	0.954	1.0
0.1	204	3.41087353916	1.0	0.755	0.967	1.0
0.1	205	0.840074688641	0.798	0.131	0.715	0.843
0.1	206	1.05833205037	0.861	0.372	0.652	0.749
0.1	207	-1.55444963236	0.055	0.482	0.146	0.074
0.1	208	1.87851702769	0.967	0.924	0.886	0.981
0.1	209	2.41677649338	0.99	0.96	0.905	0.993
0.1	210	0.0816096106145	0.534	0.422	0.384	0.516
0.1	211	-0.905668361132	0.185	0.782	0.387	0.211
0.1	212	-0.338408944776	0.364	0.854	0.926	0.48
0.1	213	2.04138348657	0.97	0.859	0.995	0.96
0.1	214	-1.46130227395	0.067	0.044	0.039	0.04
0.1	215	0.771830385351	0.775	0.626	0.724	0.815
0.1	216	-0.151163412238	0.459	0.161	0.052	0.315
0.1	217	0.195104095323	0.586	0.473	0.251	0.694
0.1	218	-1.76490809129	0.026	0.349	0.108	0.019
0.1	219	-0.473967627949	0.32	0.228	0.208	0.186
0.1	220	-0.518593742923	0.307	0.035	0.243	0.375
0.1	221	0.954481028583	0.82	0.373	0.7	0.834
0.1	222	0.821242232488	0.796	0.941	0.832	0.727
0.1	223	-0.336701152379	0.368	0.327	0.252	0.49
0.1	224	2.12737924433	0.985	0.923	0.979	0.976
0.1	225	0.925763874519	0.814	0.706	0.786	0.826
0.1	226	1.91051511126	0.967	0.198	0.043	0.982
0.1	227	1.66644081776	0.951	0.371	0.417	0.914
0.1	228	1.42009959689	0.919	0.991	0.987	0.911
0.1	229	1.5656999707	0.937	0.411	0.787	0.955
0.1	230	1.24902123203	0.904	0.893	0.977	0.851
0.1	231	0.656201941478	0.751	0.455	0.485	0.834
0.1	232	1.40456114931	0.919	0.811	0.981	0.929
0.1	233	-0.17635336738	0.426	0.677	0.428	0.334
0.1	234	-1.02444208628	0.145	0.252	0.05	0.073
0.1	235	0.778484818865	0.788	0.556	0.726	0.865
0.1	236	-0.0796103738052	0.464	0.437	0.202	0.393
0.1	237	1.27020215032	0.887	0.996	0.821	0.804
0.1	238	3.12969297719	0.999	0.75	0.898	0.999
0.1	239	-1.26632792849	0.095	0.046	0.136	0.152
0.1	240	0.797573576817	0.793	0.057	0.672	0.832
0.1	241	-0.517544297848	0.31	0.677	0.508	0.166
0.1	242	0.661697834401	0.763	0.717	0.92	0.813
0.1	243	-0.131069532631	0.456	0.096	0.343	0.332
0.1	244	1.22510052352	0.889	0.674	0.476	0.919
0.1	245	0.846018835183	0.806	0.281	0.796	0.771
0.1	246	0.852127577131	0.792	0.866	0.992	0.806
0.1	247	-0.407097795466	0.343	0.678	0.541	0.31
0.1	248	1.19538751007	0.882	0.512	0.984	0.927
0.1	249	2.3042386836	0.988	0.646	0.997	0.998
0.1	250	-0.28931210806	0.385	0.915	0.964	0.614
0.1	251	-0.899400581556	0.184	0.059	0.343	0.225
0.1	252	-0.722152522124	0.229	0.682	0.454	0.186
0.1	253	0.4653937081	0.69	0.382	0.431	0.719
0.1	254	1.05652852909	0.853	0.898	0.928	0.814
0.1	255	0.395997716869	0.643	0.587	0.237	0.475
0.1	256	-0.480140098259	0.322	0.271	0.223	0.205
0.1	257	-0.930437024309	0.185	0.558	0.509	0.072
0.1	258	-0.670309453497	0.249	0.532	0.753	0.413
0.1	259	0.486835156193	0.688	0.163	0.525	0.789
0.1	260	0.19791530785	0.587	0.683	0.694	0.648
0.1	261	1.07040942488	0.851	0.611	0.645	0.791
0.1	262	1.58239059946	0.938	0.773	0.98	0.855
0.1	263	0.041596731028	0.538	0.678	0.5	0.626
0.1	264	-1.15756518341	0.127	0.671	0.464	0.285
0.1	265	0.928025692847	0.82	0.657	0.832	0.861
0.1	266	-0.724960851419	0.231	0.317	0.522	0.217
0.1	267	0.675815879097	0.738	0.995	0.964	0.727
0.1	268	0.99305803413	0.843	0.353	0.585	0.82
0.1	269	0.718233191716	0.759	0.867	0.754	0.833
0.1	270	-0.304746836189	0.41	0.809	0.669	0.467
0.1	271	1.10673943238	0.867	0.943	0.937	0.902
0.1	272	-0.0809977829194	0.463	0.516	0.339	0.395
0.1	273	1.48217437014	0.923	0.968	0.953	0.913
0.1	274	0.636729347464	0.737	0.575	0.362	0.792
0.1	275	1.95546012935	0.967	0.574	0.951	0.97
0.1	276	1.23193926363	0.896	0.529	0.918	0.914
0.1	277	-0.150265079797	0.451	0.848	0.567	0.423
0.1	278	0.436598873703	0.663	0.298	0.124	0.745
0.1	279	1.7348631149	0.955	0.999	0.506	0.981
0.1	280	0.821566141903	0.793	0.833	0.881	0.719
0.1	281	0.237424103147	0.588	0.178	0.497	0.645
0.1	282	0.311227168972	0.624	0.922	0.806	0.515
0.1	283	0.464888992799	0.681	0.729	0.509	0.631
0.1	284	-1.30874851073	0.085	0.414	0.089	0.075
0.1	285	0.548493726677	0.71	0.033	0.386	0.825
0.1	286	2.21378278797	0.986	0.923	0.948	0.995
0.1	287	-0.516385125958	0.313	0.282	0.552	0.219
0.1	288	0.393265332425	0.666	0.561	0.426	0.4
0.1	289	1.38411493564	0.911	0.756	0.99	0.95
0.1	290	1.35574615199	0.904	0.752	0.787	0.908
0.1	291	0.305521937692	0.641	0.499	0.394	0.69
0.1	292	0.266329411758	0.609	0.16	0.879	0.777
0.1	293	-1.19857532168	0.109	0.396	0.542	0.093
0.1	294	-0.467795682815	0.321	0.658	0.664	0.363
0.1	295	-0.116168036321	0.461	0.245	0.551	0.492
0.1	296	0.58194478961	0.726	0.119	0.603	0.783
0.1	297	2.11543853703	0.98	0.994	0.998	0.972
0.1	298	1.33323678179	0.904	0.472	0.621	0.898
0.1	299	0.579389986479	0.705	0.761	0.553	0.531
0.1	300	-0.601220793324	0.278	0.949	0.89	0.344
0.1	301	0.134393869365	0.558	0.811	0.547	0.539
0.1	302	0.739189802744	0.783	0.13	0.53	0.875
0.1	303	-0.718007723281	0.234	0.022	0.189	0.339
0.1	304	0.274077977626	0.623	0.341	0.623	0.698
0.1	305	0.989097439298	0.837	0.266	0.235	0.779
0.1	306	2.6561012375	0.994	0.606	0.811	0.996
0.1	307	2.68874126258	0.997	0.37	0.902	0.992
0.1	308	1.15811345463	0.883	0.665	0.812	0.872
0.1	309	0.232127697776	0.597	0.172	0.955	0.673
0.1	310	-1.56591584529	0.061	0.21	0.404	0.069
0.1	311	-0.509607811865	0.307	0.24	0.18	0.316
0.1	312	0.0379295108773	0.51	0.417	0.831	0.574
0.1	313	-1.03016536749	0.159	0.079	0.376	0.295
0.1	314	0.845822607367	0.798	0.104	0.573	0.822
0.1	315	1.9749499447	0.967	0.813	0.128	0.966
0.1	316	-0.47060520094	0.324	0.567	0.606	0.346
0.1	317	0.320004567597	0.623	0.353	0.159	0.613
0.1	318	1.14247841474	0.862	0.686	0.867	0.84
0.1	319	0.701498400261	0.767	0.541	0.451	0.66
0.1	320	-1.23220357808	0.102	0.019	0.065	0.037
0.1	321	0.468776495915	0.673	0.272	0.856	0.489
0.1	322	0.987490465934	0.84	0.663	0.456	0.766
0.1	323	0.978390840839	0.84	0.771	0.823	0.812
0.1	324	1.74465835468	0.951	0.981	0.991	0.963
0.1	325	-0.22961764522	0.42	0.235	0.72	0.595
0.1	326	1.02353041211	0.839	0.995	0.997	0.885
0.1	327	0.618701261302	0.725	0.227	0.494	0.679
0.1	328	0.612467323049	0.731	0.917	0.748	0.564
0.1	329	-1.21051593517	0.115	0.152	0.107	0.258
0.1	330	-0.779033739166	0.232	0.137	0.259	0.182
0.1	331	0.724425866802	0.764	0.253	0.307	0.806
0.1	332	1.27631772475	0.896	0.737	0.64	0.874
0.1	333	0.72961186951	0.769	0.521	0.684	0.506
0.1	334	0.29942642865	0.613	0.39	0.304	0.369
0.1	335	-0.810888428307	0.209	0.441	0.454	0.155
0.1	336	-0.30854593463	0.403	0.968	0.804	0.221
0.1	337	2.63284862582	0.997	0.954	0.919	0.998
0.1	338	0.166757092037	0.558	0.46	0.394	0.464
0.1	339	0.133547323057	0.567	0.807	0.822	0.522
0.1	340	-0.874483977038	0.194	0.926	0.829	0.198
0.1	341	1.38897449634	0.912	0.664	0.442	0.857
0.1	342	0.903936159904	0.829	0.458	0.48	0.814
0.1	343	1.45671615885	0.913	0.391	0.566	0.931
0.1	344	2.38652541214	0.985	0.995	0.99	0.98
0.1	345	2.35885311513	0.989	0.925	0.936	0.995
0.1	346	-1.80470922137	0.035	0.01	0.155	0.056
0.1	347	1.56674329011	0.938	0.964	0.96	0.854
0.1	348	0.246265130923	0.612	0.573	0.834	0.644
0.1	349	-0.05390464244	0.486	0.274	0.492	0.334
0.1	350	0.0184190814654	0.522	0.778	0.907	0.445
0.1	351	-0.996903611276	0.159	0.486	0.187	0.202
0.1	352	1.13471675407	0.877	0.922	0.957	0.896
0.1	353	0.669404984172	0.752	0.868	0.262	0.477
0.1	354	0.577685888428	0.721	0.944	0.622	0.598
0.1	355	0.940023370787	0.825	0.964	0.831	0.594
0.1	356	-1.1745945898	0.114	0.747	0.355	0.139
0.1	357	1.18561912032	0.881	0.944	0.62	0.634
0.1	358	-0.160798027875	0.434	0.256	0.525	0.531
0.1	359	0.745561111351	0.783	0.629	0.672	0.857
0.1	360	0.173416255489	0.572	0.359	0.424	0.586
0.1	361	1.71370118987	0.946	0.702	0.824	0.94
0.1	362	0.981788022101	0.845	0.453	0.565	0.819
0.1	363	-0.0602685383776	0.487	0.469	0.501	0.24
0.1	364	-0.834604402381	0.211	0.289	0.174	0.079
0.1	365	1.10276462952	0.872	0.491	0.311	0.847
0.1	366	-0.311821131049	0.366	0.267	0.19	0.158
0.1	367	0.0449932489647	0.512	0.482	0.5	0.465
0.1	368	-0.545844703772	0.287	0.043	0.292	0.421
0.1	369	1.12862975856	0.88	0.371	0.786	0.837
0.1	370	0.111405113249	0.537	0.803	0.7	0.424
0.1	371	0.775877264424	0.787	0.529	0.765	0.415
0.1	372	1.06675716646	0.865	0.158	0.448	0.663
0.1	373	0.575657023702	0.74	0.759	0.939	0.805
0.1	374	-0.359643434607	0.373	0.346	0.552	0.472
0.1	375	0.250773864058	0.594	0.31	0.051	0.413
0.1	376	2.18680782693	0.981	0.822	0.837	0.974
0.1	377	0.540980136622	0.698	0.682	0.772	0.652
0.1	378	-0.550842868355	0.299	0.464	0.041	0.309
0.1	379	1.24546746039	0.893	0.73	0.83	0.878
0.1	380	0.635930681498	0.746	0.376	0.742	0.836
0.1	381	0.57483475213	0.724	0.42	0.443	0.692
0.1	382	-0.11973342079	0.465	0.558	0.601	0.235
0.1	383	0.834001196376	0.796	0.945	0.586	0.689
0.1	384	0.508155885356	0.685	0.917	0.775	0.832
0.1	385	1.837706831	0.968	0.548	0.65	0.945
0.1	386	-0.713595913068	0.234	0.77	0.601	0.125
0.1	387	0.314570904496	0.642	0.133	0.693	0.632
0.1	388	2.61005699285	0.996	0.867	0.969	0.998
0.1	389	1.27530344078	0.894	0.549	0.803	0.949
0.1	390	-0.0812656466574	0.481	0.551	0.144	0.348
0.1	391	1.60104396861	0.949	0.387	0.057	0.818
0.1	392	0.4608123157	0.682	0.443	0.373	0.481
0.1	393	2.20854053181	0.985	0.656	0.899	0.971
0.1	394	2.25281569562	0.99	0.911	0.614	0.961
0.1	395	1.49425220274	0.926	0.199	0.709	0.969
0.1	396	-1.41581233562	0.08	0.027	0.021	0.129
0.1	397	-0.646417710651	0.259	0.268	0.264	0.39
0.1	398	-1.17460610479	0.119	0.563	0.283	0.174
0.1	399	0.657952250726	0.753	0.201	0.684	0.748
0.1	400	1.45087113949	0.927	0.301	0.727	0.968
0.1	401	1.40071529924	0.928	0.318	0.95	0.902
0.1	402	0.0383797514621	0.518	0.647	0.728	0.599
0.1	403	0.368125287164	0.632	0.804	0.87	0.496
0.1	404	0.0676246316254	0.533	0.439	0.842	0.649
0.1	405	0.366047465432	0.645	0.782	0.648	0.715
0.1	406	-0.830286460623	0.196	0.282	0.716	0.375
0.1	407	1.29814395198	0.901	0.981	0.908	0.887
0.1	408	1.11995291296	0.872	0.21	0.652	0.855
0.1	409	0.34553678011	0.632	0.259	0.47	0.548
0.1	410	0.0850055796762	0.551	0.587	0.511	0.466
0.1	411	0.290194253016	0.625	0.886	0.681	0.602
0.1	412	0.862279388251	0.799	0.312	0.491	0.621
0.1	413	0.998046989248	0.841	0.873	0.926	0.689
0.1	414	-0.381525759224	0.367	0.787	0.11	0.468
0.1	415	0.275929826802	0.614	0.658	0.95	0.694
0.1	416	0.837989916451	0.78	0.842	0.859	0.894
0.1	417	0.447077144151	0.675	0.097	0.538	0.881
0.1	418	-0.524555904795	0.295	0.2	0.615	0.423
0.1	419	-0.326885318033	0.381	0.495	0.574	0.403
0.1	420	0.476722206152	0.685	0.448	0.605	0.695
0.1	421	0.593953021435	0.737	0.507	0.503	0.772
0.1	422	-0.726938398896	0.229	0.871	0.049	0.343
0.1	423	-0.119777255243	0.456	0.778	0.37	0.422
0.1	424	0.613899371015	0.727	0.434	0.832	0.584
0.1	425	1.36172985335	0.912	0.875	0.658	0.854
0.1	426	-0.849527883426	0.191	0.097	0.633	0.492
0.1	427	1.68444498106	0.947	0.719	0.869	0.965
0.1	428	1.1088890043	0.869	0.865	0.874	0.846
0.1	429	0.137493806052	0.568	0.321	0.467	0.435
0.1	430	1.79525823547	0.965	0.656	0.788	0.982
0.1	431	1.26260811828	0.894	0.496	0.811	0.853
0.1	432	0.580025155248	0.712	0.523	0.449	0.698
0.1	433	-0.55277401579	0.297	0.113	0.052	0.381
0.1	434	-0.0116191350601	0.491	0.929	0.09	0.235
0.1	435	0.414980983147	0.663	0.757	0.678	0.467
