"ECB_00737"	"ECB_01992"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03722"	"acpP"	"acs"	"appC"	"arcA"	"blr"	"cls"	"cpsG"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"lon"	"lrp"	"malT"	"metH"	"mntH"	"mokC"	"mreB"	"mreC"	"nadR"	"narZ"	"nudC"	"oppD"	"phoH"	"plsB"	"prlA"	"proX"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjiX"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"rne"	0	0	0	0	0	0	0	0	0	0	0.0348084371783456	0	0	0	0	0	0	0	0.0685688727764127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111227929218174	-0.0504930242244226	-0.080394854399723	0	0
"rpiR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021255796165426	0.172947948233795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0113979474257347	0	0	0.0261955102308802
"rplF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.105494769530418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0479175203549878	-0.13901612445143	0	-0.00482771637090106
"rpsA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213746397732425	0	-0.011609709053321	-0.00968870753197899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpsC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.105033223203711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0449022813661385	-0.132908798238859	0	-0.000259705981857636
"sapF"	0	0	0	0	0	0	0	0	0	0	-0.00827459227571891	0	0	0	0	0	0	0	-0.0257471807014124	-0.010523053744021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204329102905964	0	0	0
"speG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223679062110292	0	-0.0211171923689099	-0.0521735631422782	0	0	0	0	0	0	0	0	0	0.0367106334672075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0433702637140061	0	0	0
"spoT"	0	0	0	0	0	0	0	0	0	0	-0.0195949727997692	0	0	0	0	0	0.0238688091124741	0	-0.170196507790338	-0.0135436048951287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753093581223886	0	0
"thiI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0164546184272771	-0.000156545338146829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205687932086579	0	0	0
"thrA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00378712437198808	-4.40963617057709e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203528655447015	0	0	0
"trkH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0967314006888136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0430858912235226	-0.124407637094374	0	0
"wzy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216285711802528	0	-0.00971212413611541	-0.0150603342525733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0121261746374581	-0.000136602579133805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205241397790375	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203554044252109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.128095601055985	-0.0465403691968877	0	0
"ybbN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263350368212338	0.173485281654696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0144401182157725	0	0	0.029219737564049
"ybeB"	0	0	0	0	0	0	0.00362516003316123	0	0	0	0.0917326714240915	0	0	0	0	0	-0.012886482979869	0	0.188234680211053	0.111710076491417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0793078776969273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00700404733380419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0736081847608449	-0.06704167347218	-0.0360544158594859	0	0.0294690557745854
"ybeM"	0	0	0	0	0	0	0	0	0	0	0.0562900874684027	0	0	0	0	0	0	0	0.111262513563245	0.000746493697631278	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127875392262912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0398639975616612	-0.0227929031670573	-0.0981166633513052	0	0
"ybhP"	0	0	0	0	0	0	0	0	0	0	-0.00730163639961165	0	0	0	0	0	0	0	-0.0248102791584666	-0.00885520898596861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204449679749462	0	0	0
"ycdM"	0	0	0	0	0	0	0	0	0	0	0.0497516820302003	0	0	0	0	0	0	0	0.099769149987484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030673894406357	-0.0328306098341958	-0.0917084709747636	0	0
"yceK"	0	0	0	0	0	0	0	0	0	0	-0.0182668990615956	0	0	0	0	0	-0.000466562632707403	0	-0.0303553740392862	-0.0321318298945296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218111867620897	0	0	0
"ycfC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404806732899158	0.174677446991929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00142189015580397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0225809343557223	0	0	0.0365012065607016
"yebY"	0	0	0	0	0	0	0.0334646641322423	0	0	0	0	0	0	0	0	0	-0.00141477875691789	0	0.0756020450139795	0.179489815672715	0	0	0.0274997785739026	0	0	0	0	0	0	0	0	0	0	0.0192356696093854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00700404733380419	0	0	0	0	0.00142189015580397	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0305684220676472	0.00494067396558219	0	0.0591619403242104
"yecE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327877860408594	0.173896694529714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0180892871937982	0	0	0.032526296923822
"yeeF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193261807650973	0	0
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88596178976774e-05	0.165203896062435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200872150890577
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189952241203571	0.17225421597379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.00995516854168966	0	0	0.0243635826583075
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162370256327854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0.0460112174873517	0	0	0	0	0	0	0	0.0916612228288154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0258042013001153	-0.0370843962883739	-0.0892410990986452	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76651455176522e-05	0.164454291219827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.000921124572904984
"yggM"	0	0	0	0	0	0	0	0	0	0	-0.00637268832910502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.198052416760629	0	0
"yghS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0300149992428826	0.173500449737507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.0166661204198426	0	0	0.0310104090502825
"ygjD"	0	0	0	0	0	0	0	0	0	0	-0.00665035013582573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.198190391644617	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16692831481063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0353469390204126	0.00904853324313125	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219590189959022	0	-0.00663262616021105	-0.0199643875744717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137555153652792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.150610754836223	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215084425129688	0	-0.0107306719997092	-0.0123192010009827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0143593595643779	-0.000153727839693026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.205349865819133	0	0	0
"yjiX"	0	0	0	-0.0172483665461035	0.0368624341945375	0	0	0	0	0	0.0722634555756949	0.0257085028959557	0	0	0	0	-0.0147927939129865	0	0.0854854897440595	0	0	0	0	0.0403957461216821	0	0	0	-0.0538735663183185	0	0	0	0	0	0.0831579809676909	0	0	0	0	0	-0.00112237695476543	0	0.0162701054662547	0	0	0	0	0	0	0.0351923116968411	-0.00700653490161888	0	0	0.0111227929218174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0736081847608449	0.0398639975616612	0	0.030673894406357	0	0	0	0	0	0	0	0	0.0258042013001153	0	0	0	0	0	0	0	0	0	1	-0.0179301938577935	-0.124558843054765	0	0
"yjjY"	-0.0083953452311159	0.214927888265057	0	0.155064993280931	-0.0268655222306949	0.203895081638739	-0.030205260207092	0	0	-0.153628444321086	-0.0157696980738355	-0.0373490614715341	0.206551733900571	-0.00178498196550648	0	0	-0.242106508476934	0.0432452955506243	0	0	0	0	-0.0316039433254798	-0.0222411244914443	0	0	0.0271595729729364	0.142177381031162	0	-0.0433161912754315	0	0	0.205543585527886	-0.0751594804408178	0	0	0	0	0.204209161808698	0	-0.00756306346775586	-0.0459454981049967	0	-0.0103721478763106	0	0	0.204407979430546	0.0480123774434847	-0.0285915525188423	0	0	0	-0.0504930242244226	-0.0113979474257347	0.0479175203549878	0	0.0449022813661385	0.204329102905964	-0.0433702637140061	0	0.205687932086579	0.203528655447015	0.0430858912235226	0	0.205241397790375	-0.128095601055985	-0.0144401182157725	-0.06704167347218	-0.0227929031670573	0.204449679749462	-0.0328306098341958	0.218111867620897	-0.0225809343557223	-0.0305684220676472	-0.0180892871937982	0	0	-0.00995516854168966	0	-0.0370843962883739	0	0	-0.0166661204198426	0	0.0353469390204126	0	0	0	0.205349865819133	-0.0179301938577935	1	0	0	-0.0361062896750191
"ylcG"	0	0	0	0.119789052764394	-0.0958461212182886	0	0.00376444960558825	0.185377258780274	0	0.130766718386455	-0.0816886177429167	-0.089089936271756	0	0	0.195344706844908	-0.240601552316536	0.0212196176465953	-0.128207510037281	0	0.0440431458132855	-0.233396436005372	0	0.00153198649825634	-0.0983569077136773	0.197670093981995	-0.040283683868792	-0.0385387680368847	0.134718728737285	0	0	0.127060360523775	0.125793077279876	0	-0.0356042650013796	0	0.197659767563535	0.0841778891980396	0.169704474947437	0	0.19993748030831	0	-0.0834827087632748	0.195180364643898	0	0	0	0	-0.13924907015164	-0.0943841843302842	0.205048824548827	0.19684469355782	0	-0.080394854399723	0	-0.13901612445143	0	-0.132908798238859	0	0	0.0753093581223886	0	0	-0.124407637094374	0	0	-0.0465403691968877	0	-0.0360544158594859	-0.0981166633513052	0	-0.0917084709747636	0	0	0.00494067396558219	0	0.193261807650973	0	0	0	-0.0892410990986452	0	0.198052416760629	0	0.198190391644617	0.00904853324313125	0	0.150610754836223	0	0	-0.124558843054765	0	1	0	0.0311693148899291
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213957061726409	0	-0.0115791588729425	-0.00988486170091862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yqhH"	0.0228617056613561	0	0	0	0	0	0.0577743425395886	0	0	0	0	0	0	0.0162201678256923	0	0	-0.0187365312981356	0	0.076609818081015	0.138950640005799	0	0	0.0537751487180702	0	0	0	0	0	0	0	0	0	0	0.0379041462334332	0	0	0	0	0	0	0.0223743291397255	0	0	0.0251404660434588	0	0	0	-0.00495611959151869	0	0	0	0	0	0.0261955102308802	-0.00482771637090106	0	-0.000259705981857636	0	0	0	0	0	0	0	0	0	0.029219737564049	0.0294690557745854	0	0	0	0	0.0365012065607016	0.0591619403242104	0.032526296923822	0	0.00200872150890577	0.0243635826583075	0	0	0.000921124572904984	0	0.0310104090502825	0	0	0	0	0	0	0	-0.0361062896750191	0.0311693148899291	0	1
