"ECB_00737"	"ECB_01992"	"ECB_02797"	"ECB_02816"	"ECB_03722"	"acpP"	"appC"	"arcA"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"lrp"	"malT"	"metH"	"mntH"	"mokC"	"mreB"	"mreC"	"nadR"	"nudC"	"oppD"	"phoH"	"prlA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rne"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeR"	"yeeU"	"yfaQ"	"yfcTU"	"yggM"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"yecE"	0	0	0	0	0	0.00800064164527898	0	0	0	0	0	0	0	0.0562497862000534	0.161314536900524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123443635805379	1	0	0	0	0	0	0	0	0	0	0	0	-0.0301000079127483	0.0124838844991761	0	0.0476751010770481
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025176287527645	0.1637933519778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.015079536615138	0.00920249146668687	0	0.0294457161279186
"yeeU"	0	0	0	0	0	0.000433664383127244	0	0	0	0	0	0	0	0.0475728887006063	0.16216880230014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051901020943792	0	0	1	0	0	0	0	0	0	0	0	0	-0.0269217371700716	0.0134491689133054	0	0.0433339228218688
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137394993721826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.125165802895884	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241304486844139	0.163868556018118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.0144996244354209	0.00886494451136804	0	0.028738572352
"yggM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.239605095104538	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.239748713646707	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.140564074656344	-0.0113089054549165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0520417566816627	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0.186459825996854	0	-0.0254643962003476	-0.0289921002677434	0	0	0	0	0	0	0	0	0.0219609745713607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219382748748411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.0785112529295568	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144824304857525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.000740355211150512	0.172849133438721	0	0.0295134449685617
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0.191336479993	0	-0.0256787221756107	-0.0199591696976228	0	0	0	0	0	0	0	0	0.0117493556617957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117240521357342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0727040545199126	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	-0.00022202597388995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.219168332893185	0	0	0
"yjjY"	-0.026057247348133	0.235506654423213	-0.0785496441563075	0	0.231409741966373	-0.0284426714587835	-0.0715200277583913	-0.164873935022763	-0.0225059850957344	0	0	-0.111634052550103	0	-0.0466489763436721	-0.00194394281284628	0	0	-0.0338689516125361	0	0	0	0.0928313779534109	0.135874458669092	-0.0953797652629425	0	-0.0153503311539498	0.222856520778392	-0.0676340884314361	0	0	0	0.2305062108924	0	-0.0260201877548912	0	0	-0.0723210128868388	0.230138089623525	0	0	0	0	0	0	-0.0704094327033233	0	0.230470711092931	-0.0953356417370226	0	0.220747823842917	0.211420894739679	0	-0.0746435028376707	0.217854679660272	-0.188296554130589	-0.0287982686119481	-0.0635494952242177	0.230260833462048	0	0.23608996273375	-0.0317238556629555	-0.0252077814987127	-0.0301000079127483	-0.015079536615138	-0.0269217371700716	0	-0.0144996244354209	0	0	0.0520417566816627	-0.0785112529295568	-0.000740355211150512	-0.0727040545199126	0.219168332893185	1	-0.00831064315149669	-0.0707702578853945	-0.0150086066256197
"ylcG"	0.0132370841020717	0	0	0.230458181838553	0	0.0103120163084322	0	0.147317021470963	0.0124809339237058	0.235994905823646	-0.210463308816344	0.00961588893645158	-0.0872997820567604	0	0	-0.125997310380508	0	0.0086379994686831	-0.140945328015492	0.238992463217323	-0.0479841529328567	-0.0677533631523831	0.16912431023686	0	0.152575481545961	0.139261675939412	0	-0.075840684580753	0	0.238759788161199	0.110282114300369	0	0.242124111579909	0.0134397270875538	0.235490635575085	0	0	0	-0.094985149898003	-0.131819178722618	0.249505460528928	0.237679820403367	-0.116731119191095	-0.0948519198078242	0	-0.0911041356030549	0	0	0.0846700705365166	0	0	-0.084353250591418	0	0	-0.103341001019775	0.0129981788743999	-0.0713018857434317	0	-0.127078125362779	0	0.0116672629765218	0.0104200322243522	0.0124838844991761	0.00920249146668687	0.0134491689133054	-0.125165802895884	0.00886494451136804	0.239605095104538	0.239748713646707	0	0	0.172849133438721	0	0	-0.00831064315149669	1	0	0.00433947511690158
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0.19319020957993	0	-0.0255455342005822	-0.0171629799279044	0	0	0	0	0	0	0	0	0.00828732774735192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825923158437097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0707702578853945	0	1	0
"yqhH"	0.0423167488593618	0	0	0	0	0.068600241875182	0	0	0.0381385717651477	0	0	-0.0328208103771361	-0.0476824137347001	0.085720148170006	0.0844312756001018	0	0	0.066082401548139	0	0	0	0	0	0	0.00722313243041335	0	0	0.043514482724198	-0.00225112039105644	0	0	0	0	0.0421781820925899	0	0	0	0	-0.05456628848811	0	0	0	0	-0.0544981493280635	0	-0.0516482515535546	0	0	0	0	0	-0.0427701347541872	0	0	0	0.0459835440930831	0.0337105588668518	0	0	0	0.0500171367035173	0.0688121702544536	0.0476751010770481	0.0294457161279186	0.0433339228218688	0	0.028738572352	0	0	0	0	0.0295134449685617	0	0	-0.0150086066256197	0.00433947511690158	0	1
