"ECB_00737"	"ECB_01992"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03722"	"acpP"	"acs"	"appC"	"arcA"	"blr"	"cls"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"lrp"	"malT"	"metH"	"mntH"	"mokC"	"mreB"	"mreC"	"nadR"	"narZ"	"nudC"	"oppD"	"phoH"	"plsB"	"prlA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rne"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjiX"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"thiI"	0	0	0	0	0	0	0	0	0	0	-0.0140280789771158	0	0	0	0	0	0	-0.019320489161471	-0.0164088179090516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191207892696358	0	0	0
"thrA"	0	0	0	0	0	0	0	0	0	0	-0.0131839489337585	0	0	0	0	0	0	-0.0162297728232228	-0.00869083888232093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189874539187401	0	0	0
"trkH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.142991833251963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0602680845518348	-0.108685279005045	0	0
"wzy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216281266132126	0	0	-0.035430284930003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443084133488398	0	0
"ybaE"	0	0	0	0	0	0	0	0	0	0	-0.0142543778808075	0	0	0	0	0	0	-0.0179985681576148	-0.0131338629308588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191127797044776	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0.188499108476276	0	0	0	0	0.171346733114924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632001234806765	0	-0.00782305626244003	0	0
"ybbN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00906823535065134	0	0.0266166028744958	0.170459485444188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0534304501305069	0	0	0.0355136868567663
"ybeB"	0	0	0	0	0	0	0.00958411257700564	0	0	0	0.015117295426952	0	0	0	0	0	0	0.178026828126724	0.106066593249634	0	0	0.00595947531477137	0	0	0	0	-0.0073102548618104	0	0	0	0	0.0799047360747047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00905949682825684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172815152534664	-0.131671636190835	-0.0813039701937955	0	0.0280122993269371
"ybeM"	0	0	0	0	0	0	0	0	0	0	0.124754817271487	0	0	0	0	0	0	0.0180059389336639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0628651346642671	-0.0531017093155515	-0.102370949298495	0	0
"ybhP"	0	0	0	0	0	0	0	0	0	0	-0.0133694916315944	0	0	0	0	0	0	-0.0248242967325926	-0.0287657481964742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191301180548869	0	0	0
"ycdM"	0	0	0	0	0	0	0	0	0	0	0.142775220579571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632149900807151	-0.0423362623286899	-0.0835462656543797	0	0
"yceK"	0	0	0	0	0	0	0	0	0	0	-0.0170677642208856	0	0	0	0	0	0	-0.0432147018946796	-0.0560952551261054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194330913597385	0	0	-0.00894519387247626
"ycfC"	0	0	0	0	0	0	0.00163949609340734	0	0	0	0	0	0	0	0	-0.0154109626556576	0	0.0407193217596868	0.166391794976698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00565016642677268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0580765916773116	0	0	0.0401421974193558
"yebY"	0	0	0	0	0	0	0.0374148742895623	0	0	0	0	0	0	0	0	-0.0385257921627376	0	0.0628590274090356	0.169218722471866	0	0	0.0306537381818016	0	0	0	0	0	0	0	0	0	0.018520639748038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905949682825684	0	0	0	0	0.00565016642677268	1	0.00114900027614135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06950767871189	0	0	0.0633460267429123
"yecE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0119325399613841	0	0.0329786449160818	0.169045094759853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114900027614135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0556698052927304	0	0	0.0377456800472329
"yeeF"	0	0	0	0	0	0	0	0	0	0	-0.00267948027732192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207427212696527	0	0
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176136265641004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.034159834776046	0	0	0.014643976843179
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00478286839770043	0	0.0177766512527487	0.172700385776865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.0504203207262636	0	0	0.0323845572726026
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176000252973841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0312447168799335	0	0	0.0120374763930739
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0.149280187892532	0	0	0	0	0.0028769867855566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0623947233529588	-0.0347266558180118	-0.074783311898472	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1761280517647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.0333161536897366	0	0	0.0139085761684161
"yggM"	0	0	0	0	0	0	0	0	0	0	-0.00502615617341722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.213143868457896	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	-0.00512373100819178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.213262122261715	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	-0.178781835120386	0	0	0	0	-0.171149795132147	0	0	0.0165273115713494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0040157489587787	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219691792320211	0	0	-0.0375896599765004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00438856158584621	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158887603101991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.0157826624311737	0.14864352875533	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21472776097529	0	0	-0.0340152071488727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00427432313761928	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	-0.0140393598012044	0	0	0	0	0	0	-0.0186520859671194	-0.0146163266993223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.191002425557618	0	0	0
"yjiX"	0	0	0	-0.043451212979175	0.0627563834567042	0	0	0	0	0	0.111281890851956	0.0623964197217643	0	0	0	0.0893060741929345	0	0.0286953500507338	0	0.0633438980515654	0	0	0.0629553108054924	0	0	0	-0.0539272219459873	0	0	0	0	0.0210312898406621	0	0	0	0	0	0	0	0.0578712153709153	0	0	0	0	0	0.0624833028377029	-0.0015178339418292	0	0.055652580231979	0	0	0	0	0	0	0	0	0	0	0	0.0632001234806765	0	0.0172815152534664	0.0628651346642671	0	0.0632149900807151	0	0	0	0	0	0	0	0	0.0623947233529588	0	0	0	0	0	0	0	0	1	-0.0542704487672044	-0.0759750603191096	0	0
"yjjY"	-0.0494723822779227	0.192649270274053	0	0.109348246325432	-0.0520002773863199	0.19080938565252	-0.0690935503753733	0	0	-0.155363845872764	-0.0669299735773893	-0.0346324919153236	-0.0438595041187015	0	0.010044752903124	-0.101765426157615	0.0632613013854362	-0.035542388781493	0	-0.0368747258633006	0	-0.0674976871793946	-0.0535084119698987	0	0	0.000138349002437979	0.115322749599123	0	0	0	0.191266168964591	-0.131153173506817	0.0317538997117968	0	0	0	0.191349390990501	0	-0.0490589215557891	-0.0276141052291107	0	0	0	0.191382035669728	0.0702398474543064	-0.0514674625307056	0	0	-0.0243650067821879	0.0701196742921299	0	0.0662668358177814	0.191312607204557	0	0	0.191207892696358	0.189874539187401	0.0602680845518348	0	0.191127797044776	0	-0.0534304501305069	-0.131671636190835	-0.0531017093155515	0.191301180548869	-0.0423362623286899	0.194330913597385	-0.0580765916773116	-0.06950767871189	-0.0556698052927304	0	-0.034159834776046	-0.0504203207262636	-0.0312447168799335	-0.0347266558180118	-0.0333161536897366	0	0	0	0	-0.0157826624311737	0	0.191002425557618	-0.0542704487672044	1	-0.0864147082594464	0	-0.0545916322713645
"ylcG"	0	0	0.00263749620580978	0.111666237847411	-0.0976460922253926	0	0	0.199659968288229	0.0024505902393769	0.125048932909908	-0.00535651660695357	-0.0748243081137456	0	0.210109096637059	-0.235426567335114	0	-0.113048445960993	-0.0783289468813351	0.0701488818263832	-0.0770532104707754	0	0	-0.10325624104803	0.212579326898024	-0.0468757081121716	-0.0607285945596149	0.137477330110347	0.0118792178008737	0.126246851631442	0.142405650113789	0	-0.0821013006297861	-0.0480836764439362	0.212410228323312	0.0937120033334478	0.18359702592516	0	0.214749503722962	0	-0.0627091754988687	0.209514005610679	0	0.00427909407994276	0	-0.1235885901665	-0.0945163037665033	0.22006063862379	0.211505341626058	-0.0574958876123882	-0.123154027578073	0.00416259870770664	-0.117516355961277	0	0.0119192835349507	0.100730209201991	0	0	-0.108685279005045	0.00443084133488398	0	-0.00782305626244003	0	-0.0813039701937955	-0.102370949298495	0	-0.0835462656543797	0	0	0	0	0.207427212696527	0	0	0	-0.074783311898472	0	0.213143868457896	0.213262122261715	0.0040157489587787	0.00438856158584621	0.14864352875533	0.00427432313761928	0	-0.0759750603191096	-0.0864147082594464	1	0.002447189766598	0.0268738109263726
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213392653868782	0	0	-0.0323850636289553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002447189766598	1	0
"yqhH"	0.0314844081243447	-0.0080484437869348	0	0	0	0	0.0606690593200498	0	0	0	0	0	0.0268428160189047	0	0	-0.0583443442554424	0	0.0567689211367638	0.143462196162804	0	0	0.0542202156670707	0	0	0	0	0	0	0	0	0	0.0343331059419727	0	0	0	0	0	0	0.0308751962793188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355136868567663	0.0280122993269371	0	0	0	-0.00894519387247626	0.0401421974193558	0.0633460267429123	0.0377456800472329	0	0.014643976843179	0.0323845572726026	0.0120374763930739	0	0.0139085761684161	0	0	0	0	0	0	0	0	-0.0545916322713645	0.0268738109263726	0	1
